🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_e2e_w85.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_85.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -1.99 (m), y: 2.89 (m)
Time: 0.12 (s), x: -1.97 (m), y: 2.85 (m)
Time: 0.23 (s), x: -1.95 (m), y: 2.80 (m)
Time: 0.33 (s), x: -1.90 (m), y: 2.74 (m)
Time: 0.44 (s), x: -1.85 (m), y: 2.68 (m)
Time: 0.54 (s), x: -1.80 (m), y: 2.62 (m)
Time: 0.65 (s), x: -1.75 (m), y: 2.57 (m)
Time: 0.75 (s), x: -1.75 (m), y: 2.54 (m)
Time: 0.86 (s), x: -1.78 (m), y: 2.51 (m)
Time: 0.96 (s), x: -1.84 (m), y: 2.46 (m)
Time: 1.08 (s), x: -1.93 (m), y: 2.41 (m)
Time: 1.18 (s), x: -2.04 (m), y: 2.34 (m)
Time: 1.28 (s), x: -2.18 (m), y: 2.27 (m)
Time: 1.39 (s), x: -2.28 (m), y: 2.20 (m)
Time: 1.49 (s), x: -2.35 (m), y: 2.15 (m)
Time: 1.60 (s), x: -2.38 (m), y: 2.12 (m)
Time: 1.71 (s), x: -2.37 (m), y: 2.09 (m)
Time: 1.81 (s), x: -2.35 (m), y: 2.08 (m)
Time: 1.91 (s), x: -2.32 (m), y: 2.05 (m)
Time: 2.01 (s), x: -2.29 (m), y: 2.01 (m)
Time: 2.12 (s), x: -2.26 (m), y: 1.96 (m)
Time: 2.22 (s), x: -2.23 (m), y: 1.89 (m)
Time: 2.33 (s), x: -2.21 (m), y: 1.85 (m)
Time: 2.43 (s), x: -2.21 (m), y: 1.85 (m)
Time: 2.54 (s), x: -2.23 (m), y: 1.89 (m)
Time: 2.64 (s), x: -2.27 (m), y: 1.95 (m)
Time: 2.74 (s), x: -2.32 (m), y: 2.05 (m)
Time: 2.85 (s), x: -2.39 (m), y: 2.19 (m)
Time: 2.96 (s), x: -2.47 (m), y: 2.33 (m)
Time: 3.06 (s), x: -2.56 (m), y: 2.48 (m)
Time: 3.17 (s), x: -2.66 (m), y: 2.64 (m)
Time: 3.27 (s), x: -2.78 (m), y: 2.82 (m)
Time: 3.38 (s), x: -2.89 (m), y: 3.00 (m)
Time: 3.48 (s), x: -2.99 (m), y: 3.17 (m)
Time: 3.58 (s), x: -3.04 (m), y: 3.35 (m)
Time: 3.68 (s), x: -3.06 (m), y: 3.53 (m)
Time: 3.79 (s), x: -3.05 (m), y: 3.71 (m)
Time: 3.90 (s), x: -3.01 (m), y: 3.85 (m)
Time: 4.00 (s), x: -2.98 (m), y: 3.94 (m)
Time: 4.10 (s), x: -2.96 (m), y: 3.99 (m)
Time: 4.21 (s), x: -2.95 (m), y: 4.00 (m)
Time: 4.31 (s), x: -2.96 (m), y: 3.98 (m)
Time: 4.42 (s), x: -2.97 (m), y: 3.93 (m)
Time: 4.52 (s), x: -2.98 (m), y: 3.85 (m)
Time: 4.62 (s), x: -2.99 (m), y: 3.75 (m)
Time: 4.73 (s), x: -3.00 (m), y: 3.64 (m)
Time: 4.84 (s), x: -3.01 (m), y: 3.53 (m)
Time: 4.94 (s), x: -3.01 (m), y: 3.44 (m)
Time: 5.05 (s), x: -3.00 (m), y: 3.36 (m)
Time: 5.15 (s), x: -2.98 (m), y: 3.31 (m)
Time: 5.26 (s), x: -2.97 (m), y: 3.30 (m)
Time: 5.36 (s), x: -2.98 (m), y: 3.31 (m)
Time: 5.47 (s), x: -3.00 (m), y: 3.37 (m)
Time: 5.58 (s), x: -3.04 (m), y: 3.46 (m)
Time: 5.69 (s), x: -3.09 (m), y: 3.58 (m)
Time: 5.80 (s), x: -3.15 (m), y: 3.75 (m)
Time: 5.90 (s), x: -3.21 (m), y: 3.90 (m)
Time: 6.01 (s), x: -3.27 (m), y: 4.06 (m)
Time: 6.11 (s), x: -3.30 (m), y: 4.22 (m)
Time: 6.22 (s), x: -3.31 (m), y: 4.37 (m)
Time: 6.33 (s), x: -3.31 (m), y: 4.53 (m)
Time: 6.43 (s), x: -3.30 (m), y: 4.70 (m)
Time: 6.53 (s), x: -3.30 (m), y: 4.86 (m)
Time: 6.63 (s), x: -3.32 (m), y: 5.00 (m)
Time: 6.74 (s), x: -3.32 (m), y: 5.12 (m)
Time: 6.85 (s), x: -3.33 (m), y: 5.20 (m)
Time: 6.95 (s), x: -3.34 (m), y: 5.25 (m)
Time: 7.05 (s), x: -3.33 (m), y: 5.27 (m)
Time: 7.16 (s), x: -3.32 (m), y: 5.27 (m)
Time: 7.27 (s), x: -3.33 (m), y: 5.29 (m)
Time: 7.37 (s), x: -3.35 (m), y: 5.32 (m)
Time: 7.47 (s), x: -3.38 (m), y: 5.36 (m)
Time: 7.57 (s), x: -3.43 (m), y: 5.43 (m)
Time: 7.67 (s), x: -3.47 (m), y: 5.47 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation collided with time 7.6740 (s)
Navigation metric: 0.0000
