🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w74.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_74.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.33 (s), x: -2.24 (m), y: 3.25 (m)
Time: 0.43 (s), x: -2.23 (m), y: 3.30 (m)
Time: 0.54 (s), x: -2.23 (m), y: 3.35 (m)
Time: 0.64 (s), x: -2.23 (m), y: 3.40 (m)
Time: 0.75 (s), x: -2.23 (m), y: 3.46 (m)
Time: 0.85 (s), x: -2.23 (m), y: 3.51 (m)
Time: 0.95 (s), x: -2.23 (m), y: 3.56 (m)
Time: 1.05 (s), x: -2.24 (m), y: 3.61 (m)
Time: 1.16 (s), x: -2.25 (m), y: 3.66 (m)
Time: 1.26 (s), x: -2.25 (m), y: 3.71 (m)
Time: 1.37 (s), x: -2.26 (m), y: 3.77 (m)
Time: 1.47 (s), x: -2.28 (m), y: 3.82 (m)
Time: 1.58 (s), x: -2.28 (m), y: 3.87 (m)
Time: 1.68 (s), x: -2.29 (m), y: 3.92 (m)
Time: 1.78 (s), x: -2.30 (m), y: 3.98 (m)
Time: 1.89 (s), x: -2.32 (m), y: 4.02 (m)
Time: 1.99 (s), x: -2.33 (m), y: 4.07 (m)
Time: 2.10 (s), x: -2.34 (m), y: 4.12 (m)
Time: 2.21 (s), x: -2.36 (m), y: 4.17 (m)
Time: 2.31 (s), x: -2.37 (m), y: 4.22 (m)
Time: 2.42 (s), x: -2.37 (m), y: 4.26 (m)
Time: 2.52 (s), x: -2.39 (m), y: 4.29 (m)
Time: 2.62 (s), x: -2.40 (m), y: 4.32 (m)
Time: 2.73 (s), x: -2.41 (m), y: 4.36 (m)
Time: 2.83 (s), x: -2.42 (m), y: 4.39 (m)
Time: 2.93 (s), x: -2.43 (m), y: 4.42 (m)
Time: 3.04 (s), x: -2.44 (m), y: 4.44 (m)
Time: 3.14 (s), x: -2.45 (m), y: 4.47 (m)
Time: 3.24 (s), x: -2.46 (m), y: 4.50 (m)
Time: 3.34 (s), x: -2.47 (m), y: 4.52 (m)
Time: 3.45 (s), x: -2.48 (m), y: 4.54 (m)
Time: 3.55 (s), x: -2.49 (m), y: 4.57 (m)
Time: 3.65 (s), x: -2.50 (m), y: 4.58 (m)
