🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_applr_w232.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_232.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.01 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.01 (m), y: 3.14 (m)
Time: 0.23 (s), x: -2.01 (m), y: 3.16 (m)
Time: 0.33 (s), x: -2.01 (m), y: 3.19 (m)
Time: 0.44 (s), x: -2.03 (m), y: 3.26 (m)
Time: 0.54 (s), x: -2.04 (m), y: 3.30 (m)
Time: 0.65 (s), x: -2.05 (m), y: 3.33 (m)
Time: 0.75 (s), x: -2.04 (m), y: 3.35 (m)
Time: 0.85 (s), x: -2.05 (m), y: 3.37 (m)
Time: 0.96 (s), x: -2.07 (m), y: 3.42 (m)
Time: 1.06 (s), x: -2.08 (m), y: 3.47 (m)
Time: 1.16 (s), x: -2.10 (m), y: 3.52 (m)
Time: 1.27 (s), x: -2.12 (m), y: 3.57 (m)
Time: 1.38 (s), x: -2.14 (m), y: 3.62 (m)
Time: 1.48 (s), x: -2.15 (m), y: 3.65 (m)
Time: 1.59 (s), x: -2.16 (m), y: 3.66 (m)
Time: 1.69 (s), x: -2.17 (m), y: 3.69 (m)
Time: 1.79 (s), x: -2.18 (m), y: 3.73 (m)
Time: 1.90 (s), x: -2.21 (m), y: 3.80 (m)
Time: 2.00 (s), x: -2.25 (m), y: 3.86 (m)
Time: 2.11 (s), x: -2.28 (m), y: 3.94 (m)
Time: 2.21 (s), x: -2.32 (m), y: 4.02 (m)
Time: 2.31 (s), x: -2.37 (m), y: 4.11 (m)
Time: 2.42 (s), x: -2.45 (m), y: 4.21 (m)
Time: 2.52 (s), x: -2.54 (m), y: 4.31 (m)
Time: 2.62 (s), x: -2.64 (m), y: 4.37 (m)
Time: 2.73 (s), x: -2.74 (m), y: 4.42 (m)
Time: 2.83 (s), x: -2.82 (m), y: 4.45 (m)
Time: 2.93 (s), x: -2.89 (m), y: 4.46 (m)
Time: 3.04 (s), x: -2.93 (m), y: 4.45 (m)
Time: 3.14 (s), x: -2.95 (m), y: 4.44 (m)
Time: 3.25 (s), x: -2.97 (m), y: 4.43 (m)
Time: 3.35 (s), x: -2.99 (m), y: 4.42 (m)
Time: 3.46 (s), x: -3.02 (m), y: 4.41 (m)
Time: 3.56 (s), x: -3.04 (m), y: 4.41 (m)
Time: 3.66 (s), x: -3.04 (m), y: 4.42 (m)
Time: 3.77 (s), x: -3.04 (m), y: 4.42 (m)
Time: 3.87 (s), x: -3.04 (m), y: 4.42 (m)
Time: 3.98 (s), x: -3.04 (m), y: 4.42 (m)
Time: 4.09 (s), x: -3.04 (m), y: 4.42 (m)
Time: 4.19 (s), x: -3.04 (m), y: 4.42 (m)
Time: 4.30 (s), x: -3.04 (m), y: 4.42 (m)
Time: 4.40 (s), x: -3.04 (m), y: 4.42 (m)
Time: 4.51 (s), x: -3.04 (m), y: 4.42 (m)
Time: 4.61 (s), x: -3.04 (m), y: 4.42 (m)
Time: 4.71 (s), x: -3.04 (m), y: 4.42 (m)
Time: 4.82 (s), x: -3.04 (m), y: 4.42 (m)
Time: 4.92 (s), x: -3.04 (m), y: 4.42 (m)
Time: 5.03 (s), x: -3.04 (m), y: 4.42 (m)
Time: 5.13 (s), x: -3.04 (m), y: 4.42 (m)
Time: 5.24 (s), x: -3.04 (m), y: 4.42 (m)
Time: 5.35 (s), x: -3.04 (m), y: 4.42 (m)
Time: 5.45 (s), x: -3.04 (m), y: 4.42 (m)
Time: 5.55 (s), x: -3.04 (m), y: 4.42 (m)
Time: 5.66 (s), x: -3.04 (m), y: 4.42 (m)
Time: 5.76 (s), x: -3.04 (m), y: 4.42 (m)
Time: 5.87 (s), x: -3.04 (m), y: 4.42 (m)
Time: 5.97 (s), x: -3.04 (m), y: 4.42 (m)
Time: 6.07 (s), x: -3.04 (m), y: 4.42 (m)
Time: 6.17 (s), x: -3.04 (m), y: 4.42 (m)
Time: 6.28 (s), x: -3.04 (m), y: 4.42 (m)
Time: 6.38 (s), x: -3.04 (m), y: 4.42 (m)
Time: 6.49 (s), x: -3.04 (m), y: 4.42 (m)
Time: 6.59 (s), x: -3.04 (m), y: 4.42 (m)
Time: 6.70 (s), x: -3.04 (m), y: 4.42 (m)
Time: 6.81 (s), x: -3.04 (m), y: 4.42 (m)
Time: 6.91 (s), x: -3.04 (m), y: 4.42 (m)
Time: 7.02 (s), x: -3.04 (m), y: 4.42 (m)
Time: 7.13 (s), x: -3.04 (m), y: 4.42 (m)
Time: 7.23 (s), x: -3.04 (m), y: 4.42 (m)
Time: 7.33 (s), x: -3.04 (m), y: 4.42 (m)
Time: 7.44 (s), x: -3.04 (m), y: 4.42 (m)
Time: 7.54 (s), x: -3.04 (m), y: 4.42 (m)
Time: 7.65 (s), x: -3.04 (m), y: 4.42 (m)
Time: 7.75 (s), x: -3.04 (m), y: 4.42 (m)
Time: 7.85 (s), x: -3.04 (m), y: 4.42 (m)
Time: 7.96 (s), x: -3.04 (m), y: 4.42 (m)
Time: 8.07 (s), x: -3.04 (m), y: 4.42 (m)
Time: 8.18 (s), x: -3.04 (m), y: 4.42 (m)
Time: 8.28 (s), x: -3.04 (m), y: 4.42 (m)
Time: 8.39 (s), x: -3.04 (m), y: 4.42 (m)
Time: 8.49 (s), x: -3.04 (m), y: 4.42 (m)
Time: 8.60 (s), x: -3.04 (m), y: 4.42 (m)
Time: 8.70 (s), x: -3.04 (m), y: 4.42 (m)
Time: 8.81 (s), x: -3.04 (m), y: 4.42 (m)
Time: 8.92 (s), x: -3.04 (m), y: 4.42 (m)
Time: 9.02 (s), x: -3.04 (m), y: 4.42 (m)
Time: 9.12 (s), x: -3.04 (m), y: 4.42 (m)
Time: 9.23 (s), x: -3.04 (m), y: 4.42 (m)
Time: 9.33 (s), x: -3.04 (m), y: 4.42 (m)
Time: 9.44 (s), x: -3.04 (m), y: 4.42 (m)
Time: 9.54 (s), x: -3.04 (m), y: 4.42 (m)
Time: 9.64 (s), x: -3.04 (m), y: 4.42 (m)
Time: 9.75 (s), x: -3.04 (m), y: 4.42 (m)
Time: 9.86 (s), x: -3.04 (m), y: 4.42 (m)
Time: 9.96 (s), x: -3.04 (m), y: 4.42 (m)
Time: 10.06 (s), x: -3.04 (m), y: 4.42 (m)
Time: 10.17 (s), x: -3.04 (m), y: 4.42 (m)
Time: 10.28 (s), x: -3.04 (m), y: 4.42 (m)
Time: 10.39 (s), x: -3.05 (m), y: 4.42 (m)
Time: 10.49 (s), x: -3.07 (m), y: 4.43 (m)
Time: 10.60 (s), x: -3.10 (m), y: 4.45 (m)
Time: 10.70 (s), x: -3.15 (m), y: 4.48 (m)
Time: 10.80 (s), x: -3.21 (m), y: 4.51 (m)
Time: 10.90 (s), x: -3.27 (m), y: 4.54 (m)
Time: 11.01 (s), x: -3.34 (m), y: 4.56 (m)
Time: 11.12 (s), x: -3.40 (m), y: 4.58 (m)
Time: 11.23 (s), x: -3.45 (m), y: 4.59 (m)
Time: 11.34 (s), x: -3.49 (m), y: 4.61 (m)
Time: 11.44 (s), x: -3.52 (m), y: 4.62 (m)
Time: 11.55 (s), x: -3.56 (m), y: 4.64 (m)
Time: 11.65 (s), x: -3.60 (m), y: 4.66 (m)
Time: 11.76 (s), x: -3.64 (m), y: 4.67 (m)
Time: 11.86 (s), x: -3.69 (m), y: 4.67 (m)
Time: 11.96 (s), x: -3.71 (m), y: 4.67 (m)
Time: 12.07 (s), x: -3.74 (m), y: 4.67 (m)
Time: 12.17 (s), x: -3.76 (m), y: 4.66 (m)
Time: 12.28 (s), x: -3.79 (m), y: 4.66 (m)
Time: 12.38 (s), x: -3.80 (m), y: 4.65 (m)
Time: 12.49 (s), x: -3.82 (m), y: 4.64 (m)
Time: 12.60 (s), x: -3.83 (m), y: 4.63 (m)
Time: 12.70 (s), x: -3.84 (m), y: 4.62 (m)
Time: 12.81 (s), x: -3.86 (m), y: 4.61 (m)
Time: 12.91 (s), x: -3.87 (m), y: 4.59 (m)
Time: 13.02 (s), x: -3.89 (m), y: 4.58 (m)
Time: 13.12 (s), x: -3.90 (m), y: 4.56 (m)
