🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w134.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_134.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.26 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.31 (m)
Time: 0.53 (s), x: -2.25 (m), y: 3.36 (m)
Time: 0.63 (s), x: -2.25 (m), y: 3.42 (m)
Time: 0.73 (s), x: -2.25 (m), y: 3.47 (m)
Time: 0.83 (s), x: -2.25 (m), y: 3.52 (m)
Time: 0.94 (s), x: -2.25 (m), y: 3.57 (m)
Time: 1.05 (s), x: -2.25 (m), y: 3.62 (m)
Time: 1.15 (s), x: -2.25 (m), y: 3.67 (m)
Time: 1.25 (s), x: -2.25 (m), y: 3.73 (m)
Time: 1.35 (s), x: -2.25 (m), y: 3.78 (m)
Time: 1.46 (s), x: -2.25 (m), y: 3.83 (m)
Time: 1.57 (s), x: -2.25 (m), y: 3.88 (m)
Time: 1.67 (s), x: -2.25 (m), y: 3.93 (m)
Time: 1.77 (s), x: -2.25 (m), y: 3.98 (m)
Time: 1.87 (s), x: -2.25 (m), y: 4.03 (m)
Time: 1.97 (s), x: -2.25 (m), y: 4.09 (m)
Time: 2.08 (s), x: -2.26 (m), y: 4.14 (m)
Time: 2.19 (s), x: -2.26 (m), y: 4.19 (m)
Time: 2.29 (s), x: -2.26 (m), y: 4.24 (m)
Time: 2.40 (s), x: -2.27 (m), y: 4.30 (m)
Time: 2.50 (s), x: -2.27 (m), y: 4.35 (m)
Time: 2.61 (s), x: -2.27 (m), y: 4.40 (m)
Time: 2.71 (s), x: -2.28 (m), y: 4.45 (m)
Time: 2.81 (s), x: -2.28 (m), y: 4.50 (m)
Time: 2.91 (s), x: -2.29 (m), y: 4.55 (m)
Time: 3.01 (s), x: -2.29 (m), y: 4.60 (m)
Time: 3.12 (s), x: -2.30 (m), y: 4.64 (m)
Time: 3.22 (s), x: -2.30 (m), y: 4.68 (m)
Time: 3.32 (s), x: -2.31 (m), y: 4.73 (m)
