🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_applr_w121.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_121.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.00 (m), y: 3.10 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.15 (m)
Time: 0.23 (s), x: -2.01 (m), y: 3.24 (m)
Time: 0.33 (s), x: -2.03 (m), y: 3.33 (m)
Time: 0.44 (s), x: -2.05 (m), y: 3.43 (m)
Time: 0.54 (s), x: -2.07 (m), y: 3.53 (m)
Time: 0.64 (s), x: -2.11 (m), y: 3.65 (m)
Time: 0.75 (s), x: -2.13 (m), y: 3.72 (m)
Time: 0.85 (s), x: -2.17 (m), y: 3.81 (m)
Time: 0.96 (s), x: -2.22 (m), y: 3.88 (m)
Time: 1.06 (s), x: -2.27 (m), y: 3.95 (m)
Time: 1.17 (s), x: -2.31 (m), y: 4.01 (m)
Time: 1.27 (s), x: -2.35 (m), y: 4.09 (m)
Time: 1.38 (s), x: -2.42 (m), y: 4.16 (m)
Time: 1.48 (s), x: -2.50 (m), y: 4.24 (m)
Time: 1.59 (s), x: -2.59 (m), y: 4.31 (m)
Time: 1.69 (s), x: -2.69 (m), y: 4.38 (m)
Time: 1.79 (s), x: -2.80 (m), y: 4.43 (m)
Time: 1.90 (s), x: -2.93 (m), y: 4.45 (m)
Time: 2.00 (s), x: -3.00 (m), y: 4.45 (m)
Time: 2.10 (s), x: -3.06 (m), y: 4.44 (m)
Time: 2.20 (s), x: -3.10 (m), y: 4.43 (m)
Time: 2.30 (s), x: -3.15 (m), y: 4.41 (m)
Time: 2.41 (s), x: -3.22 (m), y: 4.38 (m)
Time: 2.51 (s), x: -3.29 (m), y: 4.36 (m)
Time: 2.61 (s), x: -3.36 (m), y: 4.33 (m)
Time: 2.72 (s), x: -3.41 (m), y: 4.30 (m)
Time: 2.82 (s), x: -3.42 (m), y: 4.29 (m)
Time: 2.93 (s), x: -3.42 (m), y: 4.28 (m)
Time: 3.04 (s), x: -3.42 (m), y: 4.28 (m)
Time: 3.14 (s), x: -3.41 (m), y: 4.28 (m)
Time: 3.24 (s), x: -3.40 (m), y: 4.29 (m)
Time: 3.35 (s), x: -3.39 (m), y: 4.29 (m)
Time: 3.45 (s), x: -3.38 (m), y: 4.30 (m)
Time: 3.55 (s), x: -3.38 (m), y: 4.30 (m)
Time: 3.65 (s), x: -3.38 (m), y: 4.29 (m)
Time: 3.76 (s), x: -3.38 (m), y: 4.29 (m)
Time: 3.87 (s), x: -3.40 (m), y: 4.28 (m)
Time: 3.97 (s), x: -3.40 (m), y: 4.28 (m)
Time: 4.07 (s), x: -3.41 (m), y: 4.28 (m)
Time: 4.17 (s), x: -3.42 (m), y: 4.27 (m)
Time: 4.28 (s), x: -3.43 (m), y: 4.27 (m)
Time: 4.38 (s), x: -3.44 (m), y: 4.27 (m)
Time: 4.48 (s), x: -3.44 (m), y: 4.26 (m)
Time: 4.59 (s), x: -3.45 (m), y: 4.26 (m)
Time: 4.69 (s), x: -3.46 (m), y: 4.25 (m)
Time: 4.80 (s), x: -3.47 (m), y: 4.25 (m)
Time: 4.90 (s), x: -3.48 (m), y: 4.24 (m)
Time: 5.01 (s), x: -3.49 (m), y: 4.24 (m)
Time: 5.12 (s), x: -3.48 (m), y: 4.23 (m)
Time: 5.22 (s), x: -3.48 (m), y: 4.22 (m)
Time: 5.33 (s), x: -3.48 (m), y: 4.22 (m)
Time: 5.43 (s), x: -3.48 (m), y: 4.21 (m)
Time: 5.53 (s), x: -3.48 (m), y: 4.21 (m)
Time: 5.63 (s), x: -3.48 (m), y: 4.20 (m)
Time: 5.74 (s), x: -3.48 (m), y: 4.19 (m)
Time: 5.85 (s), x: -3.48 (m), y: 4.19 (m)
Time: 5.95 (s), x: -3.48 (m), y: 4.18 (m)
Time: 6.05 (s), x: -3.47 (m), y: 4.17 (m)
Time: 6.16 (s), x: -3.46 (m), y: 4.17 (m)
Time: 6.26 (s), x: -3.45 (m), y: 4.17 (m)
Time: 6.36 (s), x: -3.44 (m), y: 4.16 (m)
Time: 6.46 (s), x: -3.43 (m), y: 4.16 (m)
Time: 6.57 (s), x: -3.42 (m), y: 4.16 (m)
Time: 6.67 (s), x: -3.42 (m), y: 4.15 (m)
Time: 6.77 (s), x: -3.42 (m), y: 4.15 (m)
Time: 6.88 (s), x: -3.43 (m), y: 4.15 (m)
Time: 6.99 (s), x: -3.44 (m), y: 4.16 (m)
Time: 7.09 (s), x: -3.45 (m), y: 4.16 (m)
Time: 7.20 (s), x: -3.47 (m), y: 4.16 (m)
Time: 7.31 (s), x: -3.48 (m), y: 4.17 (m)
Time: 7.41 (s), x: -3.49 (m), y: 4.17 (m)
Time: 7.52 (s), x: -3.50 (m), y: 4.17 (m)
Time: 7.62 (s), x: -3.51 (m), y: 4.18 (m)
Time: 7.72 (s), x: -3.52 (m), y: 4.18 (m)
Time: 7.83 (s), x: -3.53 (m), y: 4.17 (m)
Time: 7.93 (s), x: -3.53 (m), y: 4.16 (m)
Time: 8.03 (s), x: -3.53 (m), y: 4.16 (m)
Time: 8.14 (s), x: -3.54 (m), y: 4.15 (m)
Time: 8.24 (s), x: -3.54 (m), y: 4.15 (m)
Time: 8.34 (s), x: -3.54 (m), y: 4.14 (m)
Time: 8.44 (s), x: -3.54 (m), y: 4.11 (m)
Time: 8.54 (s), x: -3.54 (m), y: 4.10 (m)
Time: 8.65 (s), x: -3.55 (m), y: 4.09 (m)
Time: 8.76 (s), x: -3.55 (m), y: 4.09 (m)
Time: 8.86 (s), x: -3.56 (m), y: 4.08 (m)
Time: 8.97 (s), x: -3.56 (m), y: 4.08 (m)
Time: 9.07 (s), x: -3.57 (m), y: 4.08 (m)
Time: 9.17 (s), x: -3.57 (m), y: 4.09 (m)
Time: 9.28 (s), x: -3.58 (m), y: 4.10 (m)
Time: 9.38 (s), x: -3.58 (m), y: 4.11 (m)
Time: 9.48 (s), x: -3.59 (m), y: 4.12 (m)
Time: 9.59 (s), x: -3.59 (m), y: 4.13 (m)
Time: 9.70 (s), x: -3.60 (m), y: 4.14 (m)
Time: 9.80 (s), x: -3.60 (m), y: 4.15 (m)
Time: 9.90 (s), x: -3.61 (m), y: 4.16 (m)
Time: 10.00 (s), x: -3.61 (m), y: 4.17 (m)
Time: 10.11 (s), x: -3.62 (m), y: 4.17 (m)
Time: 10.21 (s), x: -3.62 (m), y: 4.17 (m)
Time: 10.32 (s), x: -3.63 (m), y: 4.17 (m)
Time: 10.42 (s), x: -3.64 (m), y: 4.17 (m)
Time: 10.52 (s), x: -3.64 (m), y: 4.17 (m)
Time: 10.62 (s), x: -3.65 (m), y: 4.17 (m)
Time: 10.72 (s), x: -3.66 (m), y: 4.18 (m)
Time: 10.83 (s), x: -3.66 (m), y: 4.19 (m)
Time: 10.93 (s), x: -3.66 (m), y: 4.20 (m)
Time: 11.03 (s), x: -3.66 (m), y: 4.21 (m)
Time: 11.14 (s), x: -3.67 (m), y: 4.22 (m)
Time: 11.24 (s), x: -3.67 (m), y: 4.22 (m)
Time: 11.35 (s), x: -3.67 (m), y: 4.23 (m)
Time: 11.45 (s), x: -3.67 (m), y: 4.24 (m)
Time: 11.56 (s), x: -3.67 (m), y: 4.24 (m)
Time: 11.66 (s), x: -3.68 (m), y: 4.24 (m)
Time: 11.76 (s), x: -3.69 (m), y: 4.24 (m)
Time: 11.87 (s), x: -3.69 (m), y: 4.24 (m)
Time: 11.98 (s), x: -3.69 (m), y: 4.25 (m)
Time: 12.08 (s), x: -3.69 (m), y: 4.26 (m)
Time: 12.18 (s), x: -3.69 (m), y: 4.27 (m)
Time: 12.28 (s), x: -3.69 (m), y: 4.28 (m)
Time: 12.39 (s), x: -3.69 (m), y: 4.29 (m)
Time: 12.49 (s), x: -3.69 (m), y: 4.30 (m)
Time: 12.60 (s), x: -3.69 (m), y: 4.30 (m)
Time: 12.70 (s), x: -3.69 (m), y: 4.31 (m)
Time: 12.80 (s), x: -3.69 (m), y: 4.32 (m)
Time: 12.90 (s), x: -3.69 (m), y: 4.33 (m)
Time: 13.01 (s), x: -3.69 (m), y: 4.33 (m)
Time: 13.12 (s), x: -3.69 (m), y: 4.34 (m)
Time: 13.23 (s), x: -3.69 (m), y: 4.35 (m)
Time: 13.33 (s), x: -3.70 (m), y: 4.36 (m)
Time: 13.44 (s), x: -3.70 (m), y: 4.37 (m)
Time: 13.54 (s), x: -3.70 (m), y: 4.38 (m)
Time: 13.65 (s), x: -3.71 (m), y: 4.39 (m)
Time: 13.75 (s), x: -3.73 (m), y: 4.38 (m)
Time: 13.85 (s), x: -3.76 (m), y: 4.38 (m)
Time: 13.96 (s), x: -3.77 (m), y: 4.38 (m)
Time: 14.06 (s), x: -3.78 (m), y: 4.39 (m)
Time: 14.17 (s), x: -3.78 (m), y: 4.41 (m)
Time: 14.27 (s), x: -3.78 (m), y: 4.42 (m)
Time: 14.37 (s), x: -3.78 (m), y: 4.42 (m)
Time: 14.47 (s), x: -3.78 (m), y: 4.44 (m)
Time: 14.57 (s), x: -3.78 (m), y: 4.45 (m)
Time: 14.67 (s), x: -3.76 (m), y: 4.46 (m)
Time: 14.78 (s), x: -3.72 (m), y: 4.47 (m)
Time: 14.88 (s), x: -3.67 (m), y: 4.47 (m)
Time: 14.99 (s), x: -3.61 (m), y: 4.47 (m)
Time: 15.09 (s), x: -3.53 (m), y: 4.47 (m)
Time: 15.19 (s), x: -3.44 (m), y: 4.46 (m)
Time: 15.29 (s), x: -3.34 (m), y: 4.41 (m)
Time: 15.40 (s), x: -3.22 (m), y: 4.32 (m)
Time: 15.50 (s), x: -3.09 (m), y: 4.22 (m)
Time: 15.60 (s), x: -2.94 (m), y: 4.11 (m)
Time: 15.70 (s), x: -2.80 (m), y: 3.99 (m)
Time: 15.81 (s), x: -2.66 (m), y: 3.84 (m)
Time: 15.91 (s), x: -2.55 (m), y: 3.67 (m)
Time: 16.02 (s), x: -2.47 (m), y: 3.49 (m)
Time: 16.12 (s), x: -2.41 (m), y: 3.28 (m)
Time: 16.22 (s), x: -2.39 (m), y: 3.09 (m)
Time: 16.33 (s), x: -2.41 (m), y: 2.86 (m)
Time: 16.43 (s), x: -2.46 (m), y: 2.66 (m)
Time: 16.53 (s), x: -2.54 (m), y: 2.48 (m)
Time: 16.63 (s), x: -2.62 (m), y: 2.33 (m)
Time: 16.73 (s), x: -2.70 (m), y: 2.21 (m)
Time: 16.84 (s), x: -2.76 (m), y: 2.13 (m)
Time: 16.95 (s), x: -2.81 (m), y: 2.07 (m)
Time: 17.05 (s), x: -2.84 (m), y: 2.02 (m)
Time: 17.15 (s), x: -2.85 (m), y: 1.99 (m)
Time: 17.25 (s), x: -2.86 (m), y: 1.95 (m)
Time: 17.35 (s), x: -2.89 (m), y: 1.91 (m)
Time: 17.46 (s), x: -2.92 (m), y: 1.87 (m)
Time: 17.56 (s), x: -2.95 (m), y: 1.83 (m)
Time: 17.66 (s), x: -3.02 (m), y: 1.79 (m)
Time: 17.77 (s), x: -3.10 (m), y: 1.75 (m)
Time: 17.88 (s), x: -3.19 (m), y: 1.73 (m)
Time: 17.98 (s), x: -3.27 (m), y: 1.72 (m)
Time: 18.08 (s), x: -3.38 (m), y: 1.75 (m)
Time: 18.19 (s), x: -3.49 (m), y: 1.79 (m)
Time: 18.29 (s), x: -3.59 (m), y: 1.87 (m)
Time: 18.39 (s), x: -3.69 (m), y: 1.97 (m)
Time: 18.49 (s), x: -3.76 (m), y: 2.08 (m)
Time: 18.60 (s), x: -3.82 (m), y: 2.21 (m)
Time: 18.70 (s), x: -3.86 (m), y: 2.35 (m)
Time: 18.80 (s), x: -3.89 (m), y: 2.51 (m)
Time: 18.91 (s), x: -3.90 (m), y: 2.67 (m)
Time: 19.02 (s), x: -3.91 (m), y: 2.84 (m)
Time: 19.13 (s), x: -3.91 (m), y: 2.99 (m)
Time: 19.23 (s), x: -3.90 (m), y: 3.14 (m)
Time: 19.34 (s), x: -3.88 (m), y: 3.30 (m)
Time: 19.44 (s), x: -3.85 (m), y: 3.44 (m)
Time: 19.55 (s), x: -3.82 (m), y: 3.57 (m)
Time: 19.65 (s), x: -3.79 (m), y: 3.68 (m)
Time: 19.76 (s), x: -3.76 (m), y: 3.79 (m)
Time: 19.86 (s), x: -3.73 (m), y: 3.87 (m)
Time: 19.96 (s), x: -3.71 (m), y: 3.94 (m)
Time: 20.07 (s), x: -3.69 (m), y: 4.00 (m)
Time: 20.17 (s), x: -3.67 (m), y: 4.06 (m)
Time: 20.28 (s), x: -3.64 (m), y: 4.12 (m)
Time: 20.38 (s), x: -3.61 (m), y: 4.17 (m)
Time: 20.48 (s), x: -3.59 (m), y: 4.22 (m)
Time: 20.59 (s), x: -3.58 (m), y: 4.26 (m)
Time: 20.69 (s), x: -3.56 (m), y: 4.29 (m)
Time: 20.79 (s), x: -3.55 (m), y: 4.31 (m)
Time: 20.90 (s), x: -3.53 (m), y: 4.35 (m)
Time: 21.01 (s), x: -3.52 (m), y: 4.38 (m)
Time: 21.11 (s), x: -3.50 (m), y: 4.40 (m)
Time: 21.21 (s), x: -3.48 (m), y: 4.43 (m)
Time: 21.31 (s), x: -3.47 (m), y: 4.46 (m)
Time: 21.41 (s), x: -3.45 (m), y: 4.48 (m)
Time: 21.51 (s), x: -3.43 (m), y: 4.51 (m)
Time: 21.61 (s), x: -3.41 (m), y: 4.54 (m)
Time: 21.72 (s), x: -3.39 (m), y: 4.56 (m)
Time: 21.83 (s), x: -3.37 (m), y: 4.59 (m)
Time: 21.93 (s), x: -3.34 (m), y: 4.63 (m)
Time: 22.03 (s), x: -3.29 (m), y: 4.68 (m)
Time: 22.13 (s), x: -3.24 (m), y: 4.73 (m)
Time: 22.23 (s), x: -3.20 (m), y: 4.79 (m)
Time: 22.33 (s), x: -3.16 (m), y: 4.85 (m)
Time: 22.43 (s), x: -3.12 (m), y: 4.91 (m)
Time: 22.54 (s), x: -3.07 (m), y: 4.96 (m)
Time: 22.64 (s), x: -3.02 (m), y: 5.02 (m)
Time: 22.75 (s), x: -2.98 (m), y: 5.06 (m)
Time: 22.85 (s), x: -2.94 (m), y: 5.10 (m)
Time: 22.95 (s), x: -2.90 (m), y: 5.13 (m)
Time: 23.05 (s), x: -2.86 (m), y: 5.16 (m)
Time: 23.15 (s), x: -2.83 (m), y: 5.18 (m)
Time: 23.25 (s), x: -2.81 (m), y: 5.19 (m)
Time: 23.36 (s), x: -2.80 (m), y: 5.19 (m)
Time: 23.46 (s), x: -2.79 (m), y: 5.20 (m)
Time: 23.56 (s), x: -2.78 (m), y: 5.20 (m)
Time: 23.66 (s), x: -2.78 (m), y: 5.20 (m)
Time: 23.77 (s), x: -2.78 (m), y: 5.19 (m)
Time: 23.87 (s), x: -2.79 (m), y: 5.19 (m)
Time: 23.98 (s), x: -2.78 (m), y: 5.19 (m)
Time: 24.08 (s), x: -2.77 (m), y: 5.19 (m)
Time: 24.18 (s), x: -2.77 (m), y: 5.19 (m)
Time: 24.28 (s), x: -2.76 (m), y: 5.20 (m)
Time: 24.38 (s), x: -2.76 (m), y: 5.20 (m)
Time: 24.48 (s), x: -2.75 (m), y: 5.20 (m)
Time: 24.58 (s), x: -2.74 (m), y: 5.20 (m)
Time: 24.68 (s), x: -2.73 (m), y: 5.20 (m)
Time: 24.78 (s), x: -2.73 (m), y: 5.20 (m)
Time: 24.89 (s), x: -2.72 (m), y: 5.20 (m)
Time: 24.99 (s), x: -2.72 (m), y: 5.19 (m)
Time: 25.09 (s), x: -2.71 (m), y: 5.19 (m)
Time: 25.20 (s), x: -2.71 (m), y: 5.19 (m)
Time: 25.30 (s), x: -2.70 (m), y: 5.18 (m)
Time: 25.40 (s), x: -2.69 (m), y: 5.18 (m)
Time: 25.50 (s), x: -2.69 (m), y: 5.18 (m)
Time: 25.61 (s), x: -2.68 (m), y: 5.18 (m)
Time: 25.71 (s), x: -2.67 (m), y: 5.19 (m)
Time: 25.82 (s), x: -2.66 (m), y: 5.20 (m)
Time: 25.92 (s), x: -2.66 (m), y: 5.21 (m)
Time: 26.02 (s), x: -2.66 (m), y: 5.22 (m)
Time: 26.12 (s), x: -2.66 (m), y: 5.23 (m)
Time: 26.23 (s), x: -2.65 (m), y: 5.24 (m)
Time: 26.33 (s), x: -2.65 (m), y: 5.24 (m)
Time: 26.44 (s), x: -2.65 (m), y: 5.25 (m)
Time: 26.54 (s), x: -2.65 (m), y: 5.26 (m)
Time: 26.64 (s), x: -2.64 (m), y: 5.27 (m)
Time: 26.75 (s), x: -2.64 (m), y: 5.29 (m)
Time: 26.85 (s), x: -2.64 (m), y: 5.30 (m)
Time: 26.96 (s), x: -2.63 (m), y: 5.30 (m)
Time: 27.07 (s), x: -2.63 (m), y: 5.32 (m)
Time: 27.17 (s), x: -2.62 (m), y: 5.34 (m)
