🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_applr_w185.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_185.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.01 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.02 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.04 (m), y: 3.22 (m)
Time: 0.32 (s), x: -2.05 (m), y: 3.28 (m)
Time: 0.43 (s), x: -2.07 (m), y: 3.35 (m)
Time: 0.53 (s), x: -2.09 (m), y: 3.41 (m)
Time: 0.63 (s), x: -2.11 (m), y: 3.49 (m)
Time: 0.73 (s), x: -2.13 (m), y: 3.57 (m)
Time: 0.84 (s), x: -2.17 (m), y: 3.68 (m)
Time: 0.94 (s), x: -2.21 (m), y: 3.78 (m)
Time: 1.04 (s), x: -2.25 (m), y: 3.88 (m)
Time: 1.15 (s), x: -2.30 (m), y: 3.99 (m)
Time: 1.25 (s), x: -2.38 (m), y: 4.09 (m)
Time: 1.35 (s), x: -2.47 (m), y: 4.19 (m)
Time: 1.45 (s), x: -2.57 (m), y: 4.25 (m)
Time: 1.55 (s), x: -2.67 (m), y: 4.29 (m)
Time: 1.65 (s), x: -2.78 (m), y: 4.32 (m)
Time: 1.75 (s), x: -2.89 (m), y: 4.33 (m)
Time: 1.85 (s), x: -3.00 (m), y: 4.32 (m)
Time: 1.96 (s), x: -3.10 (m), y: 4.30 (m)
Time: 2.07 (s), x: -3.21 (m), y: 4.26 (m)
Time: 2.17 (s), x: -3.30 (m), y: 4.22 (m)
Time: 2.27 (s), x: -3.38 (m), y: 4.18 (m)
Time: 2.37 (s), x: -3.44 (m), y: 4.15 (m)
Time: 2.48 (s), x: -3.50 (m), y: 4.11 (m)
Time: 2.58 (s), x: -3.56 (m), y: 4.07 (m)
Time: 2.68 (s), x: -3.59 (m), y: 4.03 (m)
Time: 2.78 (s), x: -3.60 (m), y: 4.01 (m)
Time: 2.88 (s), x: -3.59 (m), y: 3.99 (m)
Time: 2.98 (s), x: -3.59 (m), y: 3.96 (m)
Time: 3.09 (s), x: -3.61 (m), y: 3.94 (m)
Time: 3.19 (s), x: -3.63 (m), y: 3.91 (m)
Time: 3.30 (s), x: -3.66 (m), y: 3.89 (m)
Time: 3.40 (s), x: -3.70 (m), y: 3.88 (m)
Time: 3.51 (s), x: -3.74 (m), y: 3.88 (m)
Time: 3.61 (s), x: -3.78 (m), y: 3.88 (m)
Time: 3.72 (s), x: -3.82 (m), y: 3.89 (m)
Time: 3.82 (s), x: -3.84 (m), y: 3.91 (m)
Time: 3.93 (s), x: -3.85 (m), y: 3.91 (m)
Time: 4.03 (s), x: -3.85 (m), y: 3.91 (m)
Time: 4.14 (s), x: -3.85 (m), y: 3.91 (m)
Time: 4.24 (s), x: -3.85 (m), y: 3.91 (m)
