🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w278.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_278.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.18 (m)
Time: 0.21 (s), x: -2.25 (m), y: 3.27 (m)
Time: 0.32 (s), x: -2.26 (m), y: 3.36 (m)
Time: 0.43 (s), x: -2.28 (m), y: 3.48 (m)
Time: 0.53 (s), x: -2.30 (m), y: 3.61 (m)
Time: 0.64 (s), x: -2.32 (m), y: 3.75 (m)
Time: 0.74 (s), x: -2.35 (m), y: 3.89 (m)
Time: 0.84 (s), x: -2.39 (m), y: 4.02 (m)
Time: 0.95 (s), x: -2.43 (m), y: 4.10 (m)
Time: 1.06 (s), x: -2.46 (m), y: 4.13 (m)
Time: 1.16 (s), x: -2.46 (m), y: 4.14 (m)
Time: 1.27 (s), x: -2.44 (m), y: 4.15 (m)
Time: 1.38 (s), x: -2.42 (m), y: 4.14 (m)
Time: 1.48 (s), x: -2.42 (m), y: 4.14 (m)
Time: 1.59 (s), x: -2.41 (m), y: 4.14 (m)
Time: 1.70 (s), x: -2.41 (m), y: 4.13 (m)
Time: 1.80 (s), x: -2.41 (m), y: 4.13 (m)
Time: 1.91 (s), x: -2.40 (m), y: 4.11 (m)
Time: 2.02 (s), x: -2.39 (m), y: 4.08 (m)
Time: 2.12 (s), x: -2.39 (m), y: 4.06 (m)
Time: 2.23 (s), x: -2.40 (m), y: 4.04 (m)
Time: 2.34 (s), x: -2.41 (m), y: 4.02 (m)
Time: 2.44 (s), x: -2.42 (m), y: 4.01 (m)
Time: 2.54 (s), x: -2.42 (m), y: 4.04 (m)
Time: 2.65 (s), x: -2.43 (m), y: 4.07 (m)
Time: 2.76 (s), x: -2.44 (m), y: 4.07 (m)
Time: 2.86 (s), x: -2.44 (m), y: 4.06 (m)
Time: 2.97 (s), x: -2.44 (m), y: 4.04 (m)
Time: 3.08 (s), x: -2.44 (m), y: 4.03 (m)
Time: 3.19 (s), x: -2.44 (m), y: 4.04 (m)
