🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w215.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_215.world <<<<<<<<<<<<<<<<<<
Time: 0.00 (s), x: -2.01 (m), y: 3.35 (m)
Time: 0.11 (s), x: -2.01 (m), y: 3.41 (m)
Time: 0.22 (s), x: -2.01 (m), y: 3.46 (m)
Time: 0.32 (s), x: -2.02 (m), y: 3.51 (m)
Time: 0.42 (s), x: -2.02 (m), y: 3.55 (m)
Time: 0.53 (s), x: -2.02 (m), y: 3.60 (m)
Time: 0.63 (s), x: -2.03 (m), y: 3.66 (m)
Time: 0.73 (s), x: -2.04 (m), y: 3.70 (m)
Time: 0.84 (s), x: -2.04 (m), y: 3.76 (m)
Time: 0.94 (s), x: -2.04 (m), y: 3.80 (m)
Time: 1.04 (s), x: -2.04 (m), y: 3.84 (m)
Time: 1.15 (s), x: -2.03 (m), y: 3.88 (m)
Time: 1.26 (s), x: -2.02 (m), y: 3.93 (m)
Time: 1.37 (s), x: -2.01 (m), y: 3.98 (m)
Time: 1.47 (s), x: -2.00 (m), y: 4.04 (m)
Time: 1.57 (s), x: -1.99 (m), y: 4.09 (m)
Time: 1.67 (s), x: -1.98 (m), y: 4.13 (m)
Time: 1.77 (s), x: -1.97 (m), y: 4.18 (m)
Time: 1.88 (s), x: -1.96 (m), y: 4.23 (m)
Time: 1.98 (s), x: -1.94 (m), y: 4.30 (m)
Time: 2.09 (s), x: -1.92 (m), y: 4.40 (m)
Time: 2.19 (s), x: -1.89 (m), y: 4.52 (m)
Time: 2.29 (s), x: -1.87 (m), y: 4.61 (m)
Time: 2.39 (s), x: -1.86 (m), y: 4.70 (m)
Time: 2.49 (s), x: -1.84 (m), y: 4.78 (m)
Time: 2.60 (s), x: -1.83 (m), y: 4.85 (m)
Time: 2.70 (s), x: -1.81 (m), y: 4.93 (m)
Time: 2.80 (s), x: -1.78 (m), y: 5.03 (m)
Time: 2.90 (s), x: -1.76 (m), y: 5.13 (m)
Time: 3.01 (s), x: -1.73 (m), y: 5.24 (m)
Time: 3.11 (s), x: -1.70 (m), y: 5.35 (m)
Time: 3.22 (s), x: -1.67 (m), y: 5.47 (m)
Time: 3.32 (s), x: -1.64 (m), y: 5.59 (m)
Time: 3.43 (s), x: -1.62 (m), y: 5.69 (m)
Time: 3.53 (s), x: -1.59 (m), y: 5.78 (m)
Time: 3.63 (s), x: -1.57 (m), y: 5.87 (m)
Time: 3.73 (s), x: -1.54 (m), y: 5.95 (m)
Time: 3.84 (s), x: -1.52 (m), y: 6.02 (m)
Time: 3.95 (s), x: -1.50 (m), y: 6.09 (m)
Time: 4.05 (s), x: -1.48 (m), y: 6.18 (m)
Time: 4.15 (s), x: -1.45 (m), y: 6.27 (m)
Time: 4.26 (s), x: -1.43 (m), y: 6.34 (m)
Time: 4.36 (s), x: -1.42 (m), y: 6.41 (m)
Time: 4.47 (s), x: -1.40 (m), y: 6.47 (m)
Time: 4.57 (s), x: -1.38 (m), y: 6.55 (m)
Time: 4.67 (s), x: -1.36 (m), y: 6.62 (m)
Time: 4.78 (s), x: -1.34 (m), y: 6.69 (m)
Time: 4.88 (s), x: -1.32 (m), y: 6.78 (m)
Time: 4.98 (s), x: -1.30 (m), y: 6.87 (m)
Time: 5.09 (s), x: -1.28 (m), y: 6.95 (m)
Time: 5.19 (s), x: -1.26 (m), y: 7.03 (m)
Time: 5.29 (s), x: -1.25 (m), y: 7.11 (m)
Time: 5.40 (s), x: -1.23 (m), y: 7.19 (m)
Time: 5.51 (s), x: -1.23 (m), y: 7.27 (m)
Time: 5.61 (s), x: -1.23 (m), y: 7.36 (m)
Time: 5.71 (s), x: -1.23 (m), y: 7.43 (m)
Time: 5.81 (s), x: -1.23 (m), y: 7.50 (m)
Time: 5.91 (s), x: -1.24 (m), y: 7.57 (m)
Time: 6.02 (s), x: -1.24 (m), y: 7.64 (m)
Time: 6.13 (s), x: -1.25 (m), y: 7.69 (m)
Time: 6.23 (s), x: -1.25 (m), y: 7.74 (m)
Time: 6.33 (s), x: -1.25 (m), y: 7.79 (m)
Time: 6.43 (s), x: -1.26 (m), y: 7.84 (m)
Time: 6.54 (s), x: -1.28 (m), y: 7.88 (m)
Time: 6.64 (s), x: -1.29 (m), y: 7.93 (m)
Time: 6.74 (s), x: -1.30 (m), y: 7.98 (m)
Time: 6.85 (s), x: -1.31 (m), y: 8.03 (m)
Time: 6.95 (s), x: -1.32 (m), y: 8.08 (m)
Time: 7.05 (s), x: -1.34 (m), y: 8.13 (m)
Time: 7.16 (s), x: -1.38 (m), y: 8.21 (m)
Time: 7.26 (s), x: -1.43 (m), y: 8.31 (m)
Time: 7.36 (s), x: -1.47 (m), y: 8.40 (m)
Time: 7.47 (s), x: -1.53 (m), y: 8.51 (m)
Time: 7.57 (s), x: -1.58 (m), y: 8.61 (m)
Time: 7.67 (s), x: -1.62 (m), y: 8.68 (m)
Time: 7.77 (s), x: -1.65 (m), y: 8.73 (m)
Time: 7.88 (s), x: -1.68 (m), y: 8.77 (m)
Time: 7.99 (s), x: -1.70 (m), y: 8.81 (m)
Time: 8.09 (s), x: -1.70 (m), y: 8.81 (m)
Time: 8.20 (s), x: -1.69 (m), y: 8.79 (m)
Time: 8.30 (s), x: -1.66 (m), y: 8.76 (m)
Time: 8.41 (s), x: -1.63 (m), y: 8.73 (m)
Time: 8.51 (s), x: -1.61 (m), y: 8.71 (m)
Time: 8.61 (s), x: -1.60 (m), y: 8.70 (m)
Time: 8.71 (s), x: -1.62 (m), y: 8.71 (m)
Time: 8.82 (s), x: -1.66 (m), y: 8.72 (m)
Time: 8.92 (s), x: -1.72 (m), y: 8.76 (m)
Time: 9.02 (s), x: -1.80 (m), y: 8.81 (m)
Time: 9.12 (s), x: -1.88 (m), y: 8.86 (m)
Time: 9.23 (s), x: -1.97 (m), y: 8.91 (m)
Time: 9.33 (s), x: -2.04 (m), y: 8.95 (m)
Time: 9.43 (s), x: -2.10 (m), y: 8.98 (m)
Time: 9.53 (s), x: -2.15 (m), y: 9.01 (m)
Time: 9.64 (s), x: -2.18 (m), y: 9.04 (m)
Time: 9.74 (s), x: -2.21 (m), y: 9.08 (m)
Time: 9.85 (s), x: -2.24 (m), y: 9.11 (m)
Time: 9.95 (s), x: -2.26 (m), y: 9.16 (m)
Time: 10.05 (s), x: -2.29 (m), y: 9.23 (m)
Time: 10.16 (s), x: -2.32 (m), y: 9.32 (m)
Time: 10.26 (s), x: -2.34 (m), y: 9.40 (m)
Time: 10.37 (s), x: -2.35 (m), y: 9.50 (m)
Time: 10.47 (s), x: -2.36 (m), y: 9.59 (m)
Time: 10.57 (s), x: -2.37 (m), y: 9.69 (m)
Time: 10.67 (s), x: -2.37 (m), y: 9.79 (m)
Time: 10.78 (s), x: -2.38 (m), y: 9.90 (m)
Time: 10.88 (s), x: -2.39 (m), y: 10.02 (m)
Time: 10.99 (s), x: -2.39 (m), y: 10.13 (m)
Time: 11.09 (s), x: -2.37 (m), y: 10.24 (m)
Time: 11.20 (s), x: -2.34 (m), y: 10.37 (m)
Time: 11.30 (s), x: -2.31 (m), y: 10.50 (m)
Time: 11.41 (s), x: -2.27 (m), y: 10.62 (m)
Time: 11.51 (s), x: -2.23 (m), y: 10.76 (m)
Time: 11.62 (s), x: -2.19 (m), y: 10.89 (m)
Time: 11.72 (s), x: -2.15 (m), y: 11.01 (m)
Time: 11.83 (s), x: -2.10 (m), y: 11.14 (m)
Time: 11.94 (s), x: -2.06 (m), y: 11.27 (m)
Time: 12.04 (s), x: -2.00 (m), y: 11.41 (m)
Time: 12.15 (s), x: -1.94 (m), y: 11.53 (m)
Time: 12.26 (s), x: -1.86 (m), y: 11.67 (m)
Time: 12.36 (s), x: -1.78 (m), y: 11.81 (m)
Time: 12.47 (s), x: -1.68 (m), y: 11.94 (m)
Time: 12.57 (s), x: -1.58 (m), y: 12.07 (m)
Time: 12.68 (s), x: -1.47 (m), y: 12.18 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 12.6760 (s)
Navigation metric: 0.2500
