🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w177.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_177.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.14 (m)
Time: 0.22 (s), x: -2.01 (m), y: 3.18 (m)
Time: 0.32 (s), x: -2.02 (m), y: 3.23 (m)
Time: 0.43 (s), x: -2.05 (m), y: 3.28 (m)
Time: 0.53 (s), x: -2.08 (m), y: 3.32 (m)
Time: 0.64 (s), x: -2.13 (m), y: 3.35 (m)
Time: 0.74 (s), x: -2.18 (m), y: 3.38 (m)
Time: 0.84 (s), x: -2.23 (m), y: 3.40 (m)
Time: 0.95 (s), x: -2.29 (m), y: 3.40 (m)
Time: 1.05 (s), x: -2.35 (m), y: 3.39 (m)
Time: 1.15 (s), x: -2.40 (m), y: 3.38 (m)
Time: 1.26 (s), x: -2.45 (m), y: 3.36 (m)
Time: 1.36 (s), x: -2.48 (m), y: 3.35 (m)
Time: 1.46 (s), x: -2.51 (m), y: 3.34 (m)
Time: 1.56 (s), x: -2.53 (m), y: 3.33 (m)
Time: 1.67 (s), x: -2.55 (m), y: 3.32 (m)
Time: 1.77 (s), x: -2.58 (m), y: 3.29 (m)
Time: 1.88 (s), x: -2.62 (m), y: 3.25 (m)
Time: 1.99 (s), x: -2.66 (m), y: 3.21 (m)
Time: 2.09 (s), x: -2.70 (m), y: 3.18 (m)
Time: 2.20 (s), x: -2.73 (m), y: 3.14 (m)
Time: 2.30 (s), x: -2.77 (m), y: 3.10 (m)
Time: 2.40 (s), x: -2.79 (m), y: 3.07 (m)
Time: 2.51 (s), x: -2.81 (m), y: 3.03 (m)
Time: 2.62 (s), x: -2.84 (m), y: 2.99 (m)
Time: 2.72 (s), x: -2.87 (m), y: 2.95 (m)
Time: 2.82 (s), x: -2.91 (m), y: 2.92 (m)
Time: 2.92 (s), x: -2.97 (m), y: 2.89 (m)
Time: 3.03 (s), x: -3.02 (m), y: 2.88 (m)
Time: 3.13 (s), x: -3.08 (m), y: 2.87 (m)
Time: 3.24 (s), x: -3.13 (m), y: 2.88 (m)
Time: 3.34 (s), x: -3.18 (m), y: 2.89 (m)
Time: 3.45 (s), x: -3.23 (m), y: 2.92 (m)
Time: 3.55 (s), x: -3.28 (m), y: 2.95 (m)
Time: 3.66 (s), x: -3.32 (m), y: 2.99 (m)
Time: 3.76 (s), x: -3.36 (m), y: 3.03 (m)
Time: 3.86 (s), x: -3.40 (m), y: 3.06 (m)
Time: 3.97 (s), x: -3.42 (m), y: 3.08 (m)
Time: 4.08 (s), x: -3.44 (m), y: 3.11 (m)
Time: 4.18 (s), x: -3.47 (m), y: 3.15 (m)
Time: 4.29 (s), x: -3.48 (m), y: 3.18 (m)
Time: 4.39 (s), x: -3.51 (m), y: 3.20 (m)
Time: 4.49 (s), x: -3.55 (m), y: 3.23 (m)
Time: 4.60 (s), x: -3.58 (m), y: 3.24 (m)
Time: 4.70 (s), x: -3.61 (m), y: 3.23 (m)
Time: 4.80 (s), x: -3.64 (m), y: 3.22 (m)
Time: 4.91 (s), x: -3.66 (m), y: 3.22 (m)
Time: 5.01 (s), x: -3.68 (m), y: 3.22 (m)
Time: 5.11 (s), x: -3.69 (m), y: 3.23 (m)
Time: 5.22 (s), x: -3.69 (m), y: 3.27 (m)
Time: 5.32 (s), x: -3.68 (m), y: 3.33 (m)
Time: 5.42 (s), x: -3.67 (m), y: 3.41 (m)
Time: 5.53 (s), x: -3.65 (m), y: 3.55 (m)
Time: 5.63 (s), x: -3.63 (m), y: 3.68 (m)
Time: 5.73 (s), x: -3.62 (m), y: 3.82 (m)
Time: 5.84 (s), x: -3.61 (m), y: 3.96 (m)
Time: 5.94 (s), x: -3.60 (m), y: 4.12 (m)
Time: 6.04 (s), x: -3.60 (m), y: 4.27 (m)
Time: 6.15 (s), x: -3.61 (m), y: 4.39 (m)
Time: 6.25 (s), x: -3.62 (m), y: 4.50 (m)
Time: 6.36 (s), x: -3.63 (m), y: 4.60 (m)
Time: 6.46 (s), x: -3.63 (m), y: 4.69 (m)
Time: 6.56 (s), x: -3.64 (m), y: 4.77 (m)
Time: 6.66 (s), x: -3.65 (m), y: 4.86 (m)
Time: 6.77 (s), x: -3.66 (m), y: 4.96 (m)
Time: 6.87 (s), x: -3.67 (m), y: 5.05 (m)
Time: 6.98 (s), x: -3.67 (m), y: 5.12 (m)
Time: 7.08 (s), x: -3.68 (m), y: 5.19 (m)
Time: 7.18 (s), x: -3.68 (m), y: 5.26 (m)
Time: 7.28 (s), x: -3.69 (m), y: 5.33 (m)
Time: 7.38 (s), x: -3.69 (m), y: 5.39 (m)
Time: 7.49 (s), x: -3.70 (m), y: 5.45 (m)
Time: 7.59 (s), x: -3.70 (m), y: 5.51 (m)
Time: 7.70 (s), x: -3.71 (m), y: 5.56 (m)
Time: 7.80 (s), x: -3.71 (m), y: 5.61 (m)
Time: 7.90 (s), x: -3.71 (m), y: 5.67 (m)
Time: 8.01 (s), x: -3.71 (m), y: 5.73 (m)
Time: 8.11 (s), x: -3.71 (m), y: 5.79 (m)
Time: 8.22 (s), x: -3.72 (m), y: 5.85 (m)
Time: 8.32 (s), x: -3.72 (m), y: 5.91 (m)
Time: 8.42 (s), x: -3.72 (m), y: 5.97 (m)
Time: 8.52 (s), x: -3.72 (m), y: 6.06 (m)
Time: 8.62 (s), x: -3.72 (m), y: 6.15 (m)
Time: 8.73 (s), x: -3.72 (m), y: 6.25 (m)
Time: 8.83 (s), x: -3.72 (m), y: 6.34 (m)
Time: 8.94 (s), x: -3.73 (m), y: 6.42 (m)
Time: 9.04 (s), x: -3.73 (m), y: 6.49 (m)
Time: 9.14 (s), x: -3.73 (m), y: 6.56 (m)
Time: 9.25 (s), x: -3.73 (m), y: 6.64 (m)
Time: 9.35 (s), x: -3.73 (m), y: 6.72 (m)
Time: 9.45 (s), x: -3.73 (m), y: 6.80 (m)
Time: 9.56 (s), x: -3.72 (m), y: 6.90 (m)
Time: 9.66 (s), x: -3.72 (m), y: 7.01 (m)
Time: 9.77 (s), x: -3.72 (m), y: 7.13 (m)
Time: 9.87 (s), x: -3.71 (m), y: 7.27 (m)
Time: 9.98 (s), x: -3.71 (m), y: 7.39 (m)
Time: 10.08 (s), x: -3.72 (m), y: 7.49 (m)
Time: 10.18 (s), x: -3.72 (m), y: 7.58 (m)
Time: 10.29 (s), x: -3.70 (m), y: 7.61 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation collided with time 10.2870 (s)
Navigation metric: 0.0000
