🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_e2e_w34.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_34.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.08 (m), y: 3.09 (m)
Time: 0.13 (s), x: -2.16 (m), y: 3.19 (m)
Time: 0.23 (s), x: -2.28 (m), y: 3.34 (m)
Time: 0.34 (s), x: -2.40 (m), y: 3.49 (m)
Time: 0.45 (s), x: -2.54 (m), y: 3.64 (m)
Time: 0.56 (s), x: -2.67 (m), y: 3.81 (m)
Time: 0.67 (s), x: -2.78 (m), y: 3.99 (m)
Time: 0.77 (s), x: -2.85 (m), y: 4.19 (m)
Time: 0.88 (s), x: -2.88 (m), y: 4.41 (m)
Time: 0.98 (s), x: -2.87 (m), y: 4.60 (m)
Time: 1.08 (s), x: -2.83 (m), y: 4.78 (m)
Time: 1.19 (s), x: -2.78 (m), y: 4.93 (m)
Time: 1.29 (s), x: -2.73 (m), y: 5.07 (m)
Time: 1.40 (s), x: -2.72 (m), y: 5.22 (m)
Time: 1.50 (s), x: -2.75 (m), y: 5.36 (m)
Time: 1.61 (s), x: -2.80 (m), y: 5.47 (m)
Time: 1.71 (s), x: -2.84 (m), y: 5.53 (m)
Time: 1.83 (s), x: -2.87 (m), y: 5.55 (m)
Time: 1.93 (s), x: -2.85 (m), y: 5.54 (m)
Time: 2.03 (s), x: -2.82 (m), y: 5.51 (m)
Time: 2.13 (s), x: -2.78 (m), y: 5.48 (m)
Time: 2.24 (s), x: -2.74 (m), y: 5.44 (m)
Time: 2.34 (s), x: -2.71 (m), y: 5.39 (m)
Time: 2.45 (s), x: -2.68 (m), y: 5.34 (m)
Time: 2.56 (s), x: -2.66 (m), y: 5.33 (m)
Time: 2.67 (s), x: -2.65 (m), y: 5.35 (m)
Time: 2.77 (s), x: -2.65 (m), y: 5.42 (m)
Time: 2.88 (s), x: -2.65 (m), y: 5.52 (m)
Time: 2.98 (s), x: -2.65 (m), y: 5.65 (m)
Time: 3.09 (s), x: -2.65 (m), y: 5.81 (m)
Time: 3.19 (s), x: -2.65 (m), y: 5.96 (m)
Time: 3.29 (s), x: -2.66 (m), y: 6.13 (m)
Time: 3.40 (s), x: -2.70 (m), y: 6.29 (m)
Time: 3.50 (s), x: -2.77 (m), y: 6.45 (m)
Time: 3.60 (s), x: -2.88 (m), y: 6.59 (m)
Time: 3.71 (s), x: -2.96 (m), y: 6.70 (m)
Time: 3.82 (s), x: -3.01 (m), y: 6.77 (m)
Time: 3.93 (s), x: -3.02 (m), y: 6.79 (m)
Time: 4.04 (s), x: -3.02 (m), y: 6.78 (m)
Time: 4.14 (s), x: -3.01 (m), y: 6.76 (m)
Time: 4.24 (s), x: -3.00 (m), y: 6.74 (m)
Time: 4.34 (s), x: -3.00 (m), y: 6.70 (m)
Time: 4.45 (s), x: -3.00 (m), y: 6.65 (m)
Time: 4.56 (s), x: -3.00 (m), y: 6.60 (m)
Time: 4.66 (s), x: -3.00 (m), y: 6.53 (m)
Time: 4.77 (s), x: -3.01 (m), y: 6.47 (m)
Time: 4.88 (s), x: -2.98 (m), y: 6.45 (m)
