🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_e2e_w31.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_31.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.11 (s), x: -2.00 (m), y: 3.22 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.37 (m)
Time: 0.33 (s), x: -2.00 (m), y: 3.48 (m)
Time: 0.44 (s), x: -2.01 (m), y: 3.62 (m)
Time: 0.54 (s), x: -2.03 (m), y: 3.77 (m)
Time: 0.64 (s), x: -2.08 (m), y: 3.93 (m)
Time: 0.75 (s), x: -2.17 (m), y: 4.09 (m)
Time: 0.86 (s), x: -2.31 (m), y: 4.24 (m)
Time: 0.96 (s), x: -2.46 (m), y: 4.37 (m)
Time: 1.07 (s), x: -2.58 (m), y: 4.44 (m)
Time: 1.17 (s), x: -2.63 (m), y: 4.47 (m)
Time: 1.27 (s), x: -2.63 (m), y: 4.48 (m)
Time: 1.37 (s), x: -2.59 (m), y: 4.50 (m)
Time: 1.48 (s), x: -2.51 (m), y: 4.54 (m)
Time: 1.59 (s), x: -2.42 (m), y: 4.60 (m)
Time: 1.69 (s), x: -2.34 (m), y: 4.65 (m)
Time: 1.80 (s), x: -2.25 (m), y: 4.72 (m)
Time: 1.90 (s), x: -2.18 (m), y: 4.78 (m)
Time: 2.01 (s), x: -2.12 (m), y: 4.85 (m)
Time: 2.12 (s), x: -2.07 (m), y: 4.92 (m)
Time: 2.22 (s), x: -2.03 (m), y: 4.97 (m)
Time: 2.33 (s), x: -2.02 (m), y: 4.99 (m)
Time: 2.43 (s), x: -2.02 (m), y: 4.99 (m)
Time: 2.54 (s), x: -2.05 (m), y: 4.95 (m)
Time: 2.64 (s), x: -2.08 (m), y: 4.89 (m)
Time: 2.75 (s), x: -2.12 (m), y: 4.84 (m)
Time: 2.86 (s), x: -2.14 (m), y: 4.82 (m)
Time: 2.96 (s), x: -2.13 (m), y: 4.84 (m)
Time: 3.07 (s), x: -2.10 (m), y: 4.89 (m)
Time: 3.17 (s), x: -2.06 (m), y: 4.94 (m)
Time: 3.28 (s), x: -2.03 (m), y: 4.98 (m)
Time: 3.39 (s), x: -2.03 (m), y: 5.00 (m)
Time: 3.49 (s), x: -2.02 (m), y: 5.00 (m)
Time: 3.60 (s), x: -2.01 (m), y: 5.02 (m)
Time: 3.71 (s), x: -2.00 (m), y: 5.04 (m)
Time: 3.82 (s), x: -1.97 (m), y: 5.07 (m)
Time: 3.92 (s), x: -1.93 (m), y: 5.12 (m)
Time: 4.02 (s), x: -1.90 (m), y: 5.17 (m)
Time: 4.12 (s), x: -1.86 (m), y: 5.23 (m)
Time: 4.22 (s), x: -1.85 (m), y: 5.26 (m)
Time: 4.33 (s), x: -1.83 (m), y: 5.29 (m)
Time: 4.44 (s), x: -1.83 (m), y: 5.28 (m)
Time: 4.54 (s), x: -1.84 (m), y: 5.27 (m)
Time: 4.65 (s), x: -1.84 (m), y: 5.25 (m)
Time: 4.75 (s), x: -1.84 (m), y: 5.23 (m)
Time: 4.86 (s), x: -1.83 (m), y: 5.22 (m)
Time: 4.96 (s), x: -1.80 (m), y: 5.23 (m)
Time: 5.06 (s), x: -1.77 (m), y: 5.26 (m)
Time: 5.17 (s), x: -1.71 (m), y: 5.31 (m)
Time: 5.28 (s), x: -1.65 (m), y: 5.37 (m)
Time: 5.39 (s), x: -1.58 (m), y: 5.43 (m)
Time: 5.50 (s), x: -1.52 (m), y: 5.48 (m)
Time: 5.61 (s), x: -1.47 (m), y: 5.53 (m)
Time: 5.71 (s), x: -1.44 (m), y: 5.55 (m)
Time: 5.82 (s), x: -1.44 (m), y: 5.55 (m)
Time: 5.92 (s), x: -1.46 (m), y: 5.54 (m)
Time: 6.03 (s), x: -1.52 (m), y: 5.50 (m)
Time: 6.13 (s), x: -1.59 (m), y: 5.45 (m)
Time: 6.24 (s), x: -1.65 (m), y: 5.40 (m)
Time: 6.34 (s), x: -1.68 (m), y: 5.37 (m)
Time: 6.44 (s), x: -1.68 (m), y: 5.36 (m)
