🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w280.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_280.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.36 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.52 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.68 (m)
Time: 0.53 (s), x: -2.24 (m), y: 3.83 (m)
Time: 0.64 (s), x: -2.24 (m), y: 3.98 (m)
Time: 0.74 (s), x: -2.23 (m), y: 4.13 (m)
Time: 0.84 (s), x: -2.24 (m), y: 4.28 (m)
Time: 0.94 (s), x: -2.25 (m), y: 4.44 (m)
Time: 1.05 (s), x: -2.26 (m), y: 4.60 (m)
Time: 1.15 (s), x: -2.26 (m), y: 4.75 (m)
Time: 1.26 (s), x: -2.27 (m), y: 4.91 (m)
Time: 1.36 (s), x: -2.26 (m), y: 5.06 (m)
Time: 1.46 (s), x: -2.25 (m), y: 5.17 (m)
Time: 1.56 (s), x: -2.22 (m), y: 5.26 (m)
Time: 1.67 (s), x: -2.20 (m), y: 5.30 (m)
Time: 1.77 (s), x: -2.19 (m), y: 5.34 (m)
Time: 1.87 (s), x: -2.17 (m), y: 5.36 (m)
Time: 1.97 (s), x: -2.17 (m), y: 5.38 (m)
Time: 2.08 (s), x: -2.19 (m), y: 5.38 (m)
Time: 2.18 (s), x: -2.20 (m), y: 5.39 (m)
Time: 2.29 (s), x: -2.19 (m), y: 5.39 (m)
Time: 2.39 (s), x: -2.17 (m), y: 5.39 (m)
Time: 2.49 (s), x: -2.15 (m), y: 5.40 (m)
Time: 2.60 (s), x: -2.12 (m), y: 5.41 (m)
Time: 2.70 (s), x: -2.10 (m), y: 5.42 (m)
Time: 2.80 (s), x: -2.08 (m), y: 5.42 (m)
Time: 2.91 (s), x: -2.08 (m), y: 5.41 (m)
Time: 3.01 (s), x: -2.08 (m), y: 5.39 (m)
Time: 3.11 (s), x: -2.08 (m), y: 5.37 (m)
Time: 3.21 (s), x: -2.08 (m), y: 5.34 (m)
Time: 3.32 (s), x: -2.08 (m), y: 5.31 (m)
Time: 3.42 (s), x: -2.08 (m), y: 5.28 (m)
Time: 3.53 (s), x: -2.09 (m), y: 5.25 (m)
Time: 3.63 (s), x: -2.10 (m), y: 5.22 (m)
Time: 3.74 (s), x: -2.12 (m), y: 5.18 (m)
Time: 3.84 (s), x: -2.13 (m), y: 5.16 (m)
Time: 3.95 (s), x: -2.14 (m), y: 5.14 (m)
Time: 4.05 (s), x: -2.15 (m), y: 5.13 (m)
Time: 4.15 (s), x: -2.14 (m), y: 5.13 (m)
Time: 4.26 (s), x: -2.13 (m), y: 5.16 (m)
Time: 4.37 (s), x: -2.11 (m), y: 5.21 (m)
Time: 4.47 (s), x: -2.08 (m), y: 5.26 (m)
Time: 4.57 (s), x: -2.05 (m), y: 5.31 (m)
Time: 4.67 (s), x: -2.03 (m), y: 5.36 (m)
Time: 4.78 (s), x: -2.03 (m), y: 5.39 (m)
Time: 4.88 (s), x: -2.03 (m), y: 5.39 (m)
Time: 4.98 (s), x: -2.03 (m), y: 5.38 (m)
Time: 5.09 (s), x: -2.03 (m), y: 5.38 (m)
Time: 5.19 (s), x: -2.03 (m), y: 5.40 (m)
Time: 5.29 (s), x: -2.02 (m), y: 5.44 (m)
Time: 5.39 (s), x: -2.00 (m), y: 5.48 (m)
Time: 5.50 (s), x: -1.99 (m), y: 5.52 (m)
Time: 5.60 (s), x: -1.97 (m), y: 5.57 (m)
Time: 5.70 (s), x: -1.95 (m), y: 5.64 (m)
Time: 5.81 (s), x: -1.94 (m), y: 5.68 (m)
Time: 5.91 (s), x: -1.93 (m), y: 5.71 (m)
Time: 6.01 (s), x: -1.91 (m), y: 5.78 (m)
Time: 6.11 (s), x: -1.90 (m), y: 5.85 (m)
Time: 6.22 (s), x: -1.89 (m), y: 5.90 (m)
Time: 6.32 (s), x: -1.88 (m), y: 5.94 (m)
Time: 6.43 (s), x: -1.87 (m), y: 5.99 (m)
Time: 6.53 (s), x: -1.85 (m), y: 6.04 (m)
Time: 6.63 (s), x: -1.83 (m), y: 6.09 (m)
Time: 6.73 (s), x: -1.77 (m), y: 6.15 (m)
Time: 6.84 (s), x: -1.69 (m), y: 6.21 (m)
Time: 6.94 (s), x: -1.59 (m), y: 6.28 (m)
Time: 7.04 (s), x: -1.48 (m), y: 6.36 (m)
Time: 7.15 (s), x: -1.35 (m), y: 6.44 (m)
Time: 7.25 (s), x: -1.24 (m), y: 6.51 (m)
Time: 7.35 (s), x: -1.14 (m), y: 6.57 (m)
Time: 7.46 (s), x: -1.06 (m), y: 6.63 (m)
Time: 7.57 (s), x: -1.00 (m), y: 6.69 (m)
Time: 7.67 (s), x: -0.95 (m), y: 6.73 (m)
Time: 7.77 (s), x: -0.93 (m), y: 6.75 (m)
Time: 7.88 (s), x: -0.93 (m), y: 6.75 (m)
Time: 7.98 (s), x: -0.93 (m), y: 6.73 (m)
Time: 8.09 (s), x: -0.93 (m), y: 6.71 (m)
Time: 8.20 (s), x: -0.93 (m), y: 6.69 (m)
Time: 8.30 (s), x: -0.93 (m), y: 6.66 (m)
Time: 8.41 (s), x: -0.93 (m), y: 6.64 (m)
Time: 8.51 (s), x: -0.93 (m), y: 6.62 (m)
Time: 8.61 (s), x: -0.92 (m), y: 6.58 (m)
