🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w249.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_249.world <<<<<<<<<<<<<<<<<<
Time: 0.00 (s), x: -1.97 (m), y: 3.34 (m)
Time: 0.11 (s), x: -1.96 (m), y: 3.39 (m)
Time: 0.21 (s), x: -1.95 (m), y: 3.44 (m)
Time: 0.31 (s), x: -1.94 (m), y: 3.49 (m)
Time: 0.42 (s), x: -1.93 (m), y: 3.54 (m)
Time: 0.52 (s), x: -1.91 (m), y: 3.60 (m)
Time: 0.62 (s), x: -1.89 (m), y: 3.68 (m)
Time: 0.72 (s), x: -1.89 (m), y: 3.70 (m)
Time: 0.83 (s), x: -1.87 (m), y: 3.75 (m)
Time: 0.94 (s), x: -1.87 (m), y: 3.77 (m)
Time: 1.04 (s), x: -1.87 (m), y: 3.77 (m)
Time: 1.15 (s), x: -1.85 (m), y: 3.80 (m)
Time: 1.26 (s), x: -1.83 (m), y: 3.84 (m)
Time: 1.37 (s), x: -1.81 (m), y: 3.88 (m)
Time: 1.48 (s), x: -1.79 (m), y: 3.92 (m)
Time: 1.58 (s), x: -1.78 (m), y: 3.96 (m)
Time: 1.69 (s), x: -1.77 (m), y: 4.01 (m)
Time: 1.79 (s), x: -1.77 (m), y: 4.06 (m)
Time: 1.90 (s), x: -1.76 (m), y: 4.10 (m)
Time: 2.00 (s), x: -1.76 (m), y: 4.14 (m)
Time: 2.10 (s), x: -1.75 (m), y: 4.22 (m)
Time: 2.21 (s), x: -1.74 (m), y: 4.34 (m)
Time: 2.31 (s), x: -1.73 (m), y: 4.47 (m)
Time: 2.41 (s), x: -1.72 (m), y: 4.60 (m)
Time: 2.52 (s), x: -1.72 (m), y: 4.72 (m)
Time: 2.62 (s), x: -1.72 (m), y: 4.80 (m)
Time: 2.73 (s), x: -1.72 (m), y: 4.86 (m)
Time: 2.84 (s), x: -1.73 (m), y: 4.88 (m)
Time: 2.94 (s), x: -1.74 (m), y: 4.87 (m)
Time: 3.04 (s), x: -1.74 (m), y: 4.85 (m)
Time: 3.15 (s), x: -1.75 (m), y: 4.83 (m)
Time: 3.25 (s), x: -1.75 (m), y: 4.81 (m)
Time: 3.36 (s), x: -1.76 (m), y: 4.79 (m)
Time: 3.46 (s), x: -1.77 (m), y: 4.76 (m)
Time: 3.56 (s), x: -1.77 (m), y: 4.72 (m)
Time: 3.66 (s), x: -1.77 (m), y: 4.69 (m)
Time: 3.77 (s), x: -1.77 (m), y: 4.66 (m)
Time: 3.87 (s), x: -1.76 (m), y: 4.65 (m)
Time: 3.98 (s), x: -1.76 (m), y: 4.64 (m)
Time: 4.08 (s), x: -1.77 (m), y: 4.64 (m)
Time: 4.18 (s), x: -1.77 (m), y: 4.64 (m)
Time: 4.28 (s), x: -1.78 (m), y: 4.65 (m)
Time: 4.38 (s), x: -1.81 (m), y: 4.69 (m)
Time: 4.48 (s), x: -1.86 (m), y: 4.76 (m)
Time: 4.59 (s), x: -1.92 (m), y: 4.83 (m)
Time: 4.70 (s), x: -1.97 (m), y: 4.89 (m)
Time: 4.80 (s), x: -2.01 (m), y: 4.95 (m)
Time: 4.90 (s), x: -2.06 (m), y: 5.01 (m)
Time: 5.00 (s), x: -2.10 (m), y: 5.08 (m)
Time: 5.10 (s), x: -2.14 (m), y: 5.14 (m)
Time: 5.21 (s), x: -2.17 (m), y: 5.19 (m)
Time: 5.32 (s), x: -2.20 (m), y: 5.23 (m)
Time: 5.42 (s), x: -2.22 (m), y: 5.27 (m)
Time: 5.53 (s), x: -2.24 (m), y: 5.31 (m)
Time: 5.63 (s), x: -2.25 (m), y: 5.34 (m)
Time: 5.74 (s), x: -2.25 (m), y: 5.38 (m)
Time: 5.85 (s), x: -2.25 (m), y: 5.43 (m)
Time: 5.96 (s), x: -2.25 (m), y: 5.48 (m)
Time: 6.06 (s), x: -2.24 (m), y: 5.52 (m)
Time: 6.17 (s), x: -2.25 (m), y: 5.55 (m)
Time: 6.27 (s), x: -2.27 (m), y: 5.54 (m)
Time: 6.38 (s), x: -2.28 (m), y: 5.52 (m)
Time: 6.49 (s), x: -2.29 (m), y: 5.50 (m)
Time: 6.60 (s), x: -2.30 (m), y: 5.48 (m)
Time: 6.71 (s), x: -2.30 (m), y: 5.47 (m)
Time: 6.81 (s), x: -2.33 (m), y: 5.44 (m)
Time: 6.92 (s), x: -2.35 (m), y: 5.41 (m)
Time: 7.03 (s), x: -2.35 (m), y: 5.41 (m)
Time: 7.14 (s), x: -2.34 (m), y: 5.41 (m)
Time: 7.24 (s), x: -2.33 (m), y: 5.41 (m)
Time: 7.35 (s), x: -2.33 (m), y: 5.41 (m)
Time: 7.46 (s), x: -2.31 (m), y: 5.42 (m)
Time: 7.56 (s), x: -2.27 (m), y: 5.43 (m)
Time: 7.66 (s), x: -2.19 (m), y: 5.45 (m)
Time: 7.77 (s), x: -2.10 (m), y: 5.47 (m)
Time: 7.88 (s), x: -2.01 (m), y: 5.50 (m)
Time: 7.98 (s), x: -1.92 (m), y: 5.53 (m)
Time: 8.09 (s), x: -1.84 (m), y: 5.55 (m)
Time: 8.20 (s), x: -1.76 (m), y: 5.59 (m)
Time: 8.31 (s), x: -1.70 (m), y: 5.63 (m)
Time: 8.41 (s), x: -1.64 (m), y: 5.68 (m)
Time: 8.52 (s), x: -1.60 (m), y: 5.74 (m)
Time: 8.62 (s), x: -1.56 (m), y: 5.79 (m)
Time: 8.73 (s), x: -1.53 (m), y: 5.84 (m)
Time: 8.83 (s), x: -1.51 (m), y: 5.89 (m)
Time: 8.93 (s), x: -1.50 (m), y: 5.94 (m)
Time: 9.04 (s), x: -1.49 (m), y: 6.00 (m)
Time: 9.14 (s), x: -1.48 (m), y: 6.04 (m)
Time: 9.24 (s), x: -1.49 (m), y: 6.08 (m)
Time: 9.34 (s), x: -1.49 (m), y: 6.12 (m)
Time: 9.45 (s), x: -1.50 (m), y: 6.17 (m)
Time: 9.56 (s), x: -1.51 (m), y: 6.22 (m)
Time: 9.66 (s), x: -1.52 (m), y: 6.27 (m)
Time: 9.77 (s), x: -1.52 (m), y: 6.30 (m)
Time: 9.88 (s), x: -1.52 (m), y: 6.33 (m)
Time: 9.98 (s), x: -1.52 (m), y: 6.35 (m)
Time: 10.08 (s), x: -1.53 (m), y: 6.37 (m)
Time: 10.18 (s), x: -1.54 (m), y: 6.40 (m)
Time: 10.29 (s), x: -1.56 (m), y: 6.45 (m)
Time: 10.40 (s), x: -1.59 (m), y: 6.52 (m)
Time: 10.50 (s), x: -1.62 (m), y: 6.60 (m)
Time: 10.61 (s), x: -1.65 (m), y: 6.68 (m)
Time: 10.71 (s), x: -1.68 (m), y: 6.76 (m)
Time: 10.82 (s), x: -1.71 (m), y: 6.84 (m)
Time: 10.92 (s), x: -1.76 (m), y: 6.93 (m)
Time: 11.03 (s), x: -1.80 (m), y: 7.01 (m)
Time: 11.13 (s), x: -1.82 (m), y: 7.06 (m)
Time: 11.24 (s), x: -1.85 (m), y: 7.10 (m)
Time: 11.35 (s), x: -1.88 (m), y: 7.16 (m)
Time: 11.45 (s), x: -1.90 (m), y: 7.20 (m)
Time: 11.56 (s), x: -1.93 (m), y: 7.25 (m)
Time: 11.66 (s), x: -1.96 (m), y: 7.31 (m)
Time: 11.77 (s), x: -1.99 (m), y: 7.35 (m)
Time: 11.88 (s), x: -2.03 (m), y: 7.43 (m)
Time: 11.98 (s), x: -2.09 (m), y: 7.53 (m)
Time: 12.08 (s), x: -2.14 (m), y: 7.62 (m)
Time: 12.18 (s), x: -2.21 (m), y: 7.74 (m)
Time: 12.28 (s), x: -2.28 (m), y: 7.86 (m)
Time: 12.39 (s), x: -2.34 (m), y: 7.97 (m)
Time: 12.49 (s), x: -2.40 (m), y: 8.07 (m)
Time: 12.59 (s), x: -2.45 (m), y: 8.16 (m)
Time: 12.69 (s), x: -2.50 (m), y: 8.25 (m)
Time: 12.79 (s), x: -2.55 (m), y: 8.34 (m)
Time: 12.90 (s), x: -2.61 (m), y: 8.44 (m)
Time: 13.01 (s), x: -2.66 (m), y: 8.55 (m)
Time: 13.11 (s), x: -2.71 (m), y: 8.68 (m)
Time: 13.22 (s), x: -2.76 (m), y: 8.81 (m)
Time: 13.32 (s), x: -2.80 (m), y: 8.91 (m)
Time: 13.42 (s), x: -2.81 (m), y: 9.02 (m)
Time: 13.53 (s), x: -2.83 (m), y: 9.14 (m)
Time: 13.63 (s), x: -2.84 (m), y: 9.29 (m)
Time: 13.74 (s), x: -2.85 (m), y: 9.43 (m)
Time: 13.84 (s), x: -2.86 (m), y: 9.59 (m)
Time: 13.94 (s), x: -2.85 (m), y: 9.74 (m)
Time: 14.04 (s), x: -2.84 (m), y: 9.89 (m)
Time: 14.14 (s), x: -2.82 (m), y: 10.04 (m)
Time: 14.25 (s), x: -2.81 (m), y: 10.20 (m)
Time: 14.35 (s), x: -2.79 (m), y: 10.36 (m)
Time: 14.45 (s), x: -2.76 (m), y: 10.52 (m)
Time: 14.55 (s), x: -2.72 (m), y: 10.69 (m)
Time: 14.65 (s), x: -2.68 (m), y: 10.84 (m)
Time: 14.76 (s), x: -2.63 (m), y: 11.00 (m)
Time: 14.86 (s), x: -2.58 (m), y: 11.15 (m)
Time: 14.96 (s), x: -2.52 (m), y: 11.31 (m)
Time: 15.06 (s), x: -2.45 (m), y: 11.46 (m)
Time: 15.17 (s), x: -2.39 (m), y: 11.61 (m)
Time: 15.27 (s), x: -2.32 (m), y: 11.76 (m)
Time: 15.37 (s), x: -2.24 (m), y: 11.91 (m)
Time: 15.48 (s), x: -2.17 (m), y: 12.06 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 15.4760 (s)
Navigation metric: 0.2500
