🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w171.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_171.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.21 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.26 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.31 (m)
Time: 0.52 (s), x: -2.25 (m), y: 3.36 (m)
Time: 0.62 (s), x: -2.25 (m), y: 3.42 (m)
Time: 0.72 (s), x: -2.24 (m), y: 3.47 (m)
Time: 0.83 (s), x: -2.24 (m), y: 3.52 (m)
Time: 0.93 (s), x: -2.24 (m), y: 3.57 (m)
Time: 1.03 (s), x: -2.23 (m), y: 3.62 (m)
Time: 1.14 (s), x: -2.23 (m), y: 3.67 (m)
Time: 1.24 (s), x: -2.22 (m), y: 3.72 (m)
Time: 1.35 (s), x: -2.22 (m), y: 3.78 (m)
Time: 1.45 (s), x: -2.21 (m), y: 3.83 (m)
Time: 1.55 (s), x: -2.20 (m), y: 3.88 (m)
Time: 1.66 (s), x: -2.19 (m), y: 3.93 (m)
Time: 1.76 (s), x: -2.19 (m), y: 3.98 (m)
Time: 1.87 (s), x: -2.18 (m), y: 4.03 (m)
Time: 1.97 (s), x: -2.17 (m), y: 4.08 (m)
Time: 2.07 (s), x: -2.16 (m), y: 4.14 (m)
Time: 2.18 (s), x: -2.15 (m), y: 4.18 (m)
Time: 2.28 (s), x: -2.15 (m), y: 4.23 (m)
Time: 2.38 (s), x: -2.14 (m), y: 4.28 (m)
Time: 2.49 (s), x: -2.13 (m), y: 4.32 (m)
Time: 2.59 (s), x: -2.12 (m), y: 4.36 (m)
Time: 2.69 (s), x: -2.12 (m), y: 4.39 (m)
Time: 2.79 (s), x: -2.11 (m), y: 4.43 (m)
Time: 2.90 (s), x: -2.10 (m), y: 4.46 (m)
Time: 3.00 (s), x: -2.09 (m), y: 4.49 (m)
Time: 3.11 (s), x: -2.09 (m), y: 4.52 (m)
Time: 3.21 (s), x: -2.08 (m), y: 4.55 (m)
Time: 3.31 (s), x: -2.07 (m), y: 4.58 (m)
Time: 3.42 (s), x: -2.07 (m), y: 4.60 (m)
Time: 3.52 (s), x: -2.06 (m), y: 4.63 (m)
Time: 3.62 (s), x: -2.06 (m), y: 4.65 (m)
Time: 3.73 (s), x: -2.05 (m), y: 4.68 (m)
Time: 3.83 (s), x: -2.05 (m), y: 4.70 (m)
Time: 3.94 (s), x: -2.04 (m), y: 4.72 (m)
Time: 4.04 (s), x: -2.04 (m), y: 4.73 (m)
Time: 4.15 (s), x: -2.03 (m), y: 4.75 (m)
Time: 4.25 (s), x: -2.02 (m), y: 4.77 (m)
Time: 4.35 (s), x: -2.02 (m), y: 4.79 (m)
