🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w275.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_275.world <<<<<<<<<<<<<<<<<<
Time: 0.00 (s), x: -1.97 (m), y: 3.37 (m)
Time: 0.11 (s), x: -1.96 (m), y: 3.42 (m)
Time: 0.21 (s), x: -1.95 (m), y: 3.47 (m)
Time: 0.32 (s), x: -1.93 (m), y: 3.52 (m)
Time: 0.42 (s), x: -1.91 (m), y: 3.57 (m)
Time: 0.52 (s), x: -1.89 (m), y: 3.63 (m)
Time: 0.63 (s), x: -1.88 (m), y: 3.66 (m)
Time: 0.73 (s), x: -1.85 (m), y: 3.71 (m)
Time: 0.83 (s), x: -1.83 (m), y: 3.76 (m)
Time: 0.94 (s), x: -1.82 (m), y: 3.79 (m)
Time: 1.05 (s), x: -1.81 (m), y: 3.82 (m)
Time: 1.15 (s), x: -1.79 (m), y: 3.86 (m)
Time: 1.26 (s), x: -1.76 (m), y: 3.90 (m)
Time: 1.36 (s), x: -1.73 (m), y: 3.95 (m)
Time: 1.46 (s), x: -1.70 (m), y: 4.00 (m)
Time: 1.57 (s), x: -1.68 (m), y: 4.04 (m)
Time: 1.67 (s), x: -1.65 (m), y: 4.07 (m)
Time: 1.77 (s), x: -1.62 (m), y: 4.11 (m)
Time: 1.88 (s), x: -1.60 (m), y: 4.14 (m)
Time: 1.98 (s), x: -1.57 (m), y: 4.18 (m)
Time: 2.09 (s), x: -1.53 (m), y: 4.22 (m)
Time: 2.19 (s), x: -1.47 (m), y: 4.28 (m)
Time: 2.30 (s), x: -1.41 (m), y: 4.35 (m)
Time: 2.40 (s), x: -1.36 (m), y: 4.41 (m)
Time: 2.51 (s), x: -1.30 (m), y: 4.48 (m)
Time: 2.61 (s), x: -1.26 (m), y: 4.54 (m)
Time: 2.72 (s), x: -1.21 (m), y: 4.60 (m)
Time: 2.82 (s), x: -1.17 (m), y: 4.66 (m)
Time: 2.92 (s), x: -1.13 (m), y: 4.72 (m)
Time: 3.02 (s), x: -1.09 (m), y: 4.78 (m)
Time: 3.13 (s), x: -1.04 (m), y: 4.84 (m)
Time: 3.23 (s), x: -1.01 (m), y: 4.90 (m)
Time: 3.33 (s), x: -0.97 (m), y: 4.95 (m)
Time: 3.43 (s), x: -0.94 (m), y: 5.00 (m)
Time: 3.54 (s), x: -0.91 (m), y: 5.06 (m)
Time: 3.64 (s), x: -0.88 (m), y: 5.12 (m)
Time: 3.74 (s), x: -0.85 (m), y: 5.18 (m)
Time: 3.84 (s), x: -0.83 (m), y: 5.23 (m)
Time: 3.94 (s), x: -0.81 (m), y: 5.30 (m)
Time: 4.05 (s), x: -0.79 (m), y: 5.36 (m)
Time: 4.15 (s), x: -0.78 (m), y: 5.42 (m)
Time: 4.25 (s), x: -0.78 (m), y: 5.50 (m)
Time: 4.35 (s), x: -0.76 (m), y: 5.56 (m)
Time: 4.46 (s), x: -0.76 (m), y: 5.63 (m)
Time: 4.56 (s), x: -0.76 (m), y: 5.70 (m)
Time: 4.67 (s), x: -0.77 (m), y: 5.78 (m)
Time: 4.78 (s), x: -0.78 (m), y: 5.84 (m)
Time: 4.88 (s), x: -0.79 (m), y: 5.90 (m)
Time: 4.99 (s), x: -0.80 (m), y: 5.94 (m)
Time: 5.10 (s), x: -0.81 (m), y: 5.99 (m)
Time: 5.20 (s), x: -0.83 (m), y: 6.05 (m)
Time: 5.31 (s), x: -0.85 (m), y: 6.12 (m)
Time: 5.41 (s), x: -0.87 (m), y: 6.21 (m)
Time: 5.51 (s), x: -0.88 (m), y: 6.26 (m)
Time: 5.62 (s), x: -0.90 (m), y: 6.33 (m)
Time: 5.72 (s), x: -0.92 (m), y: 6.43 (m)
Time: 5.82 (s), x: -0.94 (m), y: 6.52 (m)
Time: 5.92 (s), x: -0.96 (m), y: 6.61 (m)
Time: 6.03 (s), x: -0.97 (m), y: 6.69 (m)
Time: 6.14 (s), x: -0.99 (m), y: 6.78 (m)
Time: 6.24 (s), x: -1.00 (m), y: 6.86 (m)
Time: 6.34 (s), x: -1.01 (m), y: 6.94 (m)
Time: 6.45 (s), x: -1.03 (m), y: 7.01 (m)
Time: 6.56 (s), x: -1.03 (m), y: 7.07 (m)
Time: 6.66 (s), x: -1.03 (m), y: 7.14 (m)
Time: 6.76 (s), x: -1.03 (m), y: 7.21 (m)
Time: 6.86 (s), x: -1.03 (m), y: 7.26 (m)
Time: 6.97 (s), x: -1.04 (m), y: 7.32 (m)
Time: 7.07 (s), x: -1.04 (m), y: 7.37 (m)
Time: 7.18 (s), x: -1.04 (m), y: 7.42 (m)
Time: 7.28 (s), x: -1.03 (m), y: 7.48 (m)
Time: 7.38 (s), x: -1.03 (m), y: 7.56 (m)
Time: 7.48 (s), x: -1.03 (m), y: 7.64 (m)
Time: 7.59 (s), x: -1.03 (m), y: 7.71 (m)
Time: 7.70 (s), x: -1.01 (m), y: 7.79 (m)
Time: 7.80 (s), x: -1.00 (m), y: 7.89 (m)
Time: 7.90 (s), x: -0.99 (m), y: 7.98 (m)
Time: 8.00 (s), x: -0.97 (m), y: 8.09 (m)
Time: 8.11 (s), x: -0.96 (m), y: 8.19 (m)
Time: 8.21 (s), x: -0.95 (m), y: 8.28 (m)
Time: 8.32 (s), x: -0.94 (m), y: 8.36 (m)
Time: 8.42 (s), x: -0.92 (m), y: 8.43 (m)
Time: 8.53 (s), x: -0.91 (m), y: 8.51 (m)
Time: 8.63 (s), x: -0.90 (m), y: 8.56 (m)
Time: 8.73 (s), x: -0.90 (m), y: 8.62 (m)
Time: 8.84 (s), x: -0.89 (m), y: 8.68 (m)
Time: 8.94 (s), x: -0.88 (m), y: 8.73 (m)
Time: 9.05 (s), x: -0.87 (m), y: 8.78 (m)
Time: 9.15 (s), x: -0.86 (m), y: 8.83 (m)
Time: 9.25 (s), x: -0.85 (m), y: 8.87 (m)
Time: 9.36 (s), x: -0.84 (m), y: 8.91 (m)
Time: 9.46 (s), x: -0.83 (m), y: 8.96 (m)
Time: 9.57 (s), x: -0.81 (m), y: 9.03 (m)
Time: 9.67 (s), x: -0.80 (m), y: 9.09 (m)
Time: 9.78 (s), x: -0.78 (m), y: 9.15 (m)
Time: 9.88 (s), x: -0.76 (m), y: 9.22 (m)
Time: 9.99 (s), x: -0.73 (m), y: 9.29 (m)
Time: 10.09 (s), x: -0.71 (m), y: 9.38 (m)
Time: 10.19 (s), x: -0.68 (m), y: 9.46 (m)
Time: 10.30 (s), x: -0.64 (m), y: 9.58 (m)
Time: 10.40 (s), x: -0.60 (m), y: 9.72 (m)
Time: 10.50 (s), x: -0.55 (m), y: 9.88 (m)
Time: 10.61 (s), x: -0.50 (m), y: 10.04 (m)
Time: 10.71 (s), x: -0.45 (m), y: 10.20 (m)
Time: 10.82 (s), x: -0.40 (m), y: 10.37 (m)
Time: 10.92 (s), x: -0.35 (m), y: 10.53 (m)
Time: 11.03 (s), x: -0.30 (m), y: 10.70 (m)
Time: 11.13 (s), x: -0.25 (m), y: 10.86 (m)
Time: 11.24 (s), x: -0.20 (m), y: 11.03 (m)
Time: 11.34 (s), x: -0.14 (m), y: 11.20 (m)
Time: 11.45 (s), x: -0.10 (m), y: 11.36 (m)
Time: 11.56 (s), x: -0.05 (m), y: 11.52 (m)
Time: 11.66 (s), x: -0.00 (m), y: 11.66 (m)
Time: 11.77 (s), x: 0.05 (m), y: 11.83 (m)
Time: 11.88 (s), x: 0.10 (m), y: 12.00 (m)
Time: 11.98 (s), x: 0.15 (m), y: 12.17 (m)
Time: 12.08 (s), x: 0.20 (m), y: 12.32 (m)
Time: 12.19 (s), x: 0.25 (m), y: 12.48 (m)
Time: 12.30 (s), x: 0.29 (m), y: 12.61 (m)
Time: 12.40 (s), x: 0.32 (m), y: 12.71 (m)
Time: 12.51 (s), x: 0.35 (m), y: 12.80 (m)
Time: 12.61 (s), x: 0.36 (m), y: 12.85 (m)
Time: 12.71 (s), x: 0.36 (m), y: 12.88 (m)
Time: 12.82 (s), x: 0.35 (m), y: 12.92 (m)
Time: 12.93 (s), x: 0.35 (m), y: 12.97 (m)
Time: 13.03 (s), x: 0.35 (m), y: 13.02 (m)
Time: 13.13 (s), x: 0.36 (m), y: 13.06 (m)
Time: 13.23 (s), x: 0.39 (m), y: 13.08 (m)
Time: 13.34 (s), x: 0.41 (m), y: 13.09 (m)
Time: 13.44 (s), x: 0.43 (m), y: 13.09 (m)
Time: 13.54 (s), x: 0.44 (m), y: 13.09 (m)
Time: 13.64 (s), x: 0.45 (m), y: 13.09 (m)
Time: 13.75 (s), x: 0.44 (m), y: 13.05 (m)
Time: 13.86 (s), x: 0.43 (m), y: 12.97 (m)
Time: 13.96 (s), x: 0.42 (m), y: 12.87 (m)
Time: 14.06 (s), x: 0.42 (m), y: 12.77 (m)
Time: 14.16 (s), x: 0.41 (m), y: 12.68 (m)
Time: 14.27 (s), x: 0.40 (m), y: 12.61 (m)
Time: 14.38 (s), x: 0.39 (m), y: 12.54 (m)
Time: 14.48 (s), x: 0.39 (m), y: 12.48 (m)
Time: 14.59 (s), x: 0.39 (m), y: 12.42 (m)
Time: 14.70 (s), x: 0.37 (m), y: 12.35 (m)
Time: 14.80 (s), x: 0.34 (m), y: 12.30 (m)
Time: 14.90 (s), x: 0.30 (m), y: 12.28 (m)
Time: 15.01 (s), x: 0.28 (m), y: 12.27 (m)
