🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w92.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_92.world <<<<<<<<<<<<<<<<<<
[WARN] [1749867296.831344, 0.000000]: wait_for_service(/gazebo/get_model_state): failed to contact, will keep trying
[INFO] [1749867314.969555, 0.000000]: wait_for_service(/gazebo/get_model_state): finally were able to contact [rosrpc://turan-TULPAR-T5-V20-3:59479]
Time: 0.02 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.14 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.18 (m)
Time: 0.32 (s), x: -2.01 (m), y: 3.23 (m)
Time: 0.42 (s), x: -2.03 (m), y: 3.28 (m)
Time: 0.53 (s), x: -2.07 (m), y: 3.33 (m)
Time: 0.63 (s), x: -2.10 (m), y: 3.36 (m)
Time: 0.73 (s), x: -2.10 (m), y: 3.36 (m)
Time: 0.84 (s), x: -2.10 (m), y: 3.36 (m)
Time: 0.94 (s), x: -2.10 (m), y: 3.36 (m)
Time: 1.04 (s), x: -2.10 (m), y: 3.36 (m)
Time: 1.14 (s), x: -2.12 (m), y: 3.36 (m)
Time: 1.25 (s), x: -2.16 (m), y: 3.37 (m)
Time: 1.36 (s), x: -2.20 (m), y: 3.38 (m)
Time: 1.46 (s), x: -2.21 (m), y: 3.38 (m)
Time: 1.56 (s), x: -2.22 (m), y: 3.38 (m)
Time: 1.67 (s), x: -2.27 (m), y: 3.38 (m)
Time: 1.77 (s), x: -2.31 (m), y: 3.39 (m)
Time: 1.88 (s), x: -2.32 (m), y: 3.39 (m)
Time: 1.98 (s), x: -2.32 (m), y: 3.39 (m)
Time: 2.08 (s), x: -2.32 (m), y: 3.39 (m)
Time: 2.19 (s), x: -2.32 (m), y: 3.39 (m)
Time: 2.29 (s), x: -2.32 (m), y: 3.39 (m)
Time: 2.39 (s), x: -2.32 (m), y: 3.39 (m)
Time: 2.49 (s), x: -2.32 (m), y: 3.39 (m)
Time: 2.59 (s), x: -2.32 (m), y: 3.39 (m)
Time: 2.70 (s), x: -2.32 (m), y: 3.39 (m)
Time: 2.80 (s), x: -2.32 (m), y: 3.39 (m)
Time: 2.90 (s), x: -2.32 (m), y: 3.39 (m)
Time: 3.01 (s), x: -2.32 (m), y: 3.39 (m)
Time: 3.11 (s), x: -2.32 (m), y: 3.39 (m)
Time: 3.22 (s), x: -2.32 (m), y: 3.39 (m)
Time: 3.32 (s), x: -2.34 (m), y: 3.39 (m)
Time: 3.43 (s), x: -2.39 (m), y: 3.39 (m)
Time: 3.53 (s), x: -2.50 (m), y: 3.38 (m)
Time: 3.63 (s), x: -2.60 (m), y: 3.38 (m)
Time: 3.74 (s), x: -2.70 (m), y: 3.38 (m)
Time: 3.84 (s), x: -2.81 (m), y: 3.37 (m)
Time: 3.95 (s), x: -2.90 (m), y: 3.35 (m)
Time: 4.05 (s), x: -2.99 (m), y: 3.32 (m)
Time: 4.16 (s), x: -3.07 (m), y: 3.28 (m)
Time: 4.26 (s), x: -3.12 (m), y: 3.24 (m)
Time: 4.36 (s), x: -3.17 (m), y: 3.21 (m)
Time: 4.46 (s), x: -3.21 (m), y: 3.17 (m)
Time: 4.57 (s), x: -3.25 (m), y: 3.13 (m)
Time: 4.67 (s), x: -3.28 (m), y: 3.07 (m)
Time: 4.78 (s), x: -3.31 (m), y: 3.02 (m)
Time: 4.88 (s), x: -3.33 (m), y: 2.97 (m)
Time: 4.98 (s), x: -3.35 (m), y: 2.91 (m)
Time: 5.09 (s), x: -3.36 (m), y: 2.84 (m)
Time: 5.19 (s), x: -3.36 (m), y: 2.78 (m)
Time: 5.29 (s), x: -3.36 (m), y: 2.70 (m)
Time: 5.40 (s), x: -3.35 (m), y: 2.59 (m)
Time: 5.51 (s), x: -3.31 (m), y: 2.48 (m)
Time: 5.61 (s), x: -3.26 (m), y: 2.37 (m)
Time: 5.71 (s), x: -3.19 (m), y: 2.26 (m)
Time: 5.82 (s), x: -3.10 (m), y: 2.14 (m)
Time: 5.92 (s), x: -2.99 (m), y: 2.04 (m)
Time: 6.03 (s), x: -2.88 (m), y: 1.95 (m)
Time: 6.13 (s), x: -2.77 (m), y: 1.88 (m)
Time: 6.23 (s), x: -2.66 (m), y: 1.83 (m)
Time: 6.34 (s), x: -2.54 (m), y: 1.79 (m)
Time: 6.44 (s), x: -2.42 (m), y: 1.77 (m)
Time: 6.54 (s), x: -2.29 (m), y: 1.76 (m)
Time: 6.64 (s), x: -2.16 (m), y: 1.77 (m)
Time: 6.75 (s), x: -2.01 (m), y: 1.79 (m)
Time: 6.85 (s), x: -1.88 (m), y: 1.84 (m)
Time: 6.96 (s), x: -1.77 (m), y: 1.89 (m)
Time: 7.06 (s), x: -1.67 (m), y: 1.95 (m)
Time: 7.17 (s), x: -1.59 (m), y: 2.01 (m)
Time: 7.27 (s), x: -1.53 (m), y: 2.08 (m)
Time: 7.37 (s), x: -1.47 (m), y: 2.15 (m)
Time: 7.47 (s), x: -1.43 (m), y: 2.22 (m)
Time: 7.58 (s), x: -1.39 (m), y: 2.29 (m)
Time: 7.68 (s), x: -1.37 (m), y: 2.36 (m)
Time: 7.78 (s), x: -1.35 (m), y: 2.45 (m)
Time: 7.88 (s), x: -1.34 (m), y: 2.54 (m)
Time: 7.99 (s), x: -1.35 (m), y: 2.65 (m)
Time: 8.09 (s), x: -1.37 (m), y: 2.76 (m)
Time: 8.19 (s), x: -1.40 (m), y: 2.88 (m)
Time: 8.30 (s), x: -1.47 (m), y: 3.02 (m)
Time: 8.40 (s), x: -1.54 (m), y: 3.14 (m)
Time: 8.50 (s), x: -1.63 (m), y: 3.25 (m)
Time: 8.60 (s), x: -1.72 (m), y: 3.35 (m)
Time: 8.71 (s), x: -1.83 (m), y: 3.44 (m)
Time: 8.81 (s), x: -1.95 (m), y: 3.51 (m)
