🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w2.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_2.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.17 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.34 (s), x: -2.25 (m), y: 3.27 (m)
Time: 0.44 (s), x: -2.25 (m), y: 3.32 (m)
Time: 0.55 (s), x: -2.25 (m), y: 3.38 (m)
Time: 0.65 (s), x: -2.25 (m), y: 3.43 (m)
Time: 0.76 (s), x: -2.25 (m), y: 3.48 (m)
Time: 0.86 (s), x: -2.26 (m), y: 3.53 (m)
Time: 0.96 (s), x: -2.26 (m), y: 3.58 (m)
Time: 1.06 (s), x: -2.26 (m), y: 3.64 (m)
Time: 1.17 (s), x: -2.26 (m), y: 3.69 (m)
Time: 1.28 (s), x: -2.27 (m), y: 3.74 (m)
Time: 1.38 (s), x: -2.27 (m), y: 3.79 (m)
Time: 1.48 (s), x: -2.27 (m), y: 3.84 (m)
Time: 1.59 (s), x: -2.27 (m), y: 3.90 (m)
Time: 1.69 (s), x: -2.28 (m), y: 3.95 (m)
Time: 1.80 (s), x: -2.28 (m), y: 4.00 (m)
Time: 1.91 (s), x: -2.28 (m), y: 4.06 (m)
Time: 2.01 (s), x: -2.28 (m), y: 4.10 (m)
Time: 2.11 (s), x: -2.29 (m), y: 4.15 (m)
Time: 2.22 (s), x: -2.29 (m), y: 4.19 (m)
Time: 2.32 (s), x: -2.29 (m), y: 4.23 (m)
Time: 2.43 (s), x: -2.29 (m), y: 4.27 (m)
Time: 2.53 (s), x: -2.29 (m), y: 4.31 (m)
Time: 2.63 (s), x: -2.29 (m), y: 4.34 (m)
Time: 2.74 (s), x: -2.29 (m), y: 4.38 (m)
Time: 2.84 (s), x: -2.29 (m), y: 4.42 (m)
Time: 2.94 (s), x: -2.29 (m), y: 4.46 (m)
Time: 3.05 (s), x: -2.29 (m), y: 4.50 (m)
Time: 3.15 (s), x: -2.29 (m), y: 4.54 (m)
Time: 3.25 (s), x: -2.29 (m), y: 4.58 (m)
Time: 3.35 (s), x: -2.29 (m), y: 4.61 (m)
Time: 3.46 (s), x: -2.29 (m), y: 4.64 (m)
Time: 3.56 (s), x: -2.30 (m), y: 4.67 (m)
Time: 3.66 (s), x: -2.30 (m), y: 4.70 (m)
Time: 3.76 (s), x: -2.30 (m), y: 4.73 (m)
Time: 3.87 (s), x: -2.31 (m), y: 4.76 (m)
Time: 3.97 (s), x: -2.31 (m), y: 4.79 (m)
Time: 4.07 (s), x: -2.31 (m), y: 4.81 (m)
Time: 4.18 (s), x: -2.31 (m), y: 4.82 (m)
Time: 4.28 (s), x: -2.32 (m), y: 4.83 (m)
Time: 4.38 (s), x: -2.32 (m), y: 4.84 (m)
Time: 4.49 (s), x: -2.33 (m), y: 4.85 (m)
Time: 4.59 (s), x: -2.34 (m), y: 4.87 (m)
Time: 4.69 (s), x: -2.34 (m), y: 4.88 (m)
Time: 4.79 (s), x: -2.34 (m), y: 4.89 (m)
Time: 4.89 (s), x: -2.34 (m), y: 4.90 (m)
Time: 4.99 (s), x: -2.33 (m), y: 4.92 (m)
Time: 5.10 (s), x: -2.32 (m), y: 4.93 (m)
Time: 5.20 (s), x: -2.32 (m), y: 4.94 (m)
Time: 5.31 (s), x: -2.32 (m), y: 4.95 (m)
Time: 5.41 (s), x: -2.32 (m), y: 4.96 (m)
Time: 5.51 (s), x: -2.32 (m), y: 4.97 (m)
Time: 5.61 (s), x: -2.32 (m), y: 4.98 (m)
Time: 5.72 (s), x: -2.33 (m), y: 4.99 (m)
Time: 5.82 (s), x: -2.33 (m), y: 4.99 (m)
Time: 5.93 (s), x: -2.33 (m), y: 5.02 (m)
Time: 6.03 (s), x: -2.34 (m), y: 5.06 (m)
Time: 6.14 (s), x: -2.35 (m), y: 5.12 (m)
Time: 6.25 (s), x: -2.36 (m), y: 5.17 (m)
Time: 6.35 (s), x: -2.36 (m), y: 5.22 (m)
Time: 6.45 (s), x: -2.37 (m), y: 5.27 (m)
Time: 6.56 (s), x: -2.37 (m), y: 5.33 (m)
Time: 6.66 (s), x: -2.37 (m), y: 5.38 (m)
Time: 6.76 (s), x: -2.37 (m), y: 5.43 (m)
Time: 6.87 (s), x: -2.36 (m), y: 5.48 (m)
Time: 6.97 (s), x: -2.36 (m), y: 5.52 (m)
Time: 7.07 (s), x: -2.36 (m), y: 5.56 (m)
Time: 7.18 (s), x: -2.36 (m), y: 5.60 (m)
Time: 7.28 (s), x: -2.35 (m), y: 5.64 (m)
Time: 7.38 (s), x: -2.35 (m), y: 5.67 (m)
Time: 7.48 (s), x: -2.35 (m), y: 5.71 (m)
Time: 7.58 (s), x: -2.34 (m), y: 5.76 (m)
Time: 7.69 (s), x: -2.33 (m), y: 5.81 (m)
Time: 7.79 (s), x: -2.32 (m), y: 5.85 (m)
Time: 7.90 (s), x: -2.32 (m), y: 5.87 (m)
Time: 8.00 (s), x: -2.31 (m), y: 5.89 (m)
Time: 8.10 (s), x: -2.31 (m), y: 5.91 (m)
Time: 8.21 (s), x: -2.30 (m), y: 5.93 (m)
Time: 8.31 (s), x: -2.29 (m), y: 5.98 (m)
Time: 8.41 (s), x: -2.28 (m), y: 6.03 (m)
Time: 8.52 (s), x: -2.27 (m), y: 6.08 (m)
Time: 8.62 (s), x: -2.26 (m), y: 6.12 (m)
Time: 8.72 (s), x: -2.25 (m), y: 6.16 (m)
Time: 8.83 (s), x: -2.25 (m), y: 6.20 (m)
Time: 8.94 (s), x: -2.24 (m), y: 6.23 (m)
Time: 9.04 (s), x: -2.23 (m), y: 6.27 (m)
Time: 9.15 (s), x: -2.23 (m), y: 6.31 (m)
Time: 9.25 (s), x: -2.22 (m), y: 6.36 (m)
Time: 9.36 (s), x: -2.22 (m), y: 6.41 (m)
Time: 9.46 (s), x: -2.21 (m), y: 6.46 (m)
Time: 9.56 (s), x: -2.21 (m), y: 6.51 (m)
Time: 9.66 (s), x: -2.20 (m), y: 6.56 (m)
Time: 9.76 (s), x: -2.20 (m), y: 6.61 (m)
Time: 9.87 (s), x: -2.19 (m), y: 6.67 (m)
Time: 9.97 (s), x: -2.19 (m), y: 6.72 (m)
Time: 10.08 (s), x: -2.18 (m), y: 6.77 (m)
Time: 10.18 (s), x: -2.18 (m), y: 6.82 (m)
Time: 10.28 (s), x: -2.18 (m), y: 6.87 (m)
Time: 10.39 (s), x: -2.17 (m), y: 6.92 (m)
Time: 10.49 (s), x: -2.17 (m), y: 6.98 (m)
