🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_applr_w281.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_281.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.19 (m)
Time: 0.22 (s), x: -1.99 (m), y: 3.29 (m)
Time: 0.32 (s), x: -1.99 (m), y: 3.39 (m)
Time: 0.43 (s), x: -2.00 (m), y: 3.49 (m)
Time: 0.54 (s), x: -2.02 (m), y: 3.58 (m)
Time: 0.64 (s), x: -2.04 (m), y: 3.68 (m)
Time: 0.74 (s), x: -2.07 (m), y: 3.78 (m)
Time: 0.84 (s), x: -2.10 (m), y: 3.87 (m)
Time: 0.95 (s), x: -2.14 (m), y: 3.95 (m)
Time: 1.06 (s), x: -2.18 (m), y: 4.04 (m)
Time: 1.16 (s), x: -2.22 (m), y: 4.13 (m)
Time: 1.26 (s), x: -2.25 (m), y: 4.21 (m)
Time: 1.36 (s), x: -2.30 (m), y: 4.30 (m)
Time: 1.46 (s), x: -2.34 (m), y: 4.39 (m)
Time: 1.56 (s), x: -2.39 (m), y: 4.47 (m)
Time: 1.66 (s), x: -2.43 (m), y: 4.54 (m)
Time: 1.77 (s), x: -2.48 (m), y: 4.62 (m)
Time: 1.87 (s), x: -2.52 (m), y: 4.69 (m)
Time: 1.98 (s), x: -2.55 (m), y: 4.75 (m)
Time: 2.08 (s), x: -2.59 (m), y: 4.81 (m)
Time: 2.18 (s), x: -2.63 (m), y: 4.87 (m)
Time: 2.28 (s), x: -2.66 (m), y: 4.93 (m)
Time: 2.38 (s), x: -2.70 (m), y: 4.98 (m)
Time: 2.48 (s), x: -2.72 (m), y: 5.02 (m)
Time: 2.59 (s), x: -2.75 (m), y: 5.06 (m)
Time: 2.69 (s), x: -2.78 (m), y: 5.11 (m)
Time: 2.79 (s), x: -2.80 (m), y: 5.14 (m)
Time: 2.90 (s), x: -2.82 (m), y: 5.17 (m)
Time: 3.00 (s), x: -2.84 (m), y: 5.20 (m)
Time: 3.10 (s), x: -2.86 (m), y: 5.23 (m)
Time: 3.20 (s), x: -2.88 (m), y: 5.26 (m)
Time: 3.31 (s), x: -2.90 (m), y: 5.29 (m)
Time: 3.41 (s), x: -2.92 (m), y: 5.32 (m)
Time: 3.51 (s), x: -2.94 (m), y: 5.35 (m)
Time: 3.61 (s), x: -2.96 (m), y: 5.38 (m)
Time: 3.72 (s), x: -2.98 (m), y: 5.42 (m)
Time: 3.82 (s), x: -3.00 (m), y: 5.44 (m)
