🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w41.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_41.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.17 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.27 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.32 (m)
Time: 0.53 (s), x: -2.25 (m), y: 3.37 (m)
Time: 0.64 (s), x: -2.25 (m), y: 3.43 (m)
Time: 0.74 (s), x: -2.25 (m), y: 3.48 (m)
Time: 0.85 (s), x: -2.25 (m), y: 3.53 (m)
Time: 0.95 (s), x: -2.25 (m), y: 3.58 (m)
Time: 1.05 (s), x: -2.25 (m), y: 3.63 (m)
Time: 1.16 (s), x: -2.25 (m), y: 3.68 (m)
Time: 1.26 (s), x: -2.25 (m), y: 3.73 (m)
Time: 1.36 (s), x: -2.25 (m), y: 3.79 (m)
Time: 1.47 (s), x: -2.25 (m), y: 3.84 (m)
Time: 1.57 (s), x: -2.25 (m), y: 3.89 (m)
Time: 1.67 (s), x: -2.25 (m), y: 3.94 (m)
Time: 1.78 (s), x: -2.25 (m), y: 3.99 (m)
Time: 1.88 (s), x: -2.25 (m), y: 4.05 (m)
Time: 1.99 (s), x: -2.25 (m), y: 4.10 (m)
Time: 2.09 (s), x: -2.25 (m), y: 4.15 (m)
Time: 2.20 (s), x: -2.25 (m), y: 4.21 (m)
Time: 2.31 (s), x: -2.25 (m), y: 4.26 (m)
Time: 2.41 (s), x: -2.25 (m), y: 4.31 (m)
Time: 2.51 (s), x: -2.25 (m), y: 4.36 (m)
Time: 2.61 (s), x: -2.25 (m), y: 4.41 (m)
Time: 2.71 (s), x: -2.25 (m), y: 4.46 (m)
Time: 2.82 (s), x: -2.25 (m), y: 4.52 (m)
Time: 2.92 (s), x: -2.25 (m), y: 4.57 (m)
Time: 3.02 (s), x: -2.25 (m), y: 4.62 (m)
Time: 3.13 (s), x: -2.25 (m), y: 4.67 (m)
Time: 3.23 (s), x: -2.25 (m), y: 4.72 (m)
Time: 3.34 (s), x: -2.25 (m), y: 4.77 (m)
Time: 3.44 (s), x: -2.25 (m), y: 4.82 (m)
Time: 3.55 (s), x: -2.25 (m), y: 4.88 (m)
Time: 3.65 (s), x: -2.25 (m), y: 4.93 (m)
Time: 3.76 (s), x: -2.25 (m), y: 4.98 (m)
Time: 3.86 (s), x: -2.25 (m), y: 5.04 (m)
Time: 3.96 (s), x: -2.25 (m), y: 5.09 (m)
Time: 4.07 (s), x: -2.25 (m), y: 5.14 (m)
Time: 4.18 (s), x: -2.25 (m), y: 5.19 (m)
Time: 4.28 (s), x: -2.25 (m), y: 5.25 (m)
Time: 4.38 (s), x: -2.25 (m), y: 5.30 (m)
Time: 4.49 (s), x: -2.25 (m), y: 5.35 (m)
Time: 4.59 (s), x: -2.25 (m), y: 5.40 (m)
Time: 4.70 (s), x: -2.25 (m), y: 5.45 (m)
Time: 4.80 (s), x: -2.25 (m), y: 5.51 (m)
Time: 4.90 (s), x: -2.25 (m), y: 5.56 (m)
Time: 5.01 (s), x: -2.25 (m), y: 5.61 (m)
Time: 5.11 (s), x: -2.25 (m), y: 5.66 (m)
Time: 5.21 (s), x: -2.25 (m), y: 5.71 (m)
Time: 5.32 (s), x: -2.25 (m), y: 5.76 (m)
Time: 5.43 (s), x: -2.25 (m), y: 5.82 (m)
Time: 5.53 (s), x: -2.25 (m), y: 5.87 (m)
Time: 5.63 (s), x: -2.25 (m), y: 5.91 (m)
Time: 5.74 (s), x: -2.25 (m), y: 5.96 (m)
Time: 5.84 (s), x: -2.25 (m), y: 6.01 (m)
Time: 5.95 (s), x: -2.24 (m), y: 6.06 (m)
Time: 6.06 (s), x: -2.24 (m), y: 6.11 (m)
Time: 6.16 (s), x: -2.24 (m), y: 6.16 (m)
Time: 6.26 (s), x: -2.24 (m), y: 6.21 (m)
Time: 6.37 (s), x: -2.24 (m), y: 6.26 (m)
Time: 6.48 (s), x: -2.23 (m), y: 6.31 (m)
Time: 6.58 (s), x: -2.23 (m), y: 6.36 (m)
Time: 6.69 (s), x: -2.22 (m), y: 6.42 (m)
Time: 6.79 (s), x: -2.22 (m), y: 6.46 (m)
Time: 6.90 (s), x: -2.21 (m), y: 6.50 (m)
Time: 7.00 (s), x: -2.21 (m), y: 6.55 (m)
Time: 7.11 (s), x: -2.20 (m), y: 6.59 (m)
Time: 7.21 (s), x: -2.19 (m), y: 6.62 (m)
Time: 7.32 (s), x: -2.19 (m), y: 6.66 (m)
Time: 7.42 (s), x: -2.18 (m), y: 6.69 (m)
Time: 7.53 (s), x: -2.18 (m), y: 6.73 (m)
Time: 7.64 (s), x: -2.18 (m), y: 6.75 (m)
Time: 7.74 (s), x: -2.17 (m), y: 6.79 (m)
Time: 7.85 (s), x: -2.16 (m), y: 6.84 (m)
Time: 7.95 (s), x: -2.16 (m), y: 6.86 (m)
Time: 8.06 (s), x: -2.15 (m), y: 6.88 (m)
Time: 8.16 (s), x: -2.15 (m), y: 6.90 (m)
Time: 8.27 (s), x: -2.15 (m), y: 6.92 (m)
Time: 8.37 (s), x: -2.14 (m), y: 6.93 (m)
Time: 8.48 (s), x: -2.14 (m), y: 6.95 (m)
Time: 8.58 (s), x: -2.14 (m), y: 6.97 (m)
Time: 8.68 (s), x: -2.13 (m), y: 7.01 (m)
Time: 8.79 (s), x: -2.12 (m), y: 7.06 (m)
Time: 8.89 (s), x: -2.11 (m), y: 7.11 (m)
Time: 9.00 (s), x: -2.10 (m), y: 7.16 (m)
Time: 9.10 (s), x: -2.09 (m), y: 7.21 (m)
Time: 9.20 (s), x: -2.08 (m), y: 7.26 (m)
Time: 9.30 (s), x: -2.07 (m), y: 7.31 (m)
Time: 9.40 (s), x: -2.06 (m), y: 7.36 (m)
Time: 9.50 (s), x: -2.05 (m), y: 7.41 (m)
Time: 9.60 (s), x: -2.05 (m), y: 7.46 (m)
Time: 9.71 (s), x: -2.05 (m), y: 7.51 (m)
Time: 9.81 (s), x: -2.05 (m), y: 7.56 (m)
Time: 9.91 (s), x: -2.04 (m), y: 7.61 (m)
Time: 10.02 (s), x: -2.04 (m), y: 7.66 (m)
Time: 10.12 (s), x: -2.04 (m), y: 7.71 (m)
Time: 10.22 (s), x: -2.04 (m), y: 7.76 (m)
Time: 10.32 (s), x: -2.04 (m), y: 7.82 (m)
Time: 10.42 (s), x: -2.04 (m), y: 7.87 (m)
Time: 10.53 (s), x: -2.05 (m), y: 7.92 (m)
Time: 10.63 (s), x: -2.05 (m), y: 7.97 (m)
Time: 10.73 (s), x: -2.05 (m), y: 8.02 (m)
Time: 10.84 (s), x: -2.05 (m), y: 8.07 (m)
Time: 10.94 (s), x: -2.06 (m), y: 8.13 (m)
Time: 11.05 (s), x: -2.06 (m), y: 8.18 (m)
Time: 11.16 (s), x: -2.07 (m), y: 8.23 (m)
Time: 11.26 (s), x: -2.07 (m), y: 8.28 (m)
Time: 11.36 (s), x: -2.08 (m), y: 8.34 (m)
Time: 11.47 (s), x: -2.08 (m), y: 8.39 (m)
Time: 11.57 (s), x: -2.09 (m), y: 8.44 (m)
Time: 11.67 (s), x: -2.09 (m), y: 8.49 (m)
Time: 11.78 (s), x: -2.10 (m), y: 8.54 (m)
Time: 11.88 (s), x: -2.10 (m), y: 8.60 (m)
Time: 11.99 (s), x: -2.11 (m), y: 8.65 (m)
Time: 12.09 (s), x: -2.11 (m), y: 8.70 (m)
Time: 12.20 (s), x: -2.12 (m), y: 8.75 (m)
Time: 12.30 (s), x: -2.13 (m), y: 8.80 (m)
Time: 12.41 (s), x: -2.13 (m), y: 8.86 (m)
Time: 12.52 (s), x: -2.14 (m), y: 8.91 (m)
Time: 12.62 (s), x: -2.14 (m), y: 8.97 (m)
Time: 12.73 (s), x: -2.15 (m), y: 9.02 (m)
Time: 12.83 (s), x: -2.15 (m), y: 9.07 (m)
Time: 12.94 (s), x: -2.16 (m), y: 9.12 (m)
Time: 13.04 (s), x: -2.17 (m), y: 9.17 (m)
Time: 13.14 (s), x: -2.17 (m), y: 9.22 (m)
Time: 13.24 (s), x: -2.17 (m), y: 9.28 (m)
Time: 13.35 (s), x: -2.18 (m), y: 9.33 (m)
Time: 13.45 (s), x: -2.18 (m), y: 9.38 (m)
Time: 13.55 (s), x: -2.19 (m), y: 9.43 (m)
Time: 13.66 (s), x: -2.19 (m), y: 9.48 (m)
Time: 13.76 (s), x: -2.19 (m), y: 9.53 (m)
Time: 13.86 (s), x: -2.19 (m), y: 9.59 (m)
Time: 13.97 (s), x: -2.20 (m), y: 9.64 (m)
Time: 14.07 (s), x: -2.20 (m), y: 9.69 (m)
Time: 14.17 (s), x: -2.20 (m), y: 9.74 (m)
Time: 14.28 (s), x: -2.20 (m), y: 9.79 (m)
Time: 14.38 (s), x: -2.21 (m), y: 9.84 (m)
Time: 14.48 (s), x: -2.21 (m), y: 9.89 (m)
Time: 14.58 (s), x: -2.21 (m), y: 9.94 (m)
Time: 14.69 (s), x: -2.21 (m), y: 10.00 (m)
Time: 14.79 (s), x: -2.22 (m), y: 10.05 (m)
Time: 14.89 (s), x: -2.22 (m), y: 10.10 (m)
Time: 14.99 (s), x: -2.22 (m), y: 10.15 (m)
Time: 15.09 (s), x: -2.22 (m), y: 10.20 (m)
Time: 15.20 (s), x: -2.22 (m), y: 10.25 (m)
Time: 15.30 (s), x: -2.22 (m), y: 10.30 (m)
Time: 15.40 (s), x: -2.22 (m), y: 10.35 (m)
Time: 15.50 (s), x: -2.23 (m), y: 10.40 (m)
Time: 15.60 (s), x: -2.23 (m), y: 10.45 (m)
Time: 15.70 (s), x: -2.23 (m), y: 10.50 (m)
Time: 15.81 (s), x: -2.23 (m), y: 10.56 (m)
Time: 15.91 (s), x: -2.23 (m), y: 10.61 (m)
Time: 16.02 (s), x: -2.23 (m), y: 10.66 (m)
Time: 16.12 (s), x: -2.23 (m), y: 10.71 (m)
Time: 16.22 (s), x: -2.23 (m), y: 10.76 (m)
Time: 16.32 (s), x: -2.23 (m), y: 10.82 (m)
Time: 16.43 (s), x: -2.23 (m), y: 10.87 (m)
Time: 16.53 (s), x: -2.23 (m), y: 10.92 (m)
