🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_e2e_w20.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_20.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.23 (m)
Time: 0.23 (s), x: -2.00 (m), y: 3.36 (m)
Time: 0.33 (s), x: -2.00 (m), y: 3.49 (m)
Time: 0.44 (s), x: -2.01 (m), y: 3.62 (m)
Time: 0.55 (s), x: -2.03 (m), y: 3.78 (m)
Time: 0.65 (s), x: -2.08 (m), y: 3.94 (m)
Time: 0.75 (s), x: -2.17 (m), y: 4.09 (m)
Time: 0.85 (s), x: -2.30 (m), y: 4.24 (m)
Time: 0.96 (s), x: -2.45 (m), y: 4.37 (m)
Time: 1.06 (s), x: -2.54 (m), y: 4.44 (m)
Time: 1.16 (s), x: -2.58 (m), y: 4.48 (m)
Time: 1.26 (s), x: -2.57 (m), y: 4.54 (m)
Time: 1.37 (s), x: -2.56 (m), y: 4.59 (m)
Time: 1.47 (s), x: -2.55 (m), y: 4.58 (m)
Time: 1.58 (s), x: -2.55 (m), y: 4.56 (m)
Time: 1.68 (s), x: -2.56 (m), y: 4.53 (m)
Time: 1.79 (s), x: -2.57 (m), y: 4.50 (m)
Time: 1.89 (s), x: -2.60 (m), y: 4.45 (m)
Time: 1.99 (s), x: -2.62 (m), y: 4.43 (m)
Time: 2.10 (s), x: -2.65 (m), y: 4.42 (m)
Time: 2.20 (s), x: -2.66 (m), y: 4.39 (m)
Time: 2.31 (s), x: -2.66 (m), y: 4.37 (m)
Time: 2.41 (s), x: -2.67 (m), y: 4.32 (m)
Time: 2.52 (s), x: -2.68 (m), y: 4.22 (m)
Time: 2.62 (s), x: -2.69 (m), y: 4.10 (m)
Time: 2.72 (s), x: -2.70 (m), y: 3.97 (m)
Time: 2.83 (s), x: -2.71 (m), y: 3.87 (m)
Time: 2.94 (s), x: -2.71 (m), y: 3.80 (m)
Time: 3.04 (s), x: -2.71 (m), y: 3.79 (m)
Time: 3.14 (s), x: -2.71 (m), y: 3.80 (m)
Time: 3.25 (s), x: -2.71 (m), y: 3.80 (m)
Time: 3.35 (s), x: -2.72 (m), y: 3.77 (m)
Time: 3.45 (s), x: -2.74 (m), y: 3.71 (m)
Time: 3.55 (s), x: -2.76 (m), y: 3.64 (m)
Time: 3.66 (s), x: -2.78 (m), y: 3.55 (m)
Time: 3.77 (s), x: -2.81 (m), y: 3.46 (m)
Time: 3.87 (s), x: -2.84 (m), y: 3.36 (m)
Time: 3.98 (s), x: -2.86 (m), y: 3.26 (m)
Time: 4.09 (s), x: -2.88 (m), y: 3.16 (m)
Time: 4.19 (s), x: -2.90 (m), y: 3.05 (m)
Time: 4.30 (s), x: -2.91 (m), y: 2.96 (m)
Time: 4.40 (s), x: -2.91 (m), y: 2.87 (m)
Time: 4.50 (s), x: -2.91 (m), y: 2.80 (m)
Time: 4.61 (s), x: -2.92 (m), y: 2.73 (m)
Time: 4.71 (s), x: -2.92 (m), y: 2.67 (m)
Time: 4.81 (s), x: -2.92 (m), y: 2.62 (m)
Time: 4.91 (s), x: -2.92 (m), y: 2.57 (m)
Time: 5.02 (s), x: -2.92 (m), y: 2.53 (m)
Time: 5.12 (s), x: -2.92 (m), y: 2.48 (m)
Time: 5.23 (s), x: -2.92 (m), y: 2.44 (m)
Time: 5.33 (s), x: -2.92 (m), y: 2.40 (m)
Time: 5.43 (s), x: -2.93 (m), y: 2.35 (m)
Time: 5.53 (s), x: -2.96 (m), y: 2.27 (m)
Time: 5.64 (s), x: -2.99 (m), y: 2.18 (m)
Time: 5.74 (s), x: -3.03 (m), y: 2.07 (m)
Time: 5.84 (s), x: -3.08 (m), y: 1.95 (m)
Time: 5.95 (s), x: -3.15 (m), y: 1.79 (m)
Time: 6.06 (s), x: -3.22 (m), y: 1.63 (m)
Time: 6.17 (s), x: -3.30 (m), y: 1.45 (m)
Time: 6.28 (s), x: -3.39 (m), y: 1.28 (m)
Time: 6.38 (s), x: -3.51 (m), y: 1.11 (m)
Time: 6.49 (s), x: -3.64 (m), y: 0.96 (m)
Time: 6.59 (s), x: -3.78 (m), y: 0.84 (m)
Time: 6.69 (s), x: -3.93 (m), y: 0.69 (m)
Time: 6.80 (s), x: -4.06 (m), y: 0.55 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation collided with time 6.8000 (s)
Navigation metric: 0.0000
