🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w189.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_189.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.21 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.26 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.31 (m)
Time: 0.53 (s), x: -2.25 (m), y: 3.37 (m)
Time: 0.63 (s), x: -2.25 (m), y: 3.42 (m)
Time: 0.73 (s), x: -2.25 (m), y: 3.47 (m)
Time: 0.83 (s), x: -2.25 (m), y: 3.52 (m)
Time: 0.94 (s), x: -2.25 (m), y: 3.57 (m)
Time: 1.05 (s), x: -2.25 (m), y: 3.63 (m)
Time: 1.15 (s), x: -2.25 (m), y: 3.68 (m)
Time: 1.25 (s), x: -2.25 (m), y: 3.73 (m)
Time: 1.35 (s), x: -2.25 (m), y: 3.78 (m)
Time: 1.46 (s), x: -2.24 (m), y: 3.83 (m)
Time: 1.56 (s), x: -2.24 (m), y: 3.88 (m)
Time: 1.66 (s), x: -2.23 (m), y: 3.93 (m)
Time: 1.76 (s), x: -2.23 (m), y: 3.98 (m)
Time: 1.86 (s), x: -2.22 (m), y: 4.03 (m)
Time: 1.96 (s), x: -2.22 (m), y: 4.08 (m)
Time: 2.06 (s), x: -2.21 (m), y: 4.14 (m)
Time: 2.17 (s), x: -2.21 (m), y: 4.19 (m)
Time: 2.28 (s), x: -2.20 (m), y: 4.24 (m)
Time: 2.38 (s), x: -2.19 (m), y: 4.29 (m)
Time: 2.48 (s), x: -2.18 (m), y: 4.34 (m)
Time: 2.58 (s), x: -2.18 (m), y: 4.39 (m)
Time: 2.68 (s), x: -2.17 (m), y: 4.44 (m)
Time: 2.78 (s), x: -2.16 (m), y: 4.48 (m)
Time: 2.89 (s), x: -2.15 (m), y: 4.53 (m)
Time: 2.99 (s), x: -2.15 (m), y: 4.57 (m)
Time: 3.09 (s), x: -2.14 (m), y: 4.61 (m)
Time: 3.19 (s), x: -2.13 (m), y: 4.65 (m)
Time: 3.29 (s), x: -2.13 (m), y: 4.68 (m)
Time: 3.40 (s), x: -2.12 (m), y: 4.72 (m)
Time: 3.50 (s), x: -2.11 (m), y: 4.75 (m)
Time: 3.60 (s), x: -2.11 (m), y: 4.79 (m)
Time: 3.70 (s), x: -2.10 (m), y: 4.81 (m)
Time: 3.81 (s), x: -2.09 (m), y: 4.84 (m)
Time: 3.91 (s), x: -2.09 (m), y: 4.87 (m)
Time: 4.01 (s), x: -2.08 (m), y: 4.90 (m)
Time: 4.12 (s), x: -2.08 (m), y: 4.92 (m)
Time: 4.23 (s), x: -2.08 (m), y: 4.95 (m)
Time: 4.33 (s), x: -2.07 (m), y: 4.97 (m)
