🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_e2e_w77.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_77.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.21 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.32 (m)
Time: 0.33 (s), x: -2.00 (m), y: 3.47 (m)
Time: 0.44 (s), x: -2.01 (m), y: 3.60 (m)
Time: 0.54 (s), x: -2.02 (m), y: 3.75 (m)
Time: 0.64 (s), x: -2.08 (m), y: 3.92 (m)
Time: 0.75 (s), x: -2.16 (m), y: 4.08 (m)
Time: 0.85 (s), x: -2.24 (m), y: 4.20 (m)
Time: 0.96 (s), x: -2.30 (m), y: 4.28 (m)
Time: 1.06 (s), x: -2.33 (m), y: 4.31 (m)
Time: 1.17 (s), x: -2.32 (m), y: 4.31 (m)
Time: 1.28 (s), x: -2.27 (m), y: 4.31 (m)
Time: 1.38 (s), x: -2.19 (m), y: 4.31 (m)
Time: 1.49 (s), x: -2.10 (m), y: 4.31 (m)
Time: 1.59 (s), x: -2.02 (m), y: 4.30 (m)
Time: 1.70 (s), x: -1.94 (m), y: 4.30 (m)
Time: 1.80 (s), x: -1.87 (m), y: 4.29 (m)
Time: 1.91 (s), x: -1.83 (m), y: 4.29 (m)
Time: 2.01 (s), x: -1.80 (m), y: 4.30 (m)
Time: 2.11 (s), x: -1.80 (m), y: 4.32 (m)
Time: 2.21 (s), x: -1.82 (m), y: 4.35 (m)
Time: 2.32 (s), x: -1.88 (m), y: 4.40 (m)
Time: 2.43 (s), x: -1.93 (m), y: 4.45 (m)
Time: 2.54 (s), x: -1.97 (m), y: 4.48 (m)
Time: 2.65 (s), x: -1.97 (m), y: 4.49 (m)
Time: 2.75 (s), x: -1.96 (m), y: 4.47 (m)
Time: 2.86 (s), x: -1.95 (m), y: 4.45 (m)
Time: 2.97 (s), x: -1.95 (m), y: 4.42 (m)
Time: 3.07 (s), x: -1.94 (m), y: 4.38 (m)
Time: 3.17 (s), x: -1.95 (m), y: 4.34 (m)
Time: 3.28 (s), x: -1.95 (m), y: 4.30 (m)
Time: 3.39 (s), x: -1.96 (m), y: 4.27 (m)
Time: 3.49 (s), x: -1.96 (m), y: 4.28 (m)
Time: 3.60 (s), x: -1.95 (m), y: 4.33 (m)
Time: 3.71 (s), x: -1.95 (m), y: 4.40 (m)
Time: 3.82 (s), x: -1.93 (m), y: 4.52 (m)
Time: 3.92 (s), x: -1.92 (m), y: 4.65 (m)
Time: 4.03 (s), x: -1.91 (m), y: 4.78 (m)
Time: 4.13 (s), x: -1.90 (m), y: 4.93 (m)
Time: 4.24 (s), x: -1.92 (m), y: 5.09 (m)
Time: 4.34 (s), x: -1.98 (m), y: 5.26 (m)
Time: 4.44 (s), x: -2.07 (m), y: 5.43 (m)
Time: 4.54 (s), x: -2.18 (m), y: 5.57 (m)
Time: 4.64 (s), x: -2.27 (m), y: 5.67 (m)
Time: 4.74 (s), x: -2.34 (m), y: 5.76 (m)
Time: 4.85 (s), x: -2.36 (m), y: 5.84 (m)
Time: 4.95 (s), x: -2.37 (m), y: 5.89 (m)
Time: 5.06 (s), x: -2.37 (m), y: 5.91 (m)
Time: 5.16 (s), x: -2.36 (m), y: 5.89 (m)
Time: 5.26 (s), x: -2.35 (m), y: 5.83 (m)
Time: 5.37 (s), x: -2.33 (m), y: 5.73 (m)
Time: 5.47 (s), x: -2.31 (m), y: 5.60 (m)
Time: 5.58 (s), x: -2.27 (m), y: 5.43 (m)
Time: 5.68 (s), x: -2.24 (m), y: 5.24 (m)
Time: 5.79 (s), x: -2.20 (m), y: 5.02 (m)
Time: 5.89 (s), x: -2.17 (m), y: 4.83 (m)
Time: 6.00 (s), x: -2.13 (m), y: 4.64 (m)
Time: 6.11 (s), x: -2.10 (m), y: 4.50 (m)
Time: 6.21 (s), x: -2.08 (m), y: 4.36 (m)
Time: 6.31 (s), x: -2.06 (m), y: 4.25 (m)
Time: 6.41 (s), x: -2.04 (m), y: 4.16 (m)
Time: 6.52 (s), x: -2.04 (m), y: 4.12 (m)
