🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_applr_w219.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_219.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.11 (s), x: -2.00 (m), y: 3.22 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.33 (m)
Time: 0.32 (s), x: -2.01 (m), y: 3.47 (m)
Time: 0.42 (s), x: -2.02 (m), y: 3.64 (m)
Time: 0.53 (s), x: -2.03 (m), y: 3.79 (m)
Time: 0.63 (s), x: -2.05 (m), y: 3.95 (m)
Time: 0.73 (s), x: -2.06 (m), y: 4.08 (m)
Time: 0.84 (s), x: -2.10 (m), y: 4.22 (m)
Time: 0.94 (s), x: -2.16 (m), y: 4.36 (m)
Time: 1.04 (s), x: -2.25 (m), y: 4.49 (m)
Time: 1.14 (s), x: -2.36 (m), y: 4.58 (m)
Time: 1.25 (s), x: -2.48 (m), y: 4.65 (m)
Time: 1.35 (s), x: -2.58 (m), y: 4.68 (m)
Time: 1.45 (s), x: -2.69 (m), y: 4.69 (m)
Time: 1.55 (s), x: -2.82 (m), y: 4.69 (m)
Time: 1.65 (s), x: -2.92 (m), y: 4.67 (m)
Time: 1.75 (s), x: -3.03 (m), y: 4.64 (m)
Time: 1.86 (s), x: -3.12 (m), y: 4.61 (m)
Time: 1.96 (s), x: -3.22 (m), y: 4.56 (m)
Time: 2.06 (s), x: -3.30 (m), y: 4.50 (m)
Time: 2.16 (s), x: -3.36 (m), y: 4.47 (m)
Time: 2.26 (s), x: -3.38 (m), y: 4.45 (m)
Time: 2.36 (s), x: -3.39 (m), y: 4.46 (m)
Time: 2.47 (s), x: -3.41 (m), y: 4.46 (m)
Time: 2.58 (s), x: -3.43 (m), y: 4.45 (m)
Time: 2.68 (s), x: -3.45 (m), y: 4.45 (m)
Time: 2.79 (s), x: -3.47 (m), y: 4.44 (m)
Time: 2.89 (s), x: -3.47 (m), y: 4.41 (m)
Time: 2.99 (s), x: -3.47 (m), y: 4.38 (m)
Time: 3.09 (s), x: -3.47 (m), y: 4.36 (m)
Time: 3.19 (s), x: -3.48 (m), y: 4.34 (m)
Time: 3.30 (s), x: -3.48 (m), y: 4.32 (m)
Time: 3.40 (s), x: -3.46 (m), y: 4.29 (m)
Time: 3.51 (s), x: -3.43 (m), y: 4.26 (m)
Time: 3.62 (s), x: -3.39 (m), y: 4.23 (m)
Time: 3.73 (s), x: -3.38 (m), y: 4.21 (m)
Time: 3.83 (s), x: -3.38 (m), y: 4.21 (m)
Time: 3.94 (s), x: -3.38 (m), y: 4.21 (m)
Time: 4.04 (s), x: -3.38 (m), y: 4.21 (m)
Time: 4.14 (s), x: -3.38 (m), y: 4.21 (m)
Time: 4.25 (s), x: -3.38 (m), y: 4.21 (m)
Time: 4.36 (s), x: -3.38 (m), y: 4.21 (m)
Time: 4.46 (s), x: -3.38 (m), y: 4.21 (m)
Time: 4.57 (s), x: -3.38 (m), y: 4.21 (m)
Time: 4.67 (s), x: -3.38 (m), y: 4.21 (m)
Time: 4.78 (s), x: -3.38 (m), y: 4.21 (m)
Time: 4.89 (s), x: -3.38 (m), y: 4.21 (m)
Time: 4.99 (s), x: -3.38 (m), y: 4.21 (m)
Time: 5.10 (s), x: -3.38 (m), y: 4.21 (m)
Time: 5.20 (s), x: -3.38 (m), y: 4.21 (m)
Time: 5.30 (s), x: -3.38 (m), y: 4.21 (m)
Time: 5.40 (s), x: -3.38 (m), y: 4.21 (m)
Time: 5.51 (s), x: -3.38 (m), y: 4.21 (m)
Time: 5.61 (s), x: -3.38 (m), y: 4.21 (m)
Time: 5.71 (s), x: -3.38 (m), y: 4.21 (m)
Time: 5.82 (s), x: -3.38 (m), y: 4.21 (m)
Time: 5.92 (s), x: -3.38 (m), y: 4.21 (m)
Time: 6.03 (s), x: -3.38 (m), y: 4.21 (m)
Time: 6.14 (s), x: -3.38 (m), y: 4.21 (m)
Time: 6.24 (s), x: -3.38 (m), y: 4.21 (m)
Time: 6.34 (s), x: -3.38 (m), y: 4.21 (m)
Time: 6.45 (s), x: -3.38 (m), y: 4.21 (m)
Time: 6.55 (s), x: -3.38 (m), y: 4.21 (m)
Time: 6.66 (s), x: -3.38 (m), y: 4.21 (m)
Time: 6.77 (s), x: -3.38 (m), y: 4.21 (m)
Time: 6.87 (s), x: -3.38 (m), y: 4.21 (m)
Time: 6.97 (s), x: -3.38 (m), y: 4.21 (m)
Time: 7.07 (s), x: -3.38 (m), y: 4.21 (m)
Time: 7.18 (s), x: -3.38 (m), y: 4.21 (m)
Time: 7.28 (s), x: -3.38 (m), y: 4.21 (m)
Time: 7.39 (s), x: -3.38 (m), y: 4.21 (m)
Time: 7.49 (s), x: -3.38 (m), y: 4.21 (m)
Time: 7.59 (s), x: -3.38 (m), y: 4.21 (m)
Time: 7.70 (s), x: -3.38 (m), y: 4.21 (m)
Time: 7.80 (s), x: -3.38 (m), y: 4.21 (m)
