🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w208.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_208.world <<<<<<<<<<<<<<<<<<
Time: 0.00 (s), x: -1.99 (m), y: 3.43 (m)
Time: 0.11 (s), x: -1.99 (m), y: 3.49 (m)
Time: 0.22 (s), x: -1.98 (m), y: 3.54 (m)
Time: 0.32 (s), x: -1.98 (m), y: 3.60 (m)
Time: 0.42 (s), x: -1.97 (m), y: 3.64 (m)
Time: 0.52 (s), x: -1.96 (m), y: 3.69 (m)
Time: 0.62 (s), x: -1.96 (m), y: 3.76 (m)
Time: 0.72 (s), x: -1.95 (m), y: 3.79 (m)
Time: 0.83 (s), x: -1.94 (m), y: 3.85 (m)
Time: 0.94 (s), x: -1.94 (m), y: 3.88 (m)
Time: 1.04 (s), x: -1.94 (m), y: 3.88 (m)
Time: 1.14 (s), x: -1.93 (m), y: 3.92 (m)
Time: 1.24 (s), x: -1.92 (m), y: 3.97 (m)
Time: 1.35 (s), x: -1.91 (m), y: 4.03 (m)
Time: 1.46 (s), x: -1.90 (m), y: 4.08 (m)
Time: 1.56 (s), x: -1.89 (m), y: 4.13 (m)
Time: 1.66 (s), x: -1.88 (m), y: 4.18 (m)
Time: 1.77 (s), x: -1.87 (m), y: 4.23 (m)
Time: 1.87 (s), x: -1.86 (m), y: 4.27 (m)
Time: 1.97 (s), x: -1.86 (m), y: 4.33 (m)
Time: 2.08 (s), x: -1.84 (m), y: 4.41 (m)
Time: 2.18 (s), x: -1.82 (m), y: 4.53 (m)
Time: 2.28 (s), x: -1.80 (m), y: 4.67 (m)
Time: 2.38 (s), x: -1.77 (m), y: 4.82 (m)
Time: 2.49 (s), x: -1.75 (m), y: 4.95 (m)
Time: 2.59 (s), x: -1.73 (m), y: 5.07 (m)
Time: 2.69 (s), x: -1.73 (m), y: 5.18 (m)
Time: 2.80 (s), x: -1.72 (m), y: 5.27 (m)
Time: 2.90 (s), x: -1.72 (m), y: 5.35 (m)
Time: 3.01 (s), x: -1.72 (m), y: 5.42 (m)
Time: 3.11 (s), x: -1.72 (m), y: 5.49 (m)
Time: 3.22 (s), x: -1.72 (m), y: 5.57 (m)
Time: 3.32 (s), x: -1.72 (m), y: 5.63 (m)
Time: 3.42 (s), x: -1.72 (m), y: 5.70 (m)
Time: 3.53 (s), x: -1.73 (m), y: 5.76 (m)
Time: 3.63 (s), x: -1.73 (m), y: 5.82 (m)
Time: 3.73 (s), x: -1.74 (m), y: 5.87 (m)
Time: 3.83 (s), x: -1.74 (m), y: 5.93 (m)
Time: 3.94 (s), x: -1.74 (m), y: 5.98 (m)
Time: 4.05 (s), x: -1.75 (m), y: 6.02 (m)
Time: 4.15 (s), x: -1.75 (m), y: 6.06 (m)
Time: 4.26 (s), x: -1.76 (m), y: 6.11 (m)
Time: 4.36 (s), x: -1.77 (m), y: 6.17 (m)
Time: 4.46 (s), x: -1.78 (m), y: 6.22 (m)
Time: 4.57 (s), x: -1.79 (m), y: 6.28 (m)
Time: 4.68 (s), x: -1.80 (m), y: 6.34 (m)
Time: 4.78 (s), x: -1.81 (m), y: 6.39 (m)
Time: 4.89 (s), x: -1.82 (m), y: 6.45 (m)
