🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w291.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_291.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.35 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.50 (m)
Time: 0.44 (s), x: -2.25 (m), y: 3.62 (m)
Time: 0.55 (s), x: -2.25 (m), y: 3.76 (m)
Time: 0.66 (s), x: -2.24 (m), y: 3.91 (m)
Time: 0.77 (s), x: -2.21 (m), y: 4.07 (m)
Time: 0.88 (s), x: -2.15 (m), y: 4.22 (m)
Time: 0.98 (s), x: -2.09 (m), y: 4.36 (m)
Time: 1.09 (s), x: -2.01 (m), y: 4.50 (m)
Time: 1.20 (s), x: -1.92 (m), y: 4.64 (m)
Time: 1.31 (s), x: -1.82 (m), y: 4.77 (m)
Time: 1.42 (s), x: -1.73 (m), y: 4.90 (m)
Time: 1.52 (s), x: -1.64 (m), y: 5.03 (m)
Time: 1.63 (s), x: -1.56 (m), y: 5.17 (m)
Time: 1.74 (s), x: -1.48 (m), y: 5.32 (m)
Time: 1.85 (s), x: -1.41 (m), y: 5.46 (m)
Time: 1.95 (s), x: -1.35 (m), y: 5.60 (m)
Time: 2.05 (s), x: -1.30 (m), y: 5.74 (m)
Time: 2.15 (s), x: -1.28 (m), y: 5.87 (m)
Time: 2.26 (s), x: -1.28 (m), y: 5.99 (m)
Time: 2.37 (s), x: -1.30 (m), y: 6.06 (m)
Time: 2.48 (s), x: -1.32 (m), y: 6.11 (m)
Time: 2.59 (s), x: -1.35 (m), y: 6.18 (m)
Time: 2.69 (s), x: -1.37 (m), y: 6.27 (m)
Time: 2.80 (s), x: -1.41 (m), y: 6.40 (m)
Time: 2.91 (s), x: -1.46 (m), y: 6.55 (m)
Time: 3.01 (s), x: -1.51 (m), y: 6.69 (m)
Time: 3.11 (s), x: -1.54 (m), y: 6.84 (m)
Time: 3.21 (s), x: -1.55 (m), y: 6.97 (m)
Time: 3.32 (s), x: -1.55 (m), y: 7.08 (m)
Time: 3.43 (s), x: -1.54 (m), y: 7.20 (m)
Time: 3.53 (s), x: -1.53 (m), y: 7.33 (m)
Time: 3.63 (s), x: -1.51 (m), y: 7.48 (m)
Time: 3.73 (s), x: -1.50 (m), y: 7.64 (m)
Time: 3.83 (s), x: -1.51 (m), y: 7.79 (m)
Time: 3.94 (s), x: -1.53 (m), y: 7.94 (m)
Time: 4.04 (s), x: -1.56 (m), y: 8.09 (m)
Time: 4.14 (s), x: -1.59 (m), y: 8.24 (m)
Time: 4.24 (s), x: -1.61 (m), y: 8.39 (m)
Time: 4.34 (s), x: -1.62 (m), y: 8.54 (m)
Time: 4.44 (s), x: -1.64 (m), y: 8.69 (m)
Time: 4.54 (s), x: -1.65 (m), y: 8.84 (m)
Time: 4.65 (s), x: -1.66 (m), y: 8.99 (m)
Time: 4.75 (s), x: -1.66 (m), y: 9.14 (m)
Time: 4.85 (s), x: -1.68 (m), y: 9.30 (m)
Time: 4.95 (s), x: -1.70 (m), y: 9.45 (m)
Time: 5.05 (s), x: -1.73 (m), y: 9.60 (m)
Time: 5.16 (s), x: -1.76 (m), y: 9.75 (m)
Time: 5.26 (s), x: -1.77 (m), y: 9.91 (m)
Time: 5.36 (s), x: -1.78 (m), y: 10.06 (m)
Time: 5.46 (s), x: -1.79 (m), y: 10.21 (m)
Time: 5.57 (s), x: -1.81 (m), y: 10.36 (m)
Time: 5.67 (s), x: -1.84 (m), y: 10.52 (m)
Time: 5.77 (s), x: -1.86 (m), y: 10.67 (m)
Time: 5.87 (s), x: -1.87 (m), y: 10.82 (m)
Time: 5.98 (s), x: -1.89 (m), y: 10.97 (m)
Time: 6.08 (s), x: -1.91 (m), y: 11.12 (m)
Time: 6.18 (s), x: -1.93 (m), y: 11.27 (m)
Time: 6.28 (s), x: -1.96 (m), y: 11.42 (m)
Time: 6.39 (s), x: -2.00 (m), y: 11.57 (m)
Time: 6.49 (s), x: -2.04 (m), y: 11.71 (m)
Time: 6.59 (s), x: -2.09 (m), y: 11.82 (m)
Time: 6.69 (s), x: -2.15 (m), y: 11.95 (m)
Time: 6.80 (s), x: -2.22 (m), y: 12.09 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 6.7960 (s)
Navigation metric: 0.5000
