🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w42.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_42.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -1.99 (m), y: 3.10 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.13 (m)
Time: 0.22 (s), x: -2.02 (m), y: 3.17 (m)
Time: 0.33 (s), x: -2.04 (m), y: 3.21 (m)
Time: 0.43 (s), x: -2.06 (m), y: 3.24 (m)
Time: 0.54 (s), x: -2.10 (m), y: 3.28 (m)
Time: 0.64 (s), x: -2.14 (m), y: 3.31 (m)
Time: 0.74 (s), x: -2.20 (m), y: 3.33 (m)
Time: 0.84 (s), x: -2.29 (m), y: 3.34 (m)
Time: 0.95 (s), x: -2.39 (m), y: 3.35 (m)
Time: 1.05 (s), x: -2.50 (m), y: 3.36 (m)
Time: 1.15 (s), x: -2.61 (m), y: 3.37 (m)
Time: 1.25 (s), x: -2.72 (m), y: 3.36 (m)
Time: 1.36 (s), x: -2.82 (m), y: 3.35 (m)
Time: 1.46 (s), x: -2.91 (m), y: 3.33 (m)
Time: 1.56 (s), x: -2.99 (m), y: 3.29 (m)
Time: 1.66 (s), x: -3.07 (m), y: 3.25 (m)
Time: 1.77 (s), x: -3.13 (m), y: 3.21 (m)
Time: 1.87 (s), x: -3.19 (m), y: 3.16 (m)
Time: 1.98 (s), x: -3.24 (m), y: 3.10 (m)
Time: 2.08 (s), x: -3.29 (m), y: 3.05 (m)
Time: 2.18 (s), x: -3.33 (m), y: 2.99 (m)
Time: 2.28 (s), x: -3.37 (m), y: 2.91 (m)
Time: 2.38 (s), x: -3.41 (m), y: 2.83 (m)
Time: 2.49 (s), x: -3.46 (m), y: 2.74 (m)
Time: 2.59 (s), x: -3.49 (m), y: 2.66 (m)
Time: 2.70 (s), x: -3.52 (m), y: 2.60 (m)
Time: 2.80 (s), x: -3.56 (m), y: 2.54 (m)
Time: 2.90 (s), x: -3.58 (m), y: 2.49 (m)
Time: 3.00 (s), x: -3.58 (m), y: 2.46 (m)
Time: 3.10 (s), x: -3.58 (m), y: 2.44 (m)
Time: 3.21 (s), x: -3.56 (m), y: 2.42 (m)
Time: 3.31 (s), x: -3.55 (m), y: 2.40 (m)
Time: 3.41 (s), x: -3.53 (m), y: 2.37 (m)
Time: 3.52 (s), x: -3.51 (m), y: 2.34 (m)
Time: 3.62 (s), x: -3.51 (m), y: 2.32 (m)
Time: 3.73 (s), x: -3.52 (m), y: 2.30 (m)
Time: 3.83 (s), x: -3.53 (m), y: 2.30 (m)
Time: 3.94 (s), x: -3.54 (m), y: 2.31 (m)
Time: 4.05 (s), x: -3.53 (m), y: 2.35 (m)
Time: 4.15 (s), x: -3.52 (m), y: 2.42 (m)
Time: 4.25 (s), x: -3.51 (m), y: 2.53 (m)
Time: 4.36 (s), x: -3.49 (m), y: 2.66 (m)
Time: 4.46 (s), x: -3.47 (m), y: 2.79 (m)
Time: 4.57 (s), x: -3.46 (m), y: 2.94 (m)
Time: 4.67 (s), x: -3.46 (m), y: 3.11 (m)
Time: 4.78 (s), x: -3.47 (m), y: 3.26 (m)
Time: 4.88 (s), x: -3.50 (m), y: 3.40 (m)
Time: 4.98 (s), x: -3.52 (m), y: 3.51 (m)
Time: 5.09 (s), x: -3.55 (m), y: 3.63 (m)
Time: 5.19 (s), x: -3.57 (m), y: 3.73 (m)
Time: 5.29 (s), x: -3.59 (m), y: 3.82 (m)
Time: 5.40 (s), x: -3.61 (m), y: 3.90 (m)
Time: 5.50 (s), x: -3.63 (m), y: 3.99 (m)
Time: 5.61 (s), x: -3.64 (m), y: 4.07 (m)
Time: 5.71 (s), x: -3.66 (m), y: 4.16 (m)
Time: 5.81 (s), x: -3.67 (m), y: 4.25 (m)
Time: 5.92 (s), x: -3.68 (m), y: 4.34 (m)
Time: 6.02 (s), x: -3.69 (m), y: 4.43 (m)
Time: 6.13 (s), x: -3.70 (m), y: 4.55 (m)
Time: 6.23 (s), x: -3.71 (m), y: 4.66 (m)
Time: 6.33 (s), x: -3.73 (m), y: 4.82 (m)
Time: 6.43 (s), x: -3.74 (m), y: 4.96 (m)
Time: 6.54 (s), x: -3.75 (m), y: 5.09 (m)
Time: 6.65 (s), x: -3.77 (m), y: 5.24 (m)
Time: 6.75 (s), x: -3.79 (m), y: 5.42 (m)
Time: 6.85 (s), x: -3.80 (m), y: 5.61 (m)
Time: 6.96 (s), x: -3.82 (m), y: 5.79 (m)
Time: 7.06 (s), x: -3.84 (m), y: 5.95 (m)
Time: 7.16 (s), x: -3.87 (m), y: 6.09 (m)
Time: 7.26 (s), x: -3.89 (m), y: 6.21 (m)
Time: 7.37 (s), x: -3.90 (m), y: 6.28 (m)
Time: 7.47 (s), x: -3.91 (m), y: 6.30 (m)
Time: 7.58 (s), x: -3.92 (m), y: 6.31 (m)
Time: 7.69 (s), x: -3.94 (m), y: 6.31 (m)
Time: 7.79 (s), x: -3.94 (m), y: 6.34 (m)
Time: 7.89 (s), x: -3.94 (m), y: 6.41 (m)
Time: 7.99 (s), x: -3.93 (m), y: 6.51 (m)
Time: 8.10 (s), x: -3.92 (m), y: 6.63 (m)
Time: 8.20 (s), x: -3.91 (m), y: 6.72 (m)
Time: 8.30 (s), x: -3.91 (m), y: 6.81 (m)
Time: 8.41 (s), x: -3.90 (m), y: 6.88 (m)
Time: 8.51 (s), x: -3.90 (m), y: 6.95 (m)
Time: 8.62 (s), x: -3.88 (m), y: 6.97 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation collided with time 8.6220 (s)
Navigation metric: 0.0000
