🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w274.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_274.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.23 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.38 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.53 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.68 (m)
Time: 0.54 (s), x: -2.27 (m), y: 3.84 (m)
Time: 0.65 (s), x: -2.30 (m), y: 4.00 (m)
Time: 0.76 (s), x: -2.33 (m), y: 4.16 (m)
Time: 0.87 (s), x: -2.36 (m), y: 4.32 (m)
Time: 0.97 (s), x: -2.38 (m), y: 4.48 (m)
Time: 1.08 (s), x: -2.38 (m), y: 4.64 (m)
Time: 1.19 (s), x: -2.36 (m), y: 4.80 (m)
Time: 1.30 (s), x: -2.33 (m), y: 4.96 (m)
Time: 1.40 (s), x: -2.28 (m), y: 5.11 (m)
Time: 1.51 (s), x: -2.22 (m), y: 5.26 (m)
Time: 1.62 (s), x: -2.16 (m), y: 5.40 (m)
Time: 1.73 (s), x: -2.10 (m), y: 5.55 (m)
Time: 1.83 (s), x: -2.06 (m), y: 5.70 (m)
Time: 1.94 (s), x: -2.00 (m), y: 5.85 (m)
Time: 2.04 (s), x: -1.95 (m), y: 5.99 (m)
Time: 2.15 (s), x: -1.89 (m), y: 6.14 (m)
Time: 2.25 (s), x: -1.83 (m), y: 6.28 (m)
Time: 2.35 (s), x: -1.79 (m), y: 6.44 (m)
Time: 2.46 (s), x: -1.78 (m), y: 6.58 (m)
Time: 2.56 (s), x: -1.80 (m), y: 6.71 (m)
Time: 2.67 (s), x: -1.83 (m), y: 6.84 (m)
Time: 2.77 (s), x: -1.86 (m), y: 6.98 (m)
Time: 2.88 (s), x: -1.91 (m), y: 7.14 (m)
Time: 2.99 (s), x: -1.95 (m), y: 7.30 (m)
Time: 3.09 (s), x: -1.97 (m), y: 7.44 (m)
Time: 3.20 (s), x: -1.97 (m), y: 7.61 (m)
Time: 3.30 (s), x: -1.95 (m), y: 7.75 (m)
Time: 3.40 (s), x: -1.91 (m), y: 7.90 (m)
Time: 3.51 (s), x: -1.85 (m), y: 8.04 (m)
Time: 3.62 (s), x: -1.79 (m), y: 8.19 (m)
Time: 3.72 (s), x: -1.74 (m), y: 8.32 (m)
Time: 3.82 (s), x: -1.68 (m), y: 8.46 (m)
Time: 3.92 (s), x: -1.64 (m), y: 8.61 (m)
Time: 4.03 (s), x: -1.64 (m), y: 8.74 (m)
Time: 4.13 (s), x: -1.65 (m), y: 8.84 (m)
Time: 4.23 (s), x: -1.66 (m), y: 8.92 (m)
Time: 4.33 (s), x: -1.67 (m), y: 9.00 (m)
Time: 4.44 (s), x: -1.68 (m), y: 9.10 (m)
Time: 4.54 (s), x: -1.69 (m), y: 9.24 (m)
Time: 4.64 (s), x: -1.71 (m), y: 9.39 (m)
Time: 4.74 (s), x: -1.73 (m), y: 9.54 (m)
Time: 4.84 (s), x: -1.75 (m), y: 9.70 (m)
Time: 4.95 (s), x: -1.76 (m), y: 9.85 (m)
Time: 5.05 (s), x: -1.77 (m), y: 10.00 (m)
Time: 5.16 (s), x: -1.78 (m), y: 10.17 (m)
Time: 5.27 (s), x: -1.81 (m), y: 10.33 (m)
Time: 5.38 (s), x: -1.83 (m), y: 10.49 (m)
Time: 5.48 (s), x: -1.85 (m), y: 10.64 (m)
Time: 5.58 (s), x: -1.87 (m), y: 10.79 (m)
Time: 5.69 (s), x: -1.88 (m), y: 10.95 (m)
Time: 5.79 (s), x: -1.90 (m), y: 11.10 (m)
Time: 5.89 (s), x: -1.92 (m), y: 11.25 (m)
Time: 5.99 (s), x: -1.95 (m), y: 11.40 (m)
Time: 6.10 (s), x: -1.99 (m), y: 11.55 (m)
Time: 6.20 (s), x: -2.05 (m), y: 11.69 (m)
Time: 6.30 (s), x: -2.10 (m), y: 11.81 (m)
Time: 6.40 (s), x: -2.16 (m), y: 11.94 (m)
Time: 6.50 (s), x: -2.23 (m), y: 12.08 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 6.5040 (s)
Navigation metric: 0.5000
