🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_applr_w64.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_64.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -1.99 (m), y: 3.26 (m)
Time: 0.11 (s), x: -1.99 (m), y: 3.31 (m)
Time: 0.21 (s), x: -1.98 (m), y: 3.35 (m)
Time: 0.31 (s), x: -1.98 (m), y: 3.39 (m)
Time: 0.41 (s), x: -1.97 (m), y: 3.43 (m)
Time: 0.52 (s), x: -1.97 (m), y: 3.48 (m)
Time: 0.62 (s), x: -1.96 (m), y: 3.52 (m)
Time: 0.72 (s), x: -1.95 (m), y: 3.56 (m)
Time: 0.83 (s), x: -1.95 (m), y: 3.61 (m)
Time: 0.94 (s), x: -1.94 (m), y: 3.65 (m)
Time: 1.04 (s), x: -1.93 (m), y: 3.68 (m)
Time: 1.14 (s), x: -1.93 (m), y: 3.72 (m)
Time: 1.24 (s), x: -1.92 (m), y: 3.75 (m)
Time: 1.35 (s), x: -1.92 (m), y: 3.79 (m)
Time: 1.45 (s), x: -1.91 (m), y: 3.82 (m)
Time: 1.55 (s), x: -1.91 (m), y: 3.84 (m)
Time: 1.65 (s), x: -1.90 (m), y: 3.87 (m)
Time: 1.75 (s), x: -1.90 (m), y: 3.90 (m)
Time: 1.86 (s), x: -1.90 (m), y: 3.92 (m)
Time: 1.96 (s), x: -1.89 (m), y: 3.94 (m)
Time: 2.06 (s), x: -1.89 (m), y: 3.97 (m)
Time: 2.16 (s), x: -1.89 (m), y: 3.99 (m)
Time: 2.27 (s), x: -1.88 (m), y: 4.01 (m)
Time: 2.37 (s), x: -1.88 (m), y: 4.03 (m)
Time: 2.47 (s), x: -1.88 (m), y: 4.04 (m)
Time: 2.58 (s), x: -1.87 (m), y: 4.06 (m)
Time: 2.68 (s), x: -1.87 (m), y: 4.08 (m)
Time: 2.78 (s), x: -1.87 (m), y: 4.09 (m)
Time: 2.88 (s), x: -1.86 (m), y: 4.11 (m)
Time: 2.99 (s), x: -1.86 (m), y: 4.12 (m)
Time: 3.09 (s), x: -1.86 (m), y: 4.14 (m)
Time: 3.20 (s), x: -1.86 (m), y: 4.15 (m)
Time: 3.30 (s), x: -1.85 (m), y: 4.17 (m)
Time: 3.40 (s), x: -1.85 (m), y: 4.18 (m)
Time: 3.51 (s), x: -1.85 (m), y: 4.19 (m)
Time: 3.62 (s), x: -1.85 (m), y: 4.21 (m)
Time: 3.72 (s), x: -1.84 (m), y: 4.24 (m)
Time: 3.83 (s), x: -1.83 (m), y: 4.28 (m)
Time: 3.93 (s), x: -1.83 (m), y: 4.31 (m)
Time: 4.03 (s), x: -1.83 (m), y: 4.31 (m)
Time: 4.14 (s), x: -1.83 (m), y: 4.31 (m)
Time: 4.24 (s), x: -1.83 (m), y: 4.31 (m)
Time: 4.34 (s), x: -1.83 (m), y: 4.31 (m)
Time: 4.45 (s), x: -1.83 (m), y: 4.31 (m)
Time: 4.55 (s), x: -1.83 (m), y: 4.31 (m)
Time: 4.66 (s), x: -1.83 (m), y: 4.31 (m)
Time: 4.76 (s), x: -1.83 (m), y: 4.31 (m)
Time: 4.87 (s), x: -1.83 (m), y: 4.31 (m)
Time: 4.97 (s), x: -1.83 (m), y: 4.31 (m)
Time: 5.07 (s), x: -1.83 (m), y: 4.31 (m)
Time: 5.18 (s), x: -1.83 (m), y: 4.31 (m)
Time: 5.28 (s), x: -1.83 (m), y: 4.31 (m)
Time: 5.38 (s), x: -1.83 (m), y: 4.31 (m)
Time: 5.48 (s), x: -1.83 (m), y: 4.31 (m)
Time: 5.59 (s), x: -1.83 (m), y: 4.31 (m)
Time: 5.69 (s), x: -1.83 (m), y: 4.31 (m)
Time: 5.80 (s), x: -1.83 (m), y: 4.31 (m)
Time: 5.90 (s), x: -1.83 (m), y: 4.31 (m)
Time: 6.01 (s), x: -1.83 (m), y: 4.31 (m)
Time: 6.11 (s), x: -1.83 (m), y: 4.31 (m)
Time: 6.22 (s), x: -1.83 (m), y: 4.31 (m)
Time: 6.32 (s), x: -1.83 (m), y: 4.31 (m)
Time: 6.42 (s), x: -1.83 (m), y: 4.31 (m)
Time: 6.53 (s), x: -1.83 (m), y: 4.31 (m)
Time: 6.63 (s), x: -1.83 (m), y: 4.31 (m)
Time: 6.73 (s), x: -1.83 (m), y: 4.31 (m)
Time: 6.84 (s), x: -1.83 (m), y: 4.31 (m)
Time: 6.94 (s), x: -1.83 (m), y: 4.31 (m)
Time: 7.04 (s), x: -1.83 (m), y: 4.31 (m)
Time: 7.15 (s), x: -1.83 (m), y: 4.31 (m)
Time: 7.26 (s), x: -1.83 (m), y: 4.31 (m)
Time: 7.36 (s), x: -1.83 (m), y: 4.31 (m)
Time: 7.47 (s), x: -1.83 (m), y: 4.31 (m)
Time: 7.57 (s), x: -1.83 (m), y: 4.31 (m)
Time: 7.68 (s), x: -1.83 (m), y: 4.31 (m)
Time: 7.78 (s), x: -1.83 (m), y: 4.31 (m)
Time: 7.89 (s), x: -1.83 (m), y: 4.31 (m)
Time: 7.99 (s), x: -1.83 (m), y: 4.31 (m)
Time: 8.09 (s), x: -1.83 (m), y: 4.31 (m)
Time: 8.20 (s), x: -1.83 (m), y: 4.31 (m)
Time: 8.30 (s), x: -1.83 (m), y: 4.31 (m)
Time: 8.40 (s), x: -1.83 (m), y: 4.31 (m)
Time: 8.51 (s), x: -1.83 (m), y: 4.31 (m)
Time: 8.61 (s), x: -1.83 (m), y: 4.31 (m)
Time: 8.72 (s), x: -1.83 (m), y: 4.31 (m)
Time: 8.82 (s), x: -1.83 (m), y: 4.31 (m)
Time: 8.92 (s), x: -1.83 (m), y: 4.31 (m)
Time: 9.02 (s), x: -1.83 (m), y: 4.31 (m)
Time: 9.13 (s), x: -1.83 (m), y: 4.31 (m)
Time: 9.24 (s), x: -1.83 (m), y: 4.31 (m)
Time: 9.34 (s), x: -1.83 (m), y: 4.31 (m)
Time: 9.45 (s), x: -1.83 (m), y: 4.31 (m)
Time: 9.55 (s), x: -1.83 (m), y: 4.31 (m)
Time: 9.66 (s), x: -1.83 (m), y: 4.31 (m)
Time: 9.76 (s), x: -1.83 (m), y: 4.31 (m)
Time: 9.87 (s), x: -1.83 (m), y: 4.31 (m)
Time: 9.97 (s), x: -1.83 (m), y: 4.31 (m)
Time: 10.08 (s), x: -1.83 (m), y: 4.31 (m)
Time: 10.18 (s), x: -1.83 (m), y: 4.31 (m)
Time: 10.29 (s), x: -1.83 (m), y: 4.31 (m)
Time: 10.39 (s), x: -1.83 (m), y: 4.31 (m)
Time: 10.49 (s), x: -1.83 (m), y: 4.31 (m)
Time: 10.60 (s), x: -1.83 (m), y: 4.31 (m)
Time: 10.70 (s), x: -1.83 (m), y: 4.31 (m)
Time: 10.80 (s), x: -1.83 (m), y: 4.31 (m)
Time: 10.91 (s), x: -1.83 (m), y: 4.33 (m)
Time: 11.01 (s), x: -1.82 (m), y: 4.38 (m)
Time: 11.12 (s), x: -1.81 (m), y: 4.43 (m)
