🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w149.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_149.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.27 (m)
Time: 0.44 (s), x: -2.25 (m), y: 3.33 (m)
Time: 0.54 (s), x: -2.26 (m), y: 3.39 (m)
Time: 0.65 (s), x: -2.26 (m), y: 3.44 (m)
Time: 0.75 (s), x: -2.27 (m), y: 3.50 (m)
Time: 0.86 (s), x: -2.29 (m), y: 3.56 (m)
Time: 0.96 (s), x: -2.30 (m), y: 3.62 (m)
Time: 1.07 (s), x: -2.31 (m), y: 3.68 (m)
Time: 1.17 (s), x: -2.32 (m), y: 3.73 (m)
Time: 1.28 (s), x: -2.33 (m), y: 3.78 (m)
Time: 1.39 (s), x: -2.35 (m), y: 3.83 (m)
Time: 1.49 (s), x: -2.36 (m), y: 3.88 (m)
Time: 1.60 (s), x: -2.37 (m), y: 3.92 (m)
Time: 1.70 (s), x: -2.38 (m), y: 3.97 (m)
Time: 1.81 (s), x: -2.40 (m), y: 4.01 (m)
Time: 1.91 (s), x: -2.41 (m), y: 4.05 (m)
Time: 2.02 (s), x: -2.42 (m), y: 4.09 (m)
Time: 2.12 (s), x: -2.43 (m), y: 4.12 (m)
Time: 2.23 (s), x: -2.44 (m), y: 4.16 (m)
Time: 2.34 (s), x: -2.45 (m), y: 4.19 (m)
Time: 2.45 (s), x: -2.46 (m), y: 4.22 (m)
Time: 2.55 (s), x: -2.47 (m), y: 4.24 (m)
Time: 2.66 (s), x: -2.47 (m), y: 4.26 (m)
Time: 2.76 (s), x: -2.48 (m), y: 4.28 (m)
Time: 2.87 (s), x: -2.49 (m), y: 4.30 (m)
Time: 2.98 (s), x: -2.49 (m), y: 4.32 (m)
Time: 3.08 (s), x: -2.50 (m), y: 4.34 (m)
Time: 3.19 (s), x: -2.50 (m), y: 4.34 (m)
Time: 3.30 (s), x: -2.51 (m), y: 4.35 (m)
Time: 3.41 (s), x: -2.51 (m), y: 4.36 (m)
Time: 3.51 (s), x: -2.51 (m), y: 4.38 (m)
Time: 3.62 (s), x: -2.52 (m), y: 4.39 (m)
Time: 3.72 (s), x: -2.52 (m), y: 4.40 (m)
Time: 3.83 (s), x: -2.53 (m), y: 4.41 (m)
Time: 3.93 (s), x: -2.53 (m), y: 4.43 (m)
Time: 4.04 (s), x: -2.53 (m), y: 4.43 (m)
Time: 4.15 (s), x: -2.53 (m), y: 4.44 (m)
Time: 4.25 (s), x: -2.54 (m), y: 4.45 (m)
Time: 4.36 (s), x: -2.54 (m), y: 4.46 (m)
Time: 4.47 (s), x: -2.54 (m), y: 4.46 (m)
Time: 4.57 (s), x: -2.54 (m), y: 4.47 (m)
Time: 4.68 (s), x: -2.55 (m), y: 4.48 (m)
Time: 4.78 (s), x: -2.55 (m), y: 4.48 (m)
Time: 4.89 (s), x: -2.55 (m), y: 4.48 (m)
Time: 4.99 (s), x: -2.55 (m), y: 4.49 (m)
Time: 5.10 (s), x: -2.55 (m), y: 4.49 (m)
Time: 5.20 (s), x: -2.55 (m), y: 4.49 (m)
Time: 5.31 (s), x: -2.55 (m), y: 4.49 (m)
Time: 5.41 (s), x: -2.56 (m), y: 4.49 (m)
Time: 5.52 (s), x: -2.56 (m), y: 4.49 (m)
Time: 5.62 (s), x: -2.56 (m), y: 4.49 (m)
Time: 5.73 (s), x: -2.56 (m), y: 4.49 (m)
Time: 5.83 (s), x: -2.56 (m), y: 4.49 (m)
Time: 5.94 (s), x: -2.56 (m), y: 4.49 (m)
Time: 6.04 (s), x: -2.56 (m), y: 4.49 (m)
Time: 6.15 (s), x: -2.56 (m), y: 4.49 (m)
Time: 6.25 (s), x: -2.56 (m), y: 4.49 (m)
Time: 6.36 (s), x: -2.56 (m), y: 4.49 (m)
Time: 6.47 (s), x: -2.56 (m), y: 4.49 (m)
Time: 6.57 (s), x: -2.56 (m), y: 4.49 (m)
Time: 6.68 (s), x: -2.56 (m), y: 4.49 (m)
Time: 6.78 (s), x: -2.56 (m), y: 4.49 (m)
Time: 6.89 (s), x: -2.56 (m), y: 4.49 (m)
Time: 7.00 (s), x: -2.56 (m), y: 4.49 (m)
