🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w272.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_272.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.20 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.28 (m)
Time: 0.32 (s), x: -2.26 (m), y: 3.39 (m)
Time: 0.43 (s), x: -2.27 (m), y: 3.52 (m)
Time: 0.53 (s), x: -2.28 (m), y: 3.63 (m)
Time: 0.63 (s), x: -2.28 (m), y: 3.72 (m)
Time: 0.73 (s), x: -2.30 (m), y: 3.83 (m)
Time: 0.84 (s), x: -2.32 (m), y: 3.94 (m)
Time: 0.95 (s), x: -2.34 (m), y: 4.06 (m)
Time: 1.05 (s), x: -2.36 (m), y: 4.17 (m)
Time: 1.16 (s), x: -2.38 (m), y: 4.27 (m)
Time: 1.27 (s), x: -2.39 (m), y: 4.35 (m)
Time: 1.38 (s), x: -2.41 (m), y: 4.41 (m)
Time: 1.48 (s), x: -2.42 (m), y: 4.46 (m)
Time: 1.58 (s), x: -2.42 (m), y: 4.49 (m)
Time: 1.69 (s), x: -2.42 (m), y: 4.51 (m)
Time: 1.79 (s), x: -2.42 (m), y: 4.51 (m)
Time: 1.89 (s), x: -2.40 (m), y: 4.51 (m)
Time: 1.99 (s), x: -2.38 (m), y: 4.50 (m)
Time: 2.10 (s), x: -2.37 (m), y: 4.50 (m)
Time: 2.20 (s), x: -2.36 (m), y: 4.51 (m)
Time: 2.31 (s), x: -2.38 (m), y: 4.54 (m)
Time: 2.41 (s), x: -2.40 (m), y: 4.57 (m)
Time: 2.51 (s), x: -2.42 (m), y: 4.59 (m)
Time: 2.61 (s), x: -2.44 (m), y: 4.60 (m)
Time: 2.71 (s), x: -2.46 (m), y: 4.61 (m)
Time: 2.82 (s), x: -2.50 (m), y: 4.61 (m)
Time: 2.92 (s), x: -2.55 (m), y: 4.62 (m)
Time: 3.02 (s), x: -2.62 (m), y: 4.63 (m)
Time: 3.12 (s), x: -2.70 (m), y: 4.64 (m)
Time: 3.23 (s), x: -2.79 (m), y: 4.66 (m)
Time: 3.33 (s), x: -2.88 (m), y: 4.68 (m)
Time: 3.43 (s), x: -2.99 (m), y: 4.72 (m)
Time: 3.54 (s), x: -3.10 (m), y: 4.77 (m)
Time: 3.64 (s), x: -3.20 (m), y: 4.82 (m)
Time: 3.75 (s), x: -3.27 (m), y: 4.87 (m)
Time: 3.85 (s), x: -3.33 (m), y: 4.92 (m)
Time: 3.96 (s), x: -3.37 (m), y: 4.96 (m)
Time: 4.06 (s), x: -3.39 (m), y: 4.98 (m)
Time: 4.17 (s), x: -3.41 (m), y: 4.99 (m)
Time: 4.28 (s), x: -3.43 (m), y: 4.99 (m)
Time: 4.39 (s), x: -3.45 (m), y: 4.99 (m)
Time: 4.49 (s), x: -3.46 (m), y: 4.98 (m)
Time: 4.59 (s), x: -3.48 (m), y: 4.98 (m)
Time: 4.70 (s), x: -3.49 (m), y: 4.98 (m)
Time: 4.81 (s), x: -3.49 (m), y: 4.99 (m)
Time: 4.92 (s), x: -3.48 (m), y: 5.00 (m)
Time: 5.03 (s), x: -3.46 (m), y: 5.02 (m)
Time: 5.13 (s), x: -3.45 (m), y: 5.03 (m)
Time: 5.23 (s), x: -3.41 (m), y: 5.07 (m)
Time: 5.34 (s), x: -3.36 (m), y: 5.13 (m)
Time: 5.44 (s), x: -3.32 (m), y: 5.17 (m)
Time: 5.54 (s), x: -3.29 (m), y: 5.20 (m)
Time: 5.64 (s), x: -3.27 (m), y: 5.21 (m)
Time: 5.75 (s), x: -3.26 (m), y: 5.21 (m)
Time: 5.85 (s), x: -3.25 (m), y: 5.19 (m)
Time: 5.95 (s), x: -3.23 (m), y: 5.17 (m)
Time: 6.05 (s), x: -3.22 (m), y: 5.15 (m)
Time: 6.16 (s), x: -3.20 (m), y: 5.15 (m)
Time: 6.27 (s), x: -3.19 (m), y: 5.16 (m)
Time: 6.37 (s), x: -3.19 (m), y: 5.19 (m)
Time: 6.48 (s), x: -3.21 (m), y: 5.23 (m)
Time: 6.58 (s), x: -3.24 (m), y: 5.31 (m)
Time: 6.68 (s), x: -3.29 (m), y: 5.42 (m)
Time: 6.79 (s), x: -3.35 (m), y: 5.55 (m)
Time: 6.90 (s), x: -3.41 (m), y: 5.70 (m)
Time: 7.00 (s), x: -3.46 (m), y: 5.82 (m)
Time: 7.10 (s), x: -3.51 (m), y: 5.94 (m)
Time: 7.20 (s), x: -3.54 (m), y: 6.05 (m)
Time: 7.31 (s), x: -3.57 (m), y: 6.15 (m)
Time: 7.41 (s), x: -3.60 (m), y: 6.22 (m)
Time: 7.51 (s), x: -3.62 (m), y: 6.26 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation collided with time 7.5140 (s)
Navigation metric: 0.0000
