🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w248.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_248.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.34 (s), x: -2.25 (m), y: 3.27 (m)
Time: 0.44 (s), x: -2.25 (m), y: 3.32 (m)
Time: 0.55 (s), x: -2.25 (m), y: 3.38 (m)
Time: 0.66 (s), x: -2.25 (m), y: 3.43 (m)
Time: 0.76 (s), x: -2.25 (m), y: 3.48 (m)
Time: 0.87 (s), x: -2.25 (m), y: 3.53 (m)
Time: 0.98 (s), x: -2.25 (m), y: 3.59 (m)
Time: 1.08 (s), x: -2.25 (m), y: 3.64 (m)
Time: 1.19 (s), x: -2.25 (m), y: 3.70 (m)
Time: 1.30 (s), x: -2.24 (m), y: 3.75 (m)
Time: 1.40 (s), x: -2.24 (m), y: 3.79 (m)
Time: 1.51 (s), x: -2.24 (m), y: 3.84 (m)
Time: 1.62 (s), x: -2.24 (m), y: 3.88 (m)
Time: 1.72 (s), x: -2.24 (m), y: 3.93 (m)
Time: 1.83 (s), x: -2.23 (m), y: 3.98 (m)
Time: 1.94 (s), x: -2.23 (m), y: 4.03 (m)
Time: 2.04 (s), x: -2.23 (m), y: 4.09 (m)
Time: 2.15 (s), x: -2.22 (m), y: 4.14 (m)
Time: 2.26 (s), x: -2.22 (m), y: 4.20 (m)
Time: 2.37 (s), x: -2.21 (m), y: 4.25 (m)
Time: 2.48 (s), x: -2.20 (m), y: 4.31 (m)
Time: 2.59 (s), x: -2.19 (m), y: 4.36 (m)
Time: 2.70 (s), x: -2.18 (m), y: 4.41 (m)
Time: 2.80 (s), x: -2.17 (m), y: 4.46 (m)
Time: 2.91 (s), x: -2.16 (m), y: 4.51 (m)
Time: 3.02 (s), x: -2.15 (m), y: 4.55 (m)
Time: 3.13 (s), x: -2.14 (m), y: 4.59 (m)
Time: 3.23 (s), x: -2.13 (m), y: 4.63 (m)
Time: 3.34 (s), x: -2.12 (m), y: 4.68 (m)
Time: 3.44 (s), x: -2.11 (m), y: 4.72 (m)
Time: 3.55 (s), x: -2.10 (m), y: 4.76 (m)
Time: 3.65 (s), x: -2.09 (m), y: 4.79 (m)
Time: 3.75 (s), x: -2.08 (m), y: 4.81 (m)
Time: 3.86 (s), x: -2.08 (m), y: 4.83 (m)
Time: 3.97 (s), x: -2.07 (m), y: 4.86 (m)
Time: 4.08 (s), x: -2.06 (m), y: 4.88 (m)
Time: 4.19 (s), x: -2.05 (m), y: 4.91 (m)
Time: 4.29 (s), x: -2.05 (m), y: 4.94 (m)
Time: 4.40 (s), x: -2.04 (m), y: 4.96 (m)
Time: 4.51 (s), x: -2.03 (m), y: 4.99 (m)
Time: 4.61 (s), x: -2.01 (m), y: 5.03 (m)
Time: 4.72 (s), x: -2.00 (m), y: 5.07 (m)
Time: 4.82 (s), x: -1.99 (m), y: 5.10 (m)
Time: 4.92 (s), x: -1.98 (m), y: 5.14 (m)
Time: 5.03 (s), x: -1.97 (m), y: 5.18 (m)
Time: 5.14 (s), x: -1.96 (m), y: 5.22 (m)
Time: 5.25 (s), x: -1.94 (m), y: 5.26 (m)
Time: 5.36 (s), x: -1.93 (m), y: 5.29 (m)
Time: 5.47 (s), x: -1.92 (m), y: 5.31 (m)
Time: 5.58 (s), x: -1.92 (m), y: 5.33 (m)
Time: 5.68 (s), x: -1.91 (m), y: 5.36 (m)
Time: 5.78 (s), x: -1.91 (m), y: 5.38 (m)
Time: 5.88 (s), x: -1.90 (m), y: 5.40 (m)
Time: 5.98 (s), x: -1.89 (m), y: 5.43 (m)
Time: 6.08 (s), x: -1.89 (m), y: 5.48 (m)
Time: 6.18 (s), x: -1.89 (m), y: 5.53 (m)
Time: 6.29 (s), x: -1.88 (m), y: 5.57 (m)
Time: 6.39 (s), x: -1.87 (m), y: 5.61 (m)
Time: 6.49 (s), x: -1.87 (m), y: 5.63 (m)
Time: 6.59 (s), x: -1.87 (m), y: 5.67 (m)
Time: 6.69 (s), x: -1.86 (m), y: 5.69 (m)
Time: 6.79 (s), x: -1.86 (m), y: 5.70 (m)
Time: 6.90 (s), x: -1.85 (m), y: 5.71 (m)
Time: 7.00 (s), x: -1.84 (m), y: 5.72 (m)
Time: 7.10 (s), x: -1.84 (m), y: 5.73 (m)
Time: 7.20 (s), x: -1.83 (m), y: 5.74 (m)
Time: 7.31 (s), x: -1.82 (m), y: 5.75 (m)
Time: 7.41 (s), x: -1.82 (m), y: 5.77 (m)
Time: 7.52 (s), x: -1.82 (m), y: 5.78 (m)
Time: 7.62 (s), x: -1.81 (m), y: 5.79 (m)
Time: 7.72 (s), x: -1.82 (m), y: 5.80 (m)
Time: 7.83 (s), x: -1.82 (m), y: 5.83 (m)
Time: 7.94 (s), x: -1.83 (m), y: 5.85 (m)
Time: 8.04 (s), x: -1.83 (m), y: 5.87 (m)
Time: 8.14 (s), x: -1.83 (m), y: 5.88 (m)
Time: 8.25 (s), x: -1.83 (m), y: 5.88 (m)
Time: 8.36 (s), x: -1.82 (m), y: 5.88 (m)
Time: 8.47 (s), x: -1.81 (m), y: 5.88 (m)
Time: 8.57 (s), x: -1.81 (m), y: 5.88 (m)
Time: 8.68 (s), x: -1.81 (m), y: 5.87 (m)
Time: 8.79 (s), x: -1.80 (m), y: 5.86 (m)
Time: 8.89 (s), x: -1.80 (m), y: 5.85 (m)
Time: 9.00 (s), x: -1.80 (m), y: 5.84 (m)
Time: 9.10 (s), x: -1.80 (m), y: 5.84 (m)
Time: 9.20 (s), x: -1.79 (m), y: 5.83 (m)
Time: 9.31 (s), x: -1.79 (m), y: 5.82 (m)
Time: 9.41 (s), x: -1.80 (m), y: 5.83 (m)
Time: 9.51 (s), x: -1.81 (m), y: 5.84 (m)
Time: 9.61 (s), x: -1.82 (m), y: 5.85 (m)
Time: 9.72 (s), x: -1.83 (m), y: 5.86 (m)
Time: 9.82 (s), x: -1.83 (m), y: 5.87 (m)
Time: 9.92 (s), x: -1.83 (m), y: 5.87 (m)
Time: 10.02 (s), x: -1.83 (m), y: 5.87 (m)
Time: 10.12 (s), x: -1.83 (m), y: 5.88 (m)
Time: 10.23 (s), x: -1.82 (m), y: 5.88 (m)
Time: 10.33 (s), x: -1.81 (m), y: 5.88 (m)
Time: 10.43 (s), x: -1.81 (m), y: 5.88 (m)
Time: 10.53 (s), x: -1.80 (m), y: 5.88 (m)
Time: 10.64 (s), x: -1.80 (m), y: 5.88 (m)
