🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_e2e_w38.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_38.world <<<<<<<<<<<<<<<<<<
Time: 0.00 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.11 (s), x: -2.00 (m), y: 3.21 (m)
Time: 0.21 (s), x: -2.00 (m), y: 3.32 (m)
Time: 0.31 (s), x: -2.00 (m), y: 3.44 (m)
Time: 0.41 (s), x: -2.00 (m), y: 3.59 (m)
Time: 0.52 (s), x: -2.01 (m), y: 3.71 (m)
Time: 0.63 (s), x: -2.04 (m), y: 3.85 (m)
Time: 0.74 (s), x: -2.07 (m), y: 3.95 (m)
Time: 0.84 (s), x: -2.09 (m), y: 3.99 (m)
Time: 0.95 (s), x: -2.10 (m), y: 4.00 (m)
Time: 1.06 (s), x: -2.08 (m), y: 3.97 (m)
Time: 1.16 (s), x: -2.05 (m), y: 3.95 (m)
Time: 1.28 (s), x: -2.00 (m), y: 3.91 (m)
Time: 1.38 (s), x: -1.94 (m), y: 3.87 (m)
Time: 1.48 (s), x: -1.87 (m), y: 3.83 (m)
Time: 1.59 (s), x: -1.81 (m), y: 3.79 (m)
Time: 1.70 (s), x: -1.78 (m), y: 3.76 (m)
Time: 1.80 (s), x: -1.76 (m), y: 3.74 (m)
Time: 1.90 (s), x: -1.78 (m), y: 3.72 (m)
Time: 2.01 (s), x: -1.84 (m), y: 3.71 (m)
Time: 2.11 (s), x: -1.91 (m), y: 3.69 (m)
Time: 2.21 (s), x: -2.01 (m), y: 3.67 (m)
Time: 2.33 (s), x: -2.14 (m), y: 3.64 (m)
Time: 2.44 (s), x: -2.26 (m), y: 3.62 (m)
Time: 2.54 (s), x: -2.39 (m), y: 3.59 (m)
Time: 2.64 (s), x: -2.50 (m), y: 3.59 (m)
Time: 2.74 (s), x: -2.59 (m), y: 3.60 (m)
Time: 2.85 (s), x: -2.65 (m), y: 3.60 (m)
Time: 2.96 (s), x: -2.70 (m), y: 3.60 (m)
Time: 3.06 (s), x: -2.74 (m), y: 3.59 (m)
Time: 3.16 (s), x: -2.80 (m), y: 3.61 (m)
Time: 3.27 (s), x: -2.87 (m), y: 3.65 (m)
Time: 3.38 (s), x: -2.94 (m), y: 3.70 (m)
Time: 3.49 (s), x: -3.01 (m), y: 3.74 (m)
Time: 3.59 (s), x: -3.05 (m), y: 3.75 (m)
