🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w263.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_263.world <<<<<<<<<<<<<<<<<<
Time: 0.00 (s), x: -2.00 (m), y: 3.14 (m)
Time: 0.11 (s), x: -1.99 (m), y: 3.19 (m)
Time: 0.21 (s), x: -1.98 (m), y: 3.25 (m)
Time: 0.32 (s), x: -1.98 (m), y: 3.30 (m)
Time: 0.42 (s), x: -1.98 (m), y: 3.35 (m)
Time: 0.52 (s), x: -1.98 (m), y: 3.40 (m)
Time: 0.62 (s), x: -1.99 (m), y: 3.47 (m)
Time: 0.73 (s), x: -2.00 (m), y: 3.51 (m)
Time: 0.83 (s), x: -2.01 (m), y: 3.56 (m)
Time: 0.94 (s), x: -2.01 (m), y: 3.60 (m)
Time: 1.05 (s), x: -2.02 (m), y: 3.62 (m)
Time: 1.15 (s), x: -2.02 (m), y: 3.63 (m)
Time: 1.25 (s), x: -2.03 (m), y: 3.66 (m)
Time: 1.35 (s), x: -2.04 (m), y: 3.71 (m)
Time: 1.45 (s), x: -2.05 (m), y: 3.76 (m)
Time: 1.56 (s), x: -2.06 (m), y: 3.81 (m)
Time: 1.66 (s), x: -2.08 (m), y: 3.86 (m)
Time: 1.77 (s), x: -2.09 (m), y: 3.91 (m)
Time: 1.87 (s), x: -2.10 (m), y: 3.96 (m)
Time: 1.97 (s), x: -2.12 (m), y: 4.05 (m)
Time: 2.08 (s), x: -2.15 (m), y: 4.17 (m)
Time: 2.18 (s), x: -2.19 (m), y: 4.31 (m)
Time: 2.28 (s), x: -2.22 (m), y: 4.46 (m)
Time: 2.39 (s), x: -2.26 (m), y: 4.60 (m)
Time: 2.49 (s), x: -2.29 (m), y: 4.73 (m)
Time: 2.59 (s), x: -2.32 (m), y: 4.85 (m)
Time: 2.69 (s), x: -2.36 (m), y: 4.96 (m)
Time: 2.80 (s), x: -2.39 (m), y: 5.07 (m)
Time: 2.90 (s), x: -2.43 (m), y: 5.18 (m)
Time: 3.00 (s), x: -2.47 (m), y: 5.29 (m)
Time: 3.10 (s), x: -2.50 (m), y: 5.40 (m)
Time: 3.21 (s), x: -2.53 (m), y: 5.49 (m)
Time: 3.32 (s), x: -2.56 (m), y: 5.57 (m)
Time: 3.42 (s), x: -2.58 (m), y: 5.64 (m)
Time: 3.52 (s), x: -2.60 (m), y: 5.70 (m)
Time: 3.63 (s), x: -2.62 (m), y: 5.76 (m)
Time: 3.73 (s), x: -2.63 (m), y: 5.81 (m)
Time: 3.84 (s), x: -2.65 (m), y: 5.88 (m)
Time: 3.94 (s), x: -2.67 (m), y: 5.95 (m)
Time: 4.05 (s), x: -2.69 (m), y: 6.02 (m)
Time: 4.16 (s), x: -2.70 (m), y: 6.08 (m)
