🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w284.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_284.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.20 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.30 (m)
Time: 0.33 (s), x: -2.26 (m), y: 3.42 (m)
Time: 0.43 (s), x: -2.28 (m), y: 3.53 (m)
Time: 0.54 (s), x: -2.29 (m), y: 3.60 (m)
Time: 0.64 (s), x: -2.30 (m), y: 3.67 (m)
Time: 0.75 (s), x: -2.30 (m), y: 3.75 (m)
Time: 0.86 (s), x: -2.32 (m), y: 3.83 (m)
Time: 0.96 (s), x: -2.31 (m), y: 3.93 (m)
Time: 1.06 (s), x: -2.30 (m), y: 4.05 (m)
Time: 1.17 (s), x: -2.28 (m), y: 4.17 (m)
Time: 1.27 (s), x: -2.27 (m), y: 4.27 (m)
Time: 1.38 (s), x: -2.26 (m), y: 4.36 (m)
Time: 1.48 (s), x: -2.25 (m), y: 4.43 (m)
Time: 1.59 (s), x: -2.23 (m), y: 4.49 (m)
Time: 1.69 (s), x: -2.21 (m), y: 4.52 (m)
Time: 1.80 (s), x: -2.19 (m), y: 4.55 (m)
Time: 1.90 (s), x: -2.14 (m), y: 4.57 (m)
Time: 2.01 (s), x: -2.06 (m), y: 4.60 (m)
Time: 2.11 (s), x: -1.97 (m), y: 4.64 (m)
Time: 2.22 (s), x: -1.85 (m), y: 4.69 (m)
Time: 2.32 (s), x: -1.73 (m), y: 4.75 (m)
Time: 2.43 (s), x: -1.60 (m), y: 4.80 (m)
Time: 2.54 (s), x: -1.48 (m), y: 4.87 (m)
Time: 2.64 (s), x: -1.36 (m), y: 4.96 (m)
Time: 2.75 (s), x: -1.25 (m), y: 5.06 (m)
Time: 2.85 (s), x: -1.17 (m), y: 5.19 (m)
Time: 2.96 (s), x: -1.13 (m), y: 5.29 (m)
Time: 3.07 (s), x: -1.11 (m), y: 5.36 (m)
Time: 3.17 (s), x: -1.10 (m), y: 5.40 (m)
Time: 3.27 (s), x: -1.09 (m), y: 5.44 (m)
Time: 3.38 (s), x: -1.08 (m), y: 5.46 (m)
Time: 3.48 (s), x: -1.06 (m), y: 5.48 (m)
Time: 3.58 (s), x: -1.05 (m), y: 5.48 (m)
Time: 3.68 (s), x: -1.03 (m), y: 5.48 (m)
Time: 3.78 (s), x: -1.03 (m), y: 5.48 (m)
Time: 3.89 (s), x: -1.03 (m), y: 5.48 (m)
Time: 3.99 (s), x: -1.01 (m), y: 5.47 (m)
Time: 4.10 (s), x: -1.00 (m), y: 5.47 (m)
Time: 4.20 (s), x: -0.99 (m), y: 5.46 (m)
Time: 4.31 (s), x: -0.97 (m), y: 5.45 (m)
Time: 4.42 (s), x: -0.97 (m), y: 5.43 (m)
Time: 4.52 (s), x: -0.97 (m), y: 5.43 (m)
Time: 4.63 (s), x: -1.00 (m), y: 5.45 (m)
Time: 4.74 (s), x: -1.04 (m), y: 5.49 (m)
Time: 4.84 (s), x: -1.08 (m), y: 5.52 (m)
Time: 4.95 (s), x: -1.11 (m), y: 5.54 (m)
Time: 5.05 (s), x: -1.12 (m), y: 5.54 (m)
Time: 5.16 (s), x: -1.12 (m), y: 5.54 (m)
Time: 5.26 (s), x: -1.13 (m), y: 5.55 (m)
Time: 5.37 (s), x: -1.16 (m), y: 5.59 (m)
Time: 5.48 (s), x: -1.19 (m), y: 5.63 (m)
Time: 5.58 (s), x: -1.23 (m), y: 5.69 (m)
Time: 5.69 (s), x: -1.29 (m), y: 5.77 (m)
Time: 5.79 (s), x: -1.33 (m), y: 5.84 (m)
Time: 5.90 (s), x: -1.37 (m), y: 5.90 (m)
Time: 6.00 (s), x: -1.41 (m), y: 5.98 (m)
Time: 6.10 (s), x: -1.44 (m), y: 6.11 (m)
Time: 6.21 (s), x: -1.48 (m), y: 6.25 (m)
Time: 6.31 (s), x: -1.51 (m), y: 6.40 (m)
Time: 6.42 (s), x: -1.54 (m), y: 6.56 (m)
Time: 6.53 (s), x: -1.57 (m), y: 6.72 (m)
Time: 6.63 (s), x: -1.59 (m), y: 6.87 (m)
Time: 6.74 (s), x: -1.62 (m), y: 7.03 (m)
Time: 6.85 (s), x: -1.67 (m), y: 7.17 (m)
Time: 6.95 (s), x: -1.71 (m), y: 7.31 (m)
Time: 7.06 (s), x: -1.75 (m), y: 7.44 (m)
Time: 7.17 (s), x: -1.80 (m), y: 7.58 (m)
Time: 7.27 (s), x: -1.86 (m), y: 7.71 (m)
Time: 7.38 (s), x: -1.92 (m), y: 7.85 (m)
Time: 7.49 (s), x: -1.99 (m), y: 7.99 (m)
Time: 7.59 (s), x: -2.05 (m), y: 8.13 (m)
Time: 7.70 (s), x: -2.10 (m), y: 8.26 (m)
Time: 7.81 (s), x: -2.14 (m), y: 8.37 (m)
Time: 7.92 (s), x: -2.16 (m), y: 8.42 (m)
Time: 8.03 (s), x: -2.16 (m), y: 8.43 (m)
Time: 8.13 (s), x: -2.16 (m), y: 8.43 (m)
Time: 8.24 (s), x: -2.17 (m), y: 8.44 (m)
Time: 8.35 (s), x: -2.17 (m), y: 8.43 (m)
Time: 8.45 (s), x: -2.19 (m), y: 8.41 (m)
Time: 8.56 (s), x: -2.20 (m), y: 8.39 (m)
Time: 8.66 (s), x: -2.22 (m), y: 8.37 (m)
Time: 8.77 (s), x: -2.22 (m), y: 8.35 (m)
Time: 8.88 (s), x: -2.23 (m), y: 8.34 (m)
Time: 8.98 (s), x: -2.23 (m), y: 8.33 (m)
Time: 9.09 (s), x: -2.24 (m), y: 8.31 (m)
Time: 9.20 (s), x: -2.25 (m), y: 8.29 (m)
Time: 9.30 (s), x: -2.27 (m), y: 8.27 (m)
Time: 9.41 (s), x: -2.29 (m), y: 8.26 (m)
Time: 9.52 (s), x: -2.31 (m), y: 8.24 (m)
Time: 9.62 (s), x: -2.33 (m), y: 8.22 (m)
Time: 9.73 (s), x: -2.35 (m), y: 8.21 (m)
Time: 9.83 (s), x: -2.36 (m), y: 8.19 (m)
Time: 9.94 (s), x: -2.37 (m), y: 8.17 (m)
Time: 10.04 (s), x: -2.38 (m), y: 8.16 (m)
Time: 10.14 (s), x: -2.40 (m), y: 8.14 (m)
Time: 10.25 (s), x: -2.42 (m), y: 8.13 (m)
Time: 10.35 (s), x: -2.44 (m), y: 8.12 (m)
Time: 10.45 (s), x: -2.46 (m), y: 8.12 (m)
Time: 10.56 (s), x: -2.48 (m), y: 8.12 (m)
Time: 10.66 (s), x: -2.50 (m), y: 8.12 (m)
Time: 10.77 (s), x: -2.51 (m), y: 8.13 (m)
Time: 10.88 (s), x: -2.50 (m), y: 8.14 (m)
Time: 10.98 (s), x: -2.44 (m), y: 8.15 (m)
Time: 11.09 (s), x: -2.35 (m), y: 8.16 (m)
Time: 11.19 (s), x: -2.25 (m), y: 8.18 (m)
Time: 11.30 (s), x: -2.18 (m), y: 8.20 (m)
Time: 11.40 (s), x: -2.15 (m), y: 8.20 (m)
Time: 11.51 (s), x: -2.13 (m), y: 8.20 (m)
Time: 11.61 (s), x: -2.10 (m), y: 8.20 (m)
Time: 11.72 (s), x: -2.06 (m), y: 8.20 (m)
Time: 11.83 (s), x: -2.02 (m), y: 8.21 (m)
Time: 11.93 (s), x: -2.02 (m), y: 8.21 (m)
Time: 12.04 (s), x: -2.02 (m), y: 8.21 (m)
Time: 12.14 (s), x: -2.02 (m), y: 8.20 (m)
Time: 12.25 (s), x: -2.03 (m), y: 8.19 (m)
Time: 12.35 (s), x: -2.03 (m), y: 8.19 (m)
Time: 12.46 (s), x: -2.03 (m), y: 8.19 (m)
Time: 12.57 (s), x: -2.03 (m), y: 8.19 (m)
Time: 12.68 (s), x: -2.04 (m), y: 8.17 (m)
Time: 12.79 (s), x: -2.05 (m), y: 8.14 (m)
Time: 12.89 (s), x: -2.05 (m), y: 8.11 (m)
Time: 13.00 (s), x: -2.06 (m), y: 8.09 (m)
Time: 13.10 (s), x: -2.05 (m), y: 8.09 (m)
Time: 13.21 (s), x: -2.05 (m), y: 8.09 (m)
Time: 13.32 (s), x: -2.05 (m), y: 8.09 (m)
Time: 13.42 (s), x: -2.04 (m), y: 8.12 (m)
Time: 13.53 (s), x: -2.03 (m), y: 8.16 (m)
Time: 13.63 (s), x: -2.02 (m), y: 8.20 (m)
Time: 13.74 (s), x: -2.01 (m), y: 8.25 (m)
Time: 13.84 (s), x: -1.98 (m), y: 8.33 (m)
Time: 13.95 (s), x: -1.96 (m), y: 8.39 (m)
Time: 14.05 (s), x: -1.95 (m), y: 8.43 (m)
Time: 14.16 (s), x: -1.95 (m), y: 8.43 (m)
Time: 14.27 (s), x: -1.96 (m), y: 8.43 (m)
Time: 14.37 (s), x: -1.98 (m), y: 8.41 (m)
Time: 14.47 (s), x: -2.00 (m), y: 8.40 (m)
Time: 14.57 (s), x: -2.02 (m), y: 8.39 (m)
Time: 14.68 (s), x: -2.03 (m), y: 8.38 (m)
Time: 14.78 (s), x: -2.04 (m), y: 8.37 (m)
Time: 14.89 (s), x: -2.04 (m), y: 8.37 (m)
Time: 14.99 (s), x: -2.04 (m), y: 8.37 (m)
Time: 15.10 (s), x: -2.04 (m), y: 8.37 (m)
Time: 15.20 (s), x: -2.05 (m), y: 8.37 (m)
Time: 15.31 (s), x: -2.08 (m), y: 8.38 (m)
Time: 15.42 (s), x: -2.10 (m), y: 8.38 (m)
Time: 15.52 (s), x: -2.11 (m), y: 8.40 (m)
Time: 15.63 (s), x: -2.12 (m), y: 8.41 (m)
Time: 15.73 (s), x: -2.12 (m), y: 8.43 (m)
Time: 15.83 (s), x: -2.12 (m), y: 8.44 (m)
