🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_e2e_w58.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_58.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -1.99 (m), y: 2.89 (m)
Time: 0.12 (s), x: -1.97 (m), y: 2.84 (m)
Time: 0.23 (s), x: -1.95 (m), y: 2.79 (m)
Time: 0.33 (s), x: -1.91 (m), y: 2.74 (m)
Time: 0.44 (s), x: -1.86 (m), y: 2.68 (m)
Time: 0.54 (s), x: -1.81 (m), y: 2.63 (m)
Time: 0.65 (s), x: -1.75 (m), y: 2.60 (m)
Time: 0.76 (s), x: -1.73 (m), y: 2.55 (m)
Time: 0.86 (s), x: -1.75 (m), y: 2.48 (m)
Time: 0.98 (s), x: -1.79 (m), y: 2.39 (m)
Time: 1.08 (s), x: -1.86 (m), y: 2.26 (m)
Time: 1.18 (s), x: -1.93 (m), y: 2.12 (m)
Time: 1.29 (s), x: -2.00 (m), y: 1.99 (m)
Time: 1.39 (s), x: -2.07 (m), y: 1.90 (m)
Time: 1.50 (s), x: -2.13 (m), y: 1.84 (m)
Time: 1.60 (s), x: -2.15 (m), y: 1.82 (m)
Time: 1.71 (s), x: -2.15 (m), y: 1.82 (m)
Time: 1.82 (s), x: -2.12 (m), y: 1.84 (m)
Time: 1.92 (s), x: -2.08 (m), y: 1.86 (m)
Time: 2.03 (s), x: -2.04 (m), y: 1.88 (m)
Time: 2.14 (s), x: -1.99 (m), y: 1.90 (m)
Time: 2.25 (s), x: -1.94 (m), y: 1.92 (m)
Time: 2.35 (s), x: -1.89 (m), y: 1.94 (m)
Time: 2.45 (s), x: -1.84 (m), y: 1.96 (m)
Time: 2.56 (s), x: -1.77 (m), y: 1.98 (m)
Time: 2.66 (s), x: -1.70 (m), y: 2.00 (m)
Time: 2.77 (s), x: -1.64 (m), y: 2.01 (m)
Time: 2.88 (s), x: -1.58 (m), y: 2.02 (m)
Time: 2.98 (s), x: -1.54 (m), y: 2.03 (m)
Time: 3.09 (s), x: -1.51 (m), y: 2.04 (m)
Time: 3.20 (s), x: -1.50 (m), y: 2.04 (m)
Time: 3.30 (s), x: -1.51 (m), y: 2.04 (m)
Time: 3.40 (s), x: -1.52 (m), y: 2.04 (m)
Time: 3.51 (s), x: -1.56 (m), y: 2.04 (m)
Time: 3.61 (s), x: -1.64 (m), y: 2.04 (m)
Time: 3.72 (s), x: -1.73 (m), y: 2.04 (m)
Time: 3.82 (s), x: -1.82 (m), y: 2.04 (m)
Time: 3.93 (s), x: -1.87 (m), y: 2.04 (m)
Time: 4.04 (s), x: -1.91 (m), y: 2.03 (m)
Time: 4.14 (s), x: -1.94 (m), y: 2.02 (m)
Time: 4.25 (s), x: -1.97 (m), y: 2.02 (m)
Time: 4.35 (s), x: -2.00 (m), y: 2.01 (m)
Time: 4.45 (s), x: -2.07 (m), y: 1.99 (m)
Time: 4.56 (s), x: -2.14 (m), y: 1.97 (m)
Time: 4.66 (s), x: -2.21 (m), y: 1.95 (m)
Time: 4.77 (s), x: -2.27 (m), y: 1.94 (m)
Time: 4.87 (s), x: -2.31 (m), y: 1.92 (m)
Time: 4.98 (s), x: -2.34 (m), y: 1.91 (m)
Time: 5.08 (s), x: -2.37 (m), y: 1.90 (m)
Time: 5.19 (s), x: -2.40 (m), y: 1.89 (m)
Time: 5.30 (s), x: -2.43 (m), y: 1.88 (m)
Time: 5.40 (s), x: -2.48 (m), y: 1.85 (m)
Time: 5.51 (s), x: -2.56 (m), y: 1.81 (m)
Time: 5.62 (s), x: -2.62 (m), y: 1.77 (m)
Time: 5.72 (s), x: -2.69 (m), y: 1.72 (m)
Time: 5.82 (s), x: -2.78 (m), y: 1.63 (m)
Time: 5.93 (s), x: -2.89 (m), y: 1.51 (m)
Time: 6.04 (s), x: -3.01 (m), y: 1.38 (m)
Time: 6.14 (s), x: -3.14 (m), y: 1.24 (m)
Time: 6.25 (s), x: -3.26 (m), y: 1.09 (m)
Time: 6.35 (s), x: -3.39 (m), y: 0.91 (m)
Time: 6.46 (s), x: -3.50 (m), y: 0.74 (m)
Time: 6.57 (s), x: -3.60 (m), y: 0.57 (m)
Time: 6.67 (s), x: -3.70 (m), y: 0.43 (m)
Time: 6.77 (s), x: -3.76 (m), y: 0.38 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation collided with time 6.7740 (s)
Navigation metric: 0.0000
