🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_e2e_w27.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_27.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.00 (m), y: 3.14 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.23 (m)
Time: 0.23 (s), x: -2.00 (m), y: 3.35 (m)
Time: 0.33 (s), x: -2.00 (m), y: 3.48 (m)
Time: 0.44 (s), x: -2.01 (m), y: 3.62 (m)
Time: 0.54 (s), x: -2.03 (m), y: 3.77 (m)
Time: 0.65 (s), x: -2.08 (m), y: 3.94 (m)
Time: 0.75 (s), x: -2.17 (m), y: 4.09 (m)
Time: 0.86 (s), x: -2.31 (m), y: 4.25 (m)
Time: 0.96 (s), x: -2.46 (m), y: 4.37 (m)
Time: 1.06 (s), x: -2.56 (m), y: 4.44 (m)
Time: 1.17 (s), x: -2.61 (m), y: 4.48 (m)
Time: 1.27 (s), x: -2.60 (m), y: 4.51 (m)
Time: 1.38 (s), x: -2.56 (m), y: 4.56 (m)
Time: 1.48 (s), x: -2.51 (m), y: 4.63 (m)
Time: 1.59 (s), x: -2.45 (m), y: 4.70 (m)
Time: 1.69 (s), x: -2.40 (m), y: 4.76 (m)
Time: 1.80 (s), x: -2.33 (m), y: 4.83 (m)
Time: 1.90 (s), x: -2.25 (m), y: 4.91 (m)
Time: 2.00 (s), x: -2.18 (m), y: 5.01 (m)
Time: 2.11 (s), x: -2.11 (m), y: 5.11 (m)
Time: 2.21 (s), x: -2.04 (m), y: 5.20 (m)
Time: 2.32 (s), x: -2.00 (m), y: 5.28 (m)
Time: 2.43 (s), x: -1.96 (m), y: 5.34 (m)
Time: 2.53 (s), x: -1.93 (m), y: 5.35 (m)
Time: 2.64 (s), x: -1.91 (m), y: 5.34 (m)
Time: 2.74 (s), x: -1.89 (m), y: 5.32 (m)
Time: 2.85 (s), x: -1.90 (m), y: 5.33 (m)
Time: 2.95 (s), x: -1.91 (m), y: 5.34 (m)
Time: 3.06 (s), x: -1.91 (m), y: 5.36 (m)
Time: 3.16 (s), x: -1.92 (m), y: 5.38 (m)
Time: 3.27 (s), x: -1.92 (m), y: 5.41 (m)
Time: 3.38 (s), x: -1.91 (m), y: 5.43 (m)
Time: 3.48 (s), x: -1.91 (m), y: 5.42 (m)
Time: 3.58 (s), x: -1.91 (m), y: 5.39 (m)
Time: 3.69 (s), x: -1.90 (m), y: 5.34 (m)
Time: 3.79 (s), x: -1.89 (m), y: 5.24 (m)
Time: 3.90 (s), x: -1.87 (m), y: 5.11 (m)
Time: 4.00 (s), x: -1.85 (m), y: 4.96 (m)
Time: 4.11 (s), x: -1.82 (m), y: 4.79 (m)
Time: 4.21 (s), x: -1.80 (m), y: 4.64 (m)
Time: 4.32 (s), x: -1.79 (m), y: 4.45 (m)
Time: 4.43 (s), x: -1.81 (m), y: 4.26 (m)
Time: 4.53 (s), x: -1.84 (m), y: 4.11 (m)
Time: 4.64 (s), x: -1.90 (m), y: 3.98 (m)
Time: 4.74 (s), x: -1.97 (m), y: 3.90 (m)
Time: 4.84 (s), x: -2.05 (m), y: 3.82 (m)
Time: 4.94 (s), x: -2.13 (m), y: 3.77 (m)
Time: 5.05 (s), x: -2.18 (m), y: 3.73 (m)
Time: 5.16 (s), x: -2.21 (m), y: 3.71 (m)
Time: 5.26 (s), x: -2.21 (m), y: 3.69 (m)
Time: 5.36 (s), x: -2.19 (m), y: 3.70 (m)
Time: 5.47 (s), x: -2.13 (m), y: 3.72 (m)
Time: 5.58 (s), x: -2.07 (m), y: 3.75 (m)
Time: 5.68 (s), x: -1.99 (m), y: 3.79 (m)
Time: 5.79 (s), x: -1.91 (m), y: 3.84 (m)
Time: 5.90 (s), x: -1.84 (m), y: 3.89 (m)
Time: 6.00 (s), x: -1.77 (m), y: 3.95 (m)
Time: 6.10 (s), x: -1.71 (m), y: 3.99 (m)
Time: 6.20 (s), x: -1.68 (m), y: 4.03 (m)
Time: 6.30 (s), x: -1.68 (m), y: 4.02 (m)
Time: 6.41 (s), x: -1.70 (m), y: 4.01 (m)
