🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_applr_w284.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_284.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.01 (m), y: 3.10 (m)
Time: 0.11 (s), x: -2.01 (m), y: 3.12 (m)
Time: 0.22 (s), x: -2.01 (m), y: 3.14 (m)
Time: 0.33 (s), x: -2.00 (m), y: 3.16 (m)
Time: 0.43 (s), x: -1.99 (m), y: 3.18 (m)
Time: 0.54 (s), x: -1.99 (m), y: 3.21 (m)
Time: 0.65 (s), x: -1.97 (m), y: 3.23 (m)
Time: 0.75 (s), x: -1.96 (m), y: 3.25 (m)
Time: 0.85 (s), x: -1.95 (m), y: 3.28 (m)
Time: 0.95 (s), x: -1.94 (m), y: 3.30 (m)
Time: 1.05 (s), x: -1.93 (m), y: 3.32 (m)
Time: 1.15 (s), x: -1.93 (m), y: 3.34 (m)
Time: 1.25 (s), x: -1.92 (m), y: 3.35 (m)
Time: 1.36 (s), x: -1.91 (m), y: 3.37 (m)
Time: 1.46 (s), x: -1.91 (m), y: 3.39 (m)
Time: 1.56 (s), x: -1.90 (m), y: 3.40 (m)
Time: 1.66 (s), x: -1.89 (m), y: 3.42 (m)
Time: 1.76 (s), x: -1.88 (m), y: 3.44 (m)
Time: 1.87 (s), x: -1.87 (m), y: 3.46 (m)
Time: 1.97 (s), x: -1.87 (m), y: 3.48 (m)
Time: 2.07 (s), x: -1.86 (m), y: 3.50 (m)
Time: 2.17 (s), x: -1.85 (m), y: 3.52 (m)
Time: 2.27 (s), x: -1.84 (m), y: 3.53 (m)
Time: 2.38 (s), x: -1.83 (m), y: 3.55 (m)
Time: 2.48 (s), x: -1.82 (m), y: 3.57 (m)
Time: 2.59 (s), x: -1.81 (m), y: 3.59 (m)
Time: 2.69 (s), x: -1.80 (m), y: 3.61 (m)
Time: 2.80 (s), x: -1.78 (m), y: 3.63 (m)
Time: 2.90 (s), x: -1.77 (m), y: 3.65 (m)
Time: 3.00 (s), x: -1.76 (m), y: 3.66 (m)
Time: 3.11 (s), x: -1.75 (m), y: 3.68 (m)
Time: 3.21 (s), x: -1.74 (m), y: 3.70 (m)
Time: 3.31 (s), x: -1.73 (m), y: 3.72 (m)
Time: 3.41 (s), x: -1.72 (m), y: 3.73 (m)
Time: 3.52 (s), x: -1.71 (m), y: 3.75 (m)
Time: 3.62 (s), x: -1.70 (m), y: 3.77 (m)
Time: 3.73 (s), x: -1.69 (m), y: 3.80 (m)
Time: 3.84 (s), x: -1.68 (m), y: 3.81 (m)
Time: 3.94 (s), x: -1.68 (m), y: 3.81 (m)
Time: 4.04 (s), x: -1.68 (m), y: 3.81 (m)
Time: 4.15 (s), x: -1.68 (m), y: 3.81 (m)
Time: 4.25 (s), x: -1.68 (m), y: 3.81 (m)
Time: 4.36 (s), x: -1.68 (m), y: 3.81 (m)
Time: 4.47 (s), x: -1.68 (m), y: 3.81 (m)
Time: 4.57 (s), x: -1.68 (m), y: 3.81 (m)
Time: 4.67 (s), x: -1.68 (m), y: 3.81 (m)
Time: 4.78 (s), x: -1.68 (m), y: 3.81 (m)
Time: 4.89 (s), x: -1.68 (m), y: 3.81 (m)
Time: 4.99 (s), x: -1.68 (m), y: 3.81 (m)
Time: 5.09 (s), x: -1.68 (m), y: 3.81 (m)
Time: 5.19 (s), x: -1.68 (m), y: 3.81 (m)
Time: 5.30 (s), x: -1.68 (m), y: 3.81 (m)
Time: 5.41 (s), x: -1.68 (m), y: 3.81 (m)
Time: 5.51 (s), x: -1.68 (m), y: 3.81 (m)
Time: 5.61 (s), x: -1.68 (m), y: 3.81 (m)
Time: 5.72 (s), x: -1.68 (m), y: 3.81 (m)
Time: 5.82 (s), x: -1.68 (m), y: 3.81 (m)
Time: 5.92 (s), x: -1.68 (m), y: 3.81 (m)
Time: 6.03 (s), x: -1.68 (m), y: 3.81 (m)
Time: 6.13 (s), x: -1.68 (m), y: 3.81 (m)
Time: 6.23 (s), x: -1.68 (m), y: 3.81 (m)
Time: 6.34 (s), x: -1.68 (m), y: 3.81 (m)
Time: 6.44 (s), x: -1.68 (m), y: 3.81 (m)
Time: 6.55 (s), x: -1.68 (m), y: 3.81 (m)
Time: 6.65 (s), x: -1.68 (m), y: 3.81 (m)
Time: 6.75 (s), x: -1.68 (m), y: 3.81 (m)
Time: 6.86 (s), x: -1.68 (m), y: 3.81 (m)
Time: 6.97 (s), x: -1.68 (m), y: 3.81 (m)
Time: 7.07 (s), x: -1.68 (m), y: 3.81 (m)
Time: 7.17 (s), x: -1.68 (m), y: 3.81 (m)
Time: 7.28 (s), x: -1.68 (m), y: 3.81 (m)
Time: 7.38 (s), x: -1.68 (m), y: 3.81 (m)
Time: 7.48 (s), x: -1.68 (m), y: 3.81 (m)
Time: 7.59 (s), x: -1.68 (m), y: 3.81 (m)
Time: 7.70 (s), x: -1.68 (m), y: 3.81 (m)
Time: 7.80 (s), x: -1.68 (m), y: 3.81 (m)
Time: 7.91 (s), x: -1.68 (m), y: 3.81 (m)
Time: 8.02 (s), x: -1.68 (m), y: 3.81 (m)
Time: 8.12 (s), x: -1.68 (m), y: 3.81 (m)
Time: 8.23 (s), x: -1.68 (m), y: 3.81 (m)
Time: 8.34 (s), x: -1.68 (m), y: 3.81 (m)
Time: 8.44 (s), x: -1.68 (m), y: 3.81 (m)
Time: 8.55 (s), x: -1.68 (m), y: 3.81 (m)
Time: 8.65 (s), x: -1.68 (m), y: 3.81 (m)
Time: 8.76 (s), x: -1.68 (m), y: 3.81 (m)
Time: 8.86 (s), x: -1.68 (m), y: 3.81 (m)
